ProjectName,Scenario,Watershed,Total contributing area to outlet (ha),Precipitation (m^3/yr),Precipitation per area (mm/yr),Water discharge (m^3/yr),Water discharge per area (mm/yr),Total hillslope soil loss (tonne/yr),Total hillslope soil loss per area (kg/ha/yr),Total channel soil loss (tonne/yr),Total channel soil loss per area (kg/ha/yr),Sediment discharge (tonne/yr),Sediment discharge per area (kg/ha/yr),Sediment delivery ratio for watershed,Phosphorus discharge (kg/yr),Phosphorus discharge per area (kg/ha/yr),Particle Fraction Under 0.016 mm,Sediment Yield of Particles Under 0.016 mm (tonne/yr),Sediment Yield of Particles Under 0.016 mm per area (kg/ha/yr)
CurCond4.1.3b.6f_Watershed_11_General,CurCond4.1.3b.6f,Watershed_11_General,1819.7,22100076.0,1214.4900807825466,9738443.0,535.1675001373853,3238.3,1779.579051492004,55.1,30.279716436775292,69.9,38.41292520745178,0.021,107.3,0.05896576358740451,0.3416,23.877840000000003,13.12185525086553
CurCond4.1.3b.6f_Watershed_12_Meeks,CurCond4.1.3b.6f,Watershed_12_Meeks,1981.45,23568024.0,1189.4331928638119,9522092.0,480.56181079512476,4768.5,2406.570945519695,47.2,23.820939211183727,79.8,40.27353705619622,0.017,19648.9,9.916424840394662,0.1967,15.696660000000001,7.9218047389537976
CurCond4.1.3b.6f_Watershed_13,CurCond4.1.3b.6f,Watershed_13,211.44,2173747.0,1028.0680098373061,740337.0,350.14046538024974,96.1,454.5024593265229,3.6,17.0261066969353,4.0,18.917896329928112,0.04,7.3,0.0345251608021188,0.18730000000000002,0.7492000000000001,3.5433219825955358
CurCond4.1.3b.6f_Watershed_14,CurCond4.1.3b.6f,Watershed_14,246.15,2690698.0,1093.1131423928498,1237145.0,502.598009343896,235.6,957.1399553118017,5.2,21.125330083282552,6.7,27.219175299614054,0.028,12.3,0.049969530773918344,0.1628,1.09076,4.431281738777169
CurCond4.1.3b.6f_Watershed_15,CurCond4.1.3b.6f,Watershed_15,149.32,1489562.0,997.5636217519422,690884.0,462.68684703991426,112.8,755.4245914813823,2.3,15.403160996517547,3.4,22.76989016876507,0.029,6.7,0.04487007768550764,0.20750000000000002,0.7055,4.724752210018752
CurCond4.1.3b.6f_Watershed_16,CurCond4.1.3b.6f,Watershed_16,295.18,2955582.0,1001.2812521173521,1434874.0,486.10136188088626,334.0,1131.5129751338166,7.1,24.053120130090115,12.7,43.02459516227387,0.037,18.3,0.06199607019445762,0.1622,2.05994,6.978589335320821
CurCond4.1.3b.6f_Watershed_17,CurCond4.1.3b.6f,Watershed_17,386.9,3754816.0,970.487464461101,1694149.0,437.8777461876454,526.7,1361.3336779529595,7.9,20.418712845696565,13.6,35.15120186094598,0.025,20.4,0.05272680279141897,0.1554,2.11344,5.462496769191006
CurCond4.1.3b.6f_Watershed_18,CurCond4.1.3b.6f,Watershed_18,1647.08,20362331.0,1236.2684872623067,10358092.0,628.8760715933653,8110.4,4924.108118609904,36.5,22.160429365908154,112.2,68.12055273575055,0.014,6482180.3,3935.558867814557,0.22660000000000002,25.424520000000005,15.436117249921075
CurCond4.1.3b.6f_Watershed_19,CurCond4.1.3b.6f,Watershed_19,845.73,10312303.0,1219.3374954181595,5592174.0,661.2245042744138,2531.9,2993.7450486561906,19.0,22.465798777387583,71.7,84.77883012308892,0.028,107.7,0.12734560675392856,0.26639999999999997,19.10088,22.585080344790892
CurCond4.1.3b.6f_Watershed_20,CurCond4.1.3b.6f,Watershed_20,877.52,8733199.0,995.2136703436959,3630040.0,413.6703436958702,2098.0,2390.82869906099,18.8,21.424013127905916,32.5,37.03619290728417,0.015,47.4,0.054015862886315984,0.19579999999999997,6.363499999999999,7.251686571246238
SimFire4.2.2b.6f_Watershed_2,SimFire4.2.2b.6f,Watershed_2,110.68,1032881.0,933.2137694253704,445153.0,402.1982291290206,56.5,510.48066498012287,2.2,19.877123238164074,60.1,543.0068666425732,1.023,50.5,0.456270328876039,0.19920000000000002,11.97192,108.16696783520057
SimFire4.2.2b.6f_Watershed_1,SimFire4.2.2b.6f,Watershed_1,262.83,2411256.0,917.4203858007077,1134660.0,431.70870905147814,173.8,661.2639348628392,4.8,18.262755393219955,154.9,589.3543355020356,0.867,130.5,0.4965186622531675,0.187,28.9663,110.20926073888064
SimFire4.2.2b.6f_Watershed_3,SimFire4.2.2b.6f,Watershed_3,188.22,1790664.0,951.3675486133249,811403.0,431.0928700456912,101.0,536.6060992455637,4.7,24.970778875783658,108.8,578.0469663160131,1.03,91.4,0.4856019551588567,0.1975,21.488,114.1642758474126
SimFire4.2.2b.6f_Watershed_4,SimFire4.2.2b.6f,Watershed_4,1345.08,13708196.0,1019.1361108632943,6760792.0,502.631218960954,1916.2,1424.599280340203,346.8,257.8285306450174,1363.6,1013.7686977726232,0.603,1129.6,0.8398013501055699,0.2511,342.39995999999996,254.55732001070567
SimFire4.2.2b.6f_Watershed_5,SimFire4.2.2b.6f,Watershed_5,268.63,2753813.0,1025.132338160295,1464025.0,544.9968357964486,861.1,3205.5243271414215,6.5,24.1968506868183,793.4,2953.5048207571754,0.915,642.5,2.3917656255816553,0.1617,128.29278,477.58172951643525
SimFire4.2.2b.6f_Watershed_6,SimFire4.2.2b.6f,Watershed_6,122.51,1216674.0,993.1221941066035,682104.0,556.7741408864582,216.7,1768.835197126765,2.4,19.59023753163007,217.2,1772.9164966125213,0.991,177.7,1.4504938372377763,0.17820000000000003,38.705040000000004,315.9337196963513
SimFire4.2.2b.6f_Watershed_7_Ward,SimFire4.2.2b.6f,Watershed_7_Ward,2314.23,30688326.0,1326.070701702078,16568779.0,715.9521309463623,25943.5,11210.424201570284,16133.4,6971.390051982733,4279.6,1849.2543956305121,0.102,3504.4,1.5142833685502306,0.4899,2096.5760400000004,905.949728419388
SimFire4.2.2b.6f_Watershed_8,SimFire4.2.2b.6f,Watershed_8,160.26,1925546.0,1201.513790091102,931796.0,581.4276800199675,1168.5,7291.2766754024715,4.3,26.831398976662925,1095.9,6838.262822912767,0.934,881.2,5.4985648321477605,0.24400000000000002,267.3996,1668.5361287907153
SimFire4.2.2b.6f_Watershed_9_Blackwood,SimFire4.2.2b.6f,Watershed_9_Blackwood,2671.07,37575749.0,1406.7676623974662,22689675.0,849.4601414414448,70040.9,26222.038359159436,49360.5,18479.672940057728,5218.9,1953.861186715436,0.044,4282.3,1.603215190916,0.6517000000000001,3401.15713,1273.3313353824497
SimFire4.2.2b.6f_Watershed_10,SimFire4.2.2b.6f,Watershed_10,1309.41,15380623.0,1174.6223871820132,8563617.0,654.0057735926868,6836.1,5220.748275941072,353.4,269.89254702499596,1887.2,1441.2598040338778,0.262,1573.4,1.2016098853682193,0.43410000000000004,819.2335200000001,625.6508809311065
SimFire4.2.2b.6f_Watershed_11_General,SimFire4.2.2b.6f,Watershed_11_General,1819.7,22100076.0,1214.4900807825466,12936952.0,710.9387261636533,9600.3,5275.759740616585,7459.7,4099.411990987525,602.0,330.82376215859756,0.035,549.8,0.3021377150079683,0.5403,325.2606,178.7440786942903
SimFire4.2.2b.6f_Watershed_12_Meeks,SimFire4.2.2b.6f,Watershed_12_Meeks,1981.45,23568024.0,1189.4331928638119,12261996.0,618.8395367029195,8176.5,4126.523505513639,429.5,216.7604532034621,434.7,219.38479396401624,0.051,6796.2,3.4299124378611623,0.314,136.4958,68.88682530470109
SimFire4.2.2b.6f_Watershed_13,SimFire4.2.2b.6f,Watershed_13,211.44,2173747.0,1028.0680098373061,1296854.0,613.3437381763148,523.0,2473.5149451381008,3.1,14.661369655694287,329.9,1560.253499810821,0.627,271.2,1.282633371169126,0.14800000000000002,48.8252,230.91751797200155
SimFire4.2.2b.6f_Watershed_14,SimFire4.2.2b.6f,Watershed_14,246.15,2690698.0,1093.1131423928498,1625738.0,660.4663822872233,468.8,1904.529758277473,5.0,20.312817387771684,416.8,1693.2764574446476,0.88,342.7,1.3922405037578711,0.0784,32.67712,132.75287426366037
SimFire4.2.2b.6f_Watershed_15,SimFire4.2.2b.6f,Watershed_15,149.32,1489562.0,997.5636217519422,865151.0,579.3939190999197,268.7,1799.491025984463,2.3,15.403160996517547,247.7,1658.8534690597376,0.914,203.2,1.360835788909724,0.1145,28.36165,189.93872220733996
SimFire4.2.2b.6f_Watershed_16,SimFire4.2.2b.6f,Watershed_16,295.18,2955582.0,1001.2812521173521,1684275.0,570.5925198184159,558.0,1890.3719764211667,7.3,24.73067280981096,217.5,736.8385391964225,0.385,183.7,0.6223321363235991,0.0759,16.50825,55.92604512500847
SimFire4.2.2b.6f_Watershed_17,SimFire4.2.2b.6f,Watershed_17,386.9,3754816.0,970.487464461101,2045959.0,528.8082191780821,893.2,2308.6068751615408,7.9,20.418712845696565,173.1,447.40242956836397,0.192,150.2,0.38821400878780044,0.10110000000000001,17.500410000000002,45.2323856293616
SimFire4.2.2b.6f_Watershed_18,SimFire4.2.2b.6f,Watershed_18,1647.08,20362331.0,1236.2684872623067,10783401.0,654.6980717390776,10957.0,6652.378755130291,64.2,38.97807028195352,413.3,250.92891662821478,0.037,48814533.4,29637.014231245597,0.1836,75.88188000000001,46.07054909294024
SimFire4.2.2b.6f_Watershed_19,SimFire4.2.2b.6f,Watershed_19,845.73,10312303.0,1219.3374954181595,5627969.0,665.4569425230275,4054.1,4793.610253863526,18.9,22.347557731190804,325.5,384.87460537050833,0.08,307.8,0.3639459401936788,0.1573,51.20115,60.54077542478096
SimFire4.2.2b.6f_Watershed_20,SimFire4.2.2b.6f,Watershed_20,877.52,8733199.0,995.2136703436959,4758174.0,542.2296927705352,4111.5,4685.363296563041,165.0,188.02990245236577,893.2,1017.8685386088066,0.209,741.3,0.8447670708359923,0.3214,287.07448000000005,327.14294830887053
SimFire4.2fA2p.2b.6f.obs_cli_Watershed_1,SimFire4.2fA2p.2b.6f.obs,Watershed_1,262.83,2411256.0,917.4203858007077,1119388.0,425.89810904386866,166.7,634.2502758437013,4.9,18.643229463912036,150.6,572.9939504622761,0.878,126.9,0.48282159570825256,0.18830000000000002,28.35798,107.89476087204658
SimFire4.2fA2p.2b.6f.obs_cli_Watershed_2,SimFire4.2fA2p.2b.6f.obs,Watershed_2,110.68,1032881.0,933.2137694253704,435814.0,393.76039031441996,44.0,397.5424647632815,2.2,19.877123238164074,48.3,436.3932056378749,1.045,41.0,0.3704372967112396,0.2043,9.86769,89.15513191181785
SimFire4.2fA2p.2b.6f.obs_cli_Watershed_3,SimFire4.2fA2p.2b.6f.obs,Watershed_3,188.22,1790664.0,951.3675486133249,814472.0,432.72340877696314,105.3,559.4517054510679,4.7,24.970778875783658,113.3,601.9551588566571,1.03,95.0,0.5047285091913718,0.1972,22.34276,118.70555732653277
SimFire4.2fA2p.2b.6f.obs_cli_Watershed_4,SimFire4.2fA2p.2b.6f.obs,Watershed_4,1345.08,13708196.0,1019.1361108632943,6688745.0,497.27488327831804,1810.6,1346.0909388289174,334.4,248.60974811907099,1321.6,982.5437892169983,0.616,1095.0,0.8140779730573646,0.2429,321.01664,238.6598864008089
SimFire4.2fA2p.2b.6f.obs_cli_Watershed_5,SimFire4.2fA2p.2b.6f.obs,Watershed_5,268.63,2753813.0,1025.132338160295,1448336.0,539.1564605591334,781.4,2908.8337117968954,6.4,23.824591445482636,742.1,2762.5358299519785,0.942,601.5,2.239139336634032,0.16160000000000002,119.92336000000002,446.4257901202398
SimFire4.2fA2p.2b.6f.obs_cli_Watershed_6,SimFire4.2fA2p.2b.6f.obs,Watershed_6,122.51,1216674.0,993.1221941066035,673290.0,549.5796261529671,208.1,1698.6368459717573,2.4,19.59023753163007,209.1,1706.79944494327,0.994,171.1,1.3966206840257938,0.1785,37.324349999999995,304.66370092237366
SimFire4.2fA2p.2b.6f.obs_cli_Watershed_7_Ward,SimFire4.2fA2p.2b.6f.obs,Watershed_7_Ward,2314.23,30688326.0,1326.070701702078,16522407.0,713.9483543122334,25362.2,10959.239142176879,16777.7,7249.797988963932,4463.6,1928.7624825535922,0.106,3651.2,1.5777169944214706,0.5102,2277.32872,984.0546185988429
SimFire4.2fA2p.2b.6f.obs_cli_Watershed_8,SimFire4.2fA2p.2b.6f.obs,Watershed_8,160.26,1925546.0,1201.513790091102,948071.0,591.5830525396232,1223.2,7632.597029826532,4.3,26.831398976662925,1139.1,7107.824784724822,0.928,915.9,5.715087982029202,0.24400000000000002,277.9404,1734.309247472857
SimFire4.2fA2p.2b.6f.obs_cli_Watershed_9_Blackwood,SimFire4.2fA2p.2b.6f.obs,Watershed_9_Blackwood,2671.07,37575749.0,1406.7676623974662,22677883.0,849.0186704204682,68162.2,25518.687267649293,50513.3,18911.260281460236,5572.9,2086.3923446409117,0.047,4565.4,1.7092026790761752,0.6662,3712.6659799999998,1389.9545799997752
SimFire4.2fA2p.2b.6f.obs_cli_Watershed_10,SimFire4.2fA2p.2b.6f.obs,Watershed_10,1309.41,15380623.0,1174.6223871820132,8613198.0,657.7922881297684,7136.7,5450.317318486952,1040.7,794.7854377162233,1906.5,1455.999266845373,0.233,1607.1,1.2273466675831097,0.4242,808.7373,617.6348889958073
SimFire4.2fA2p.2b.6f.obs_cli_Watershed_11_General,SimFire4.2fA2p.2b.6f.obs,Watershed_11_General,1819.7,22100076.0,1214.4900807825466,12889695.0,708.3417596307083,8449.2,4643.1829422432265,7265.3,3992.5811947024235,528.2,290.2676265318459,0.034,490.5,0.26954992581194703,0.543,286.81260000000003,157.61532120679234
SimFire4.2fA2p.2b.6f.obs_cli_Watershed_12_Meeks,SimFire4.2fA2p.2b.6f.obs,Watershed_12_Meeks,1981.45,23568024.0,1189.4331928638119,12322494.0,621.8927553054581,8284.2,4180.877640112039,494.2,249.4133084357415,422.1,213.02581442882737,0.048,6786.5,3.4250170329808975,0.3063,129.28923,65.24980695954983
SimFire4.2fA2p.2b.6f.obs_cli_Watershed_13,SimFire4.2fA2p.2b.6f.obs,Watershed_13,211.44,2173747.0,1028.0680098373061,1295482.0,612.6948543321982,511.0,2416.7612561483165,3.1,14.661369655694287,312.9,1479.8524404086265,0.609,257.6,1.2183125236473706,0.1494,46.74726,221.08995459704877
SimFire4.2fA2p.2b.6f.obs_cli_Watershed_14,SimFire4.2fA2p.2b.6f.obs,Watershed_14,246.15,2690698.0,1093.1131423928498,1628577.0,661.6197440585009,468.8,1904.529758277473,5.0,20.312817387771684,416.8,1693.2764574446476,0.88,342.7,1.3922405037578711,0.0784,32.67712,132.75287426366037
SimFire4.2fA2p.2b.6f.obs_cli_Watershed_15,SimFire4.2fA2p.2b.6f.obs,Watershed_15,149.32,1489562.0,997.5636217519422,862544.0,577.6480042860969,268.5,1798.1516206804179,2.3,15.403160996517547,247.5,1657.5140637556926,0.914,203.1,1.3601660862577016,0.1145,28.33875,189.7853603000268
SimFire4.2fA2p.2b.6f.obs_cli_Watershed_16,SimFire4.2fA2p.2b.6f.obs,Watershed_16,295.18,2955582.0,1001.2812521173521,1680298.0,569.245206314791,557.7,1889.3556474015854,7.3,24.73067280981096,217.3,736.1609865167017,0.385,183.6,0.6219933599837387,0.0759,16.49307,55.87461887661765
SimFire4.2fA2p.2b.6f.obs_cli_Watershed_17,SimFire4.2fA2p.2b.6f.obs,Watershed_17,386.9,3754816.0,970.487464461101,2036298.0,526.3111915223571,892.0,2305.505298526751,7.9,20.418712845696565,171.3,442.75006461617994,0.19,148.9,0.38485396743344535,0.1004,17.198520000000002,44.45210648746446
SimFire4.2fA2p.2b.6f.obs_cli_Watershed_18,SimFire4.2fA2p.2b.6f.obs,Watershed_18,1647.08,20362331.0,1236.2684872623067,10783538.0,654.706389489278,10957.0,6652.378755130291,64.2,38.97807028195352,412.3,250.32178157709401,0.037,48814026.0,29636.70617092066,0.1839,75.82197000000001,46.03417563202759
SimFire4.2fA2p.2b.6f.obs_cli_Watershed_19,SimFire4.2fA2p.2b.6f.obs,Watershed_19,845.73,10312303.0,1219.3374954181595,5632507.0,665.9935203906684,4058.1,4798.339895711397,18.9,22.347557731190804,323.7,382.7462665389663,0.079,306.4,0.3622905655469239,0.1573,50.918009999999995,60.205987726579394
SimFire4.2fA2p.2b.6f.obs_cli_Watershed_20,SimFire4.2fA2p.2b.6f.obs,Watershed_20,877.52,8733199.0,995.2136703436959,4791727.0,546.0533093262832,4093.7,4665.078858601513,200.4,228.37086334214607,905.1,1031.4294830887045,0.211,751.0,0.8558209499498587,0.3116,282.02916,321.3934269304403
SimFire4.2fA2p.2b.6f.fut_cli_Watershed_1,SimFire4.2fA2p.2b.6f.fut,Watershed_1,262.83,2545386.0,968.4533729026367,1237985.0,471.02119240573757,218.0,829.4334741087396,4.8,18.262755393219955,159.5,606.8561427538714,0.716,134.6,0.5121180991515428,0.2425,38.67875,147.1626146178138
SimFire4.2fA2p.2b.6f.fut_cli_Watershed_2,SimFire4.2fA2p.2b.6f.fut,Watershed_2,110.68,1071907.0,968.47397903867,477607.0,431.52059992771956,49.3,445.42826165522223,2.0,18.070112034694613,53.1,479.761474521142,1.035,45.0,0.4065775207806288,0.2108,11.19348,101.13371882905673
SimFire4.2fA2p.2b.6f.fut_cli_Watershed_3,SimFire4.2fA2p.2b.6f.fut,Watershed_3,188.22,2203387.0,1170.6444586122623,1155506.0,613.9124428859844,155.3,825.0982892360005,5.5,29.221124216342577,157.5,836.7867389225374,0.979,133.0,0.7066199128679205,0.19770000000000001,31.137750000000004,165.43273828498567
SimFire4.2fA2p.2b.6f.fut_cli_Watershed_4,SimFire4.2fA2p.2b.6f.fut,Watershed_4,1345.08,15745903.0,1170.6294792874774,8389763.0,623.7371011389657,1975.7,1468.8345674606715,232.0,172.48044725964255,1120.0,832.6642281499985,0.507,948.0,0.7047907931126773,0.3054,342.048,254.29565527700956
SimFire4.2fA2p.2b.6f.fut_cli_Watershed_5,SimFire4.2fA2p.2b.6f.fut,Watershed_5,268.63,3144627.0,1170.616461303652,1772133.0,659.6928861258981,758.8,2824.703123255035,7.2,26.802665376167965,655.1,2438.670289989949,0.855,533.5,1.986003052525779,0.16660000000000003,109.13966000000002,406.2824703123256
SimFire4.2fA2p.2b.6f.fut_cli_Watershed_6,SimFire4.2fA2p.2b.6f.fut,Watershed_6,122.51,1434095.0,1170.594237205126,850722.0,694.4102522243082,266.6,2176.1488858052403,2.3,18.77397763447882,216.5,1767.2026773324626,0.805,178.0,1.45294261692923,0.2005,43.40825,354.32413680515873
SimFire4.2fA2p.2b.6f.fut_cli_Watershed_7_Ward,SimFire4.2fA2p.2b.6f.fut,Watershed_7_Ward,2314.23,47261782.0,2042.224930106342,31437331.0,1358.4358944443725,49887.3,21556.75969977055,35526.5,15351.326359091361,7237.3,3127.303682002221,0.085,5938.1,2.565907450858385,0.41080000000000005,2973.0828400000005,1284.6963525665126
SimFire4.2fA2p.2b.6f.fut_cli_Watershed_8,SimFire4.2fA2p.2b.6f.fut,Watershed_8,160.26,2278195.0,1421.5618370148509,1276081.0,796.2567078497442,1500.3,9361.662298764508,4.5,28.079371022089106,1244.8,7767.37801073256,0.827,1001.9,6.251715961562462,0.2506,311.94687999999996,1946.5049294895791
SimFire4.2fA2p.2b.6f.fut_cli_Watershed_9_Blackwood,SimFire4.2fA2p.2b.6f.fut,Watershed_9_Blackwood,2671.07,55831750.0,2090.239117656969,39183789.0,1466.9697536942124,117793.8,44099.85511424261,203634.1,76236.9013167008,18497.1,6924.977630687327,0.058,14977.3,5.607228563833969,0.6388,11815.947479999999,4423.675710483064
SimFire4.2fA2p.2b.6f.fut_cli_Watershed_10,SimFire4.2fA2p.2b.6f.fut,Watershed_10,1309.41,22189929.0,1694.6509496643525,14550642.0,1111.2365111004192,16159.7,12341.20710854507,1360.0,1038.6357214317898,5174.1,3951.4743281325173,0.295,4221.5,3.2239711014884564,0.4247,2197.44027,1678.19114715788
SimFire4.2fA2p.2b.6f.fut_cli_Watershed_11_General,SimFire4.2fA2p.2b.6f.fut,Watershed_11_General,1819.7,26939590.0,1480.4412815299224,17391880.0,955.75534428752,14465.3,7949.277353409902,8521.2,4682.749903830301,1572.6,864.208385997692,0.068,1347.6,0.7405616310380831,0.4677,735.50502,404.19026213112045
SimFire4.2fA2p.2b.6f.fut_cli_Watershed_12_Meeks,SimFire4.2fA2p.2b.6f.fut,Watershed_12_Meeks,1981.45,21910635.0,1105.7879330793105,11566106.0,583.7192964748039,5975.5,3015.72081051755,1474.4,744.1015418001969,431.3,217.66887885134622,0.058,9723.8,4.9074162860531425,0.26570000000000005,114.59641000000002,57.8346211108027
SimFire4.2fA2p.2b.6f.fut_cli_Watershed_13,SimFire4.2fA2p.2b.6f.fut,Watershed_13,211.44,2338062.0,1105.7803632236096,1387134.0,656.0414301929626,494.2,2337.3060915626183,3.4,16.080211880438895,249.2,1178.5849413545213,0.501,207.1,0.9794740824820279,0.14600000000000002,36.3832,172.07340143776014
SimFire4.2fA2p.2b.6f.fut_cli_Watershed_14,SimFire4.2fA2p.2b.6f.fut,Watershed_14,246.15,2721934.0,1105.8029656713386,1625773.0,660.4806012593947,401.6,1631.5254925858217,4.6,18.687791996749947,333.2,1353.646150721105,0.82,276.3,1.1224862888482632,0.0799,26.62268,108.15632744261629
SimFire4.2fA2p.2b.6f.fut_cli_Watershed_15,SimFire4.2fA2p.2b.6f.fut,Watershed_15,149.32,1584104.0,1060.8786498794536,905313.0,606.2905170104474,263.4,1763.9967854272704,2.2,14.733458344495045,205.8,1378.2480578623092,0.775,170.0,1.1384945084382534,0.1247,25.66326,171.86753281542997
SimFire4.2fA2p.2b.6f.fut_cli_Watershed_16,SimFire4.2fA2p.2b.6f.fut,Watershed_16,295.18,3131486.0,1060.8733654041603,1717052.0,581.696591910021,336.4,1139.643607290467,6.8,23.03679111050884,170.3,576.9361067823023,0.496,148.0,0.5013889829934277,0.08940000000000001,15.224820000000003,51.57808794633784
SimFire4.2fA2p.2b.6f.fut_cli_Watershed_17,SimFire4.2fA2p.2b.6f.fut,Watershed_17,386.9,4104609.0,1060.8966141121737,2237387.0,578.2856035151202,764.4,1975.7043163608168,8.3,21.452571723959682,148.2,383.0447143964849,0.192,132.4,0.3422072887050918,0.1201,17.79882,46.00367019901783
SimFire4.2fA2p.2b.6f.fut_cli_Watershed_18,SimFire4.2fA2p.2b.6f.fut,Watershed_18,1647.08,29719187.0,1804.3560118512762,18907043.0,1147.912851834762,20925.7,12704.725939237924,287.2,174.36918668188554,1260.9,765.5365859581806,0.059,2657952.2,1613.7359448235668,0.22240000000000001,280.42416000000003,170.25533671709937
SimFire4.2fA2p.2b.6f.fut_cli_Watershed_19,SimFire4.2fA2p.2b.6f.fut,Watershed_19,845.73,10652018.0,1259.5057524268975,5877030.0,694.9061757298429,4375.9,5174.109940524753,27.1,32.0433235193265,421.0,497.7948044884301,0.096,401.0,0.47414659524907476,0.2068,87.06280000000001,102.94396556820735
SimFire4.2fA2p.2b.6f.fut_cli_Watershed_20,SimFire4.2fA2p.2b.6f.fut,Watershed_20,877.52,11052482.0,1259.5134014039565,6606796.0,752.8940650925335,6729.0,7668.201294557389,2465.2,2809.2807001549822,1223.0,1393.7004284802626,0.133,1014.4,1.155985048773817,0.43400000000000005,530.782,604.8659859604339
HighSev4.4.2b.6f_Watershed_1,HighSev4.4.2b.6f,Watershed_1,262.83,2411256.0,917.4203858007077,1264928.0,481.2723052923943,247.2,940.5319027508276,5.0,19.023703534604117,8.6,32.720770079519085,0.034,14.1,0.05364684396758361,0.3861,3.3204599999999997,12.633489327702316
HighSev4.4.2b.6f_Watershed_2,HighSev4.4.2b.6f,Watershed_2,110.68,1032881.0,933.2137694253704,543961.0,491.4718106252259,132.7,1198.9519335019877,2.4,21.684134441633535,24.0,216.84134441633537,0.177,21.9,0.19786772677990602,0.181,4.343999999999999,39.248283339356696
HighSev4.4.2b.6f_Watershed_3,HighSev4.4.2b.6f,Watershed_3,188.22,1790664.0,951.3675486133249,973052.0,516.9758792901923,184.4,979.7046009988312,5.1,27.09595154606312,8.5,45.15991924343853,0.045,12.3,0.0653490596110934,0.2559,2.1751500000000004,11.556423334395923
