ProjectName,Scenario,Watershed,Channel Class 1,Channel Class 2,Channel Class 3,Channel Class 4,Channel Class 5,Channel Clay,Channel Silt,Channel Sand,Channel Organic Matter,Hillslopes Class 1,Hillslopes Class 2,Hillslopes Class 3,Hillslopes Class 4,Hillslopes Class 5,Hillslopes Clay,Hillslopes Silt,Hillslopes Sand,Hillslopes Organic Matter,Average Annual Sediment Discharge from Outlet (tonnes/yr),Average Annual Sediment Delivery from Hillslopes (tonnes/yr),Index of specific surface (m**2/g of total sediment),Enrichment ratio of specific surface
lt_Watershed_2_SimFire.2020.ki5krcs.chn_cs25_fccsFuels_obs_cli,SimFire.2020.ki5krcs.fccsFuelsobscli,lt_Watershed_2,0.06,0.014,0.144,0.596,0.185,0.149,0.19,0.66,0.064,0.063329870607554,0.00010029183439316888,0.14372909463541683,0.6387898324587539,0.15405091046388217,0.15689690298904357,0.17993669007744745,0.663166406933509,0.06693330597109584,43.4,39.91560080093386,65.81,2.06
lt_Watershed_6_SimFire.2020.ki5krcs.chn_cs25_fccsFuels_obs_cli,SimFire.2020.ki5krcs.fccsFuelsobscli,lt_Watershed_6,0.057,0.006,0.115,0.617,0.204,0.142,0.162,0.696,0.061,0.05910112380864953,0.00010458491155789363,0.11548213543760713,0.6344679454546959,0.19084421038748947,0.14628018098599954,0.1572046560991183,0.696515162914882,0.06239542801239252,153.8,137.70343959442025,62.78,1.96
lt_Watershed_1_SimFire.2020.ki5krcs.chn_cs25_fccsFuels_obs_cli,SimFire.2020.ki5krcs.fccsFuelsobscli,lt_Watershed_1,0.078,0.019,0.112,0.625,0.166,0.164,0.172,0.664,0.07,0.08799603015254752,0.0001179286077696602,0.10923961330153197,0.6842462341707944,0.11840019376735635,0.17878596574207942,0.157469591856441,0.6637444424014796,0.07632020396775413,156.9,135.22930193275891,71.83,2.25
lt_Watershed_3_SimFire.2020.ki5krcs.chn_cs25_fccsFuels_obs_cli,SimFire.2020.ki5krcs.fccsFuelsobscli,lt_Watershed_3,0.047,0.073,0.143,0.475,0.262,0.124,0.235,0.641,0.053,0.06472410407722948,0.03381819322777097,0.15280893617357091,0.6105691618236126,0.13807960469781638,0.15741313663039058,0.21788363669837416,0.6247032266712357,0.06716334970134456,54.0,33.31900849423527,55.27,1.73
lt_Watershed_4_SimFire.2020.ki5krcs.chn_cs25_fccsFuels_obs_cli,SimFire.2020.ki5krcs.fccsFuelsobscli,lt_Watershed_4,0.076,0.035,0.128,0.567,0.195,0.159,0.194,0.647,0.068,0.07138937966443315,0.007394051296700091,0.10888344523427516,0.6796790220606301,0.13265410174396147,0.1616520097928676,0.16398970788084877,0.6743582823262837,0.06897207287367306,895.9,895.7173528811925,69.78,2.18
lt_Watershed_5_SimFire.2020.ki5krcs.chn_cs25_fccsFuels_obs_cli,SimFire.2020.ki5krcs.fccsFuelsobscli,lt_Watershed_5,0.062,0.014,0.089,0.644,0.191,0.144,0.151,0.704,0.062,0.06649514524332058,0.00010448874240586914,0.08581329801553964,0.6865561740839118,0.1610308939148223,0.1525708123589067,0.13921302298139349,0.7082161646597,0.06508497344230739,309.2,280.1027406729249,63.52,1.99
lt_Watershed_7_Ward_SimFire.2020.ki5krcs.chn_cs75_fccsFuels_obs_cli,SimFire.2020.ki5krcs.fccsFuelsobscli,lt_Watershed_7_Ward,0.212,0.044,0.196,0.425,0.122,0.296,0.243,0.461,0.127,0.06219004433755279,0.05109600579419681,0.1366065689496797,0.5316960470252793,0.21841133389329132,0.14365193904143786,0.21417497758612314,0.642173083372439,0.06130535420134305,3395.3,9362.462889103997,126.6,3.96
lt_Watershed_8_SimFire.2020.ki5krcs.chn_cs25_fccsFuels_obs_cli,SimFire.2020.ki5krcs.fccsFuelsobscli,lt_Watershed_8,0.046,0.027,0.135,0.53,0.262,0.126,0.189,0.684,0.054,0.05194681906968036,0.0024752700115830807,0.136985835731705,0.5931626560594808,0.215429419127551,0.13957393335895873,0.17224601063408435,0.6881800560069572,0.059526742151244524,158.1,125.73200171406987,56.07,1.75
lt_Watershed_9_Blackwood_SimFire.2020.ki5krcs.chn_cs10_fccsFuels_obs_cli,SimFire.2020.ki5krcs.fccsFuelsobscli,lt_Watershed_9_Blackwood,0.083,0.129,0.262,0.348,0.177,0.173,0.372,0.455,0.074,nan,nan,nan,nan,nan,nan,nan,nan,nan,4664.9,nan,76.51,2.39
lt_Watershed_12_Meeks_SimFire.2020.ki5krcs.chn_cs25_fccsFuels_obs_cli,SimFire.2020.ki5krcs.fccsFuelsobscli,lt_Watershed_12_Meeks,0.167,0.126,0.215,0.328,0.164,0.245,0.329,0.426,0.105,nan,nan,nan,nan,nan,nan,nan,nan,nan,293.0,nan,106.26,3.32
