ProjectName,Scenario,Watershed,Total contributing area to outlet (ha),Precipitation (m^3/yr),Precipitation per area (mm/yr),Water discharge (m^3/yr),Water discharge per area (mm/yr),Total hillslope soil loss (tonne/yr),Total hillslope soil loss per area (kg/ha/yr),Total channel soil loss (tonne/yr),Total channel soil loss per area (kg/ha/yr),Sediment discharge (tonne/yr),Sediment discharge per area (kg/ha/yr),Sediment delivery ratio for watershed,Phosphorus discharge (kg/yr),Phosphorus discharge per area (kg/ha/yr),Particle Fraction Under 0.016 mm,Sediment Yield of Particles Under 0.016 mm (tonne/yr),Sediment Yield of Particles Under 0.016 mm per area (kg/ha/yr)
lt_Watershed_20_SimFire.2020.ki5krcs.chn_12_fccsFuels_obs_cli,SimFire.2020.ki5krcs.chn_12_fccsFuels_obs_cli,lt_Watershed_20,877.52,8733199.0,995.2136703436959,4488680.0,511.51882578174855,1749.1,1993.2309235117148,349.7,398.5094356823776,1053.4,1200.4284802625582,0.502,871.3,0.992911842465129,0.2498,263.13932,299.86703436958703
lt_Watershed_1_SimFire.2020.ki5krcs.chn_12_fccsFuels_obs_cli,SimFire.2020.ki5krcs.chn_12_fccsFuels_obs_cli,lt_Watershed_1,262.83,2411256.0,917.4203858007077,1244215.0,473.3915458661492,267.2,1016.6267168892441,43.6,165.8866948217479,258.9,985.0473690218012,0.833,214.7,0.8168778297759007,0.1227,31.76703,120.865312178975
lt_Watershed_2_SimFire.2020.ki5krcs.chn_12_fccsFuels_obs_cli,SimFire.2020.ki5krcs.chn_12_fccsFuels_obs_cli,lt_Watershed_2,110.68,1032881.0,933.2137694253704,499387.0,451.198951933502,31.5,284.60426454644016,10.6,95.77159378388146,42.2,381.27936393205636,1.001,36.4,0.32887603903144197,0.12430000000000001,5.2454600000000005,47.39302493675461
lt_Watershed_3_SimFire.2020.ki5krcs.chn_12_fccsFuels_obs_cli,SimFire.2020.ki5krcs.chn_12_fccsFuels_obs_cli,lt_Watershed_3,188.22,1790664.0,951.3675486133249,888314.0,471.9551588566571,42.4,225.26830304962277,37.8,200.82881734140898,80.1,425.5658272234619,0.998,68.9,0.36606099245563706,0.13740000000000002,11.005740000000001,58.47274466050367
lt_Watershed_10_SimFire.2020.ki5krcs.chn_12_fccsFuels_obs_cli,SimFire.2020.ki5krcs.chn_12_fccsFuels_obs_cli,lt_Watershed_10,1309.41,15380623.0,1174.6223871820132,8148837.0,622.3289114944898,914.7,698.5588929365133,320.0,244.38487563100938,704.7,538.1813183036635,0.571,705.3,0.5386395399454715,0.1804,127.12788,97.08790982198089
lt_Watershed_5_SimFire.2020.ki5krcs.chn_12_fccsFuels_obs_cli,SimFire.2020.ki5krcs.chn_12_fccsFuels_obs_cli,lt_Watershed_5,268.63,2753813.0,1025.132338160295,1544306.0,574.8821799501172,375.6,1398.205710456762,54.0,201.01999032125974,419.4,1561.2552581617838,0.976,343.5,1.2787104939880132,0.1045,43.827299999999994,163.1511744779064
lt_Watershed_4_SimFire.2020.ki5krcs.chn_12_fccsFuels_obs_cli,SimFire.2020.ki5krcs.chn_12_fccsFuels_obs_cli,lt_Watershed_4,1345.08,13708196.0,1019.1361108632943,7347536.0,546.2527135932435,1554.6,1155.7676866803463,304.8,226.60362208939247,1616.6,1201.8615993100782,0.869,1337.3,0.9942159574151723,0.1202,194.31531999999999,144.4637642370714
lt_Watershed_6_SimFire.2020.ki5krcs.chn_12_fccsFuels_obs_cli,SimFire.2020.ki5krcs.chn_12_fccsFuels_obs_cli,lt_Watershed_6,122.51,1216674.0,993.1221941066035,717798.0,585.909721655375,141.1,1151.742714880418,16.5,134.68288302995674,169.6,1384.376785568525,1.075,140.2,1.1443963758060565,0.0964,16.349439999999998,133.45392212880577
lt_Watershed_8_SimFire.2020.ki5krcs.chn_12_fccsFuels_obs_cli,SimFire.2020.ki5krcs.chn_12_fccsFuels_obs_cli,lt_Watershed_8,160.26,1925546.0,1201.513790091102,1191502.0,743.4805940346936,14.0,87.35804317983278,41.1,256.45825533508054,55.3,345.0642705603395,1.003,51.5,0.321352801697242,0.16770000000000002,9.273810000000001,57.86727817296894
lt_Watershed_7_Ward_SimFire.2020.ki5krcs.chn_12_fccsFuels_obs_cli,SimFire.2020.ki5krcs.chn_12_fccsFuels_obs_cli,lt_Watershed_7_Ward,2314.23,30688326.0,1326.070701702078,19700811.0,851.2901051321605,18433.7,7965.370771271654,19303.8,8341.348958400851,11884.0,5135.185353227639,0.315,9621.1,4.1573655168241705,0.3682,4375.6888,1890.7752470584167
