0|0|0|183|183|183|"Wet"|"32032253"|"17175508"
0|0|0|183|183|183|"Wet"|"32032254"|"16827488"
0|0|0|183|183|183|"Wet"|"32032255"|"16943495"
0|0|0|183|183|183|"Wet"|"32032259"|"17059502"
0|0|0|183|183|183|"Wet"|"32032261"|"17175509"
0|0|0|0|15|30||"32032262"|"16827489"
0|15|30|183|183|183|"Wet"|"32032262"|"16943496"
0|0|0|0|15|30||"32032264"|"17059503"
0|15|30|183|183|183|"Wet"|"32032264"|"17175510"
0|0|0|30|61|91||"32032265"|"16827490"
30|61|91|183|183|183|"Wet"|"32032265"|"16943497"
0|0|0|30|61|91||"32032267"|"17059504"
30|61|91|183|183|183|"Wet"|"32032267"|"17175511"
0|0|0|30|61|91||"32032268"|"16827491"
30|61|91|183|183|183|"Wet"|"32032268"|"16943498"
0|0|0|30|61|91||"32032269"|"17059505"
30|61|91|183|183|183|"Wet"|"32032269"|"17175512"
0|0|0|30|61|91||"32032270"|"16827492"
30|61|91|183|183|183|"Wet"|"32032270"|"16943499"
0|0|0|30|61|91||"32032271"|"17059506"
30|61|91|183|183|183|"Wet"|"32032271"|"17175513"
0|0|0|30|61|91||"32032272"|"16827493"
30|61|91|183|183|183|"Wet"|"32032272"|"16943500"
0|0|0|30|61|91||"32032273"|"17059507"
30|61|91|183|183|183|"Wet"|"32032273"|"17175514"
0|0|0|183|183|183|"Wet"|"32032274"|"16827494"
0|0|0|183|183|183|"Wet"|"32032276"|"16943501"
0|0|0|183|183|183|"Wet"|"32032277"|"17059508"
0|0|0|183|183|183|"Wet"|"32032278"|"17175515"
0|0|0|183|183|183|"Wet"|"32032279"|"16827495"
0|0|0|0|46|91||"32032289"|"16943502"
0|46|91|183|183|183|"Wet"|"32032289"|"17059509"
0|46|91|183|183|183|"Wet"|"32032291"|"16827496"
0|0|0|0|46|91||"32032291"|"17175516"
0|0|0|122|153|183||"32032346"|"16943511"
122|153|183|183|183|183|"Wet"|"32032346"|"17059518"
122|153|183|183|183|183|"Wet"|"32032348"|"16827505"
0|0|0|122|153|183||"32032348"|"17175525"
0|0|0|183|183|183|"Wet"|"32032433"|"17059532"
0|0|0|183|183|183|"Wet"|"32032435"|"17175539"
0|0|0|183|183|183|"Wet"|"32032436"|"16827519"
0|0|0|183|183|183|"Wet"|"32032437"|"16943526"
0|0|0|183|183|183|"Wet"|"32032438"|"17059533"
0|0|0|30|61|91||"32032523"|"16827527"
30|61|91|46||107|"Wet"|"32032523"|"16943534"
46||107|183|183|183||"32032523"|"17175547"
30|61|91|46||107|"Wet"|"32032525"|"16827528"
46||107|183|183|183||"32032525"|"17059541"
0|0|0|30|61|91||"32032525"|"17175548"
0|0|0|30|61|91||"32032526"|"16943535"
30|61|91|183|183|183|"Wet"|"32032526"|"17059542"
30|61|91|183|183|183|"Wet"|"32032528"|"16827529"
0|0|0|30|61|91||"32032528"|"17175549"
0|0|0|183|183|183|"Wet"|"32032529"|"16943536"
0|0|0|183|183|183|"Wet"|"32032531"|"17059543"
0|0|0|91|137|183||"32032628"|"17059555"
91|137|183|183|183|183|"Wet"|"32032628"|"17175562"
0|0|0|91|137|183||"32032629"|"16827542"
91|137|183|183|183|183|"Wet"|"32032629"|"16943549"
91||198|183|183|183||"32032673"|"16827544"
0|0|0|76|130|183||"32032673"|"16943551"
76|130|183|91||198|"Wet"|"32032673"|"17059558"
0|0|0|76|130|183||"32032675"|"16827545"
76|130|183|91||198|"Wet"|"32032675"|"16943552"
91||198|183|183|183||"32032675"|"17175565"
30|61|91|46||107|"Wet"|"32032676"|"16827546"
46||107|183|183|183||"32032676"|"17059559"
0|0|0|30|61|91||"32032676"|"17175566"
46||107|183|183|183||"32032678"|"16943553"
0|0|0|30|61|91||"32032678"|"17059560"
30|61|91|46||107|"Wet"|"32032678"|"17175567"
46||107|183|183|183||"32032682"|"16827547"
0|0|0|30|61|91||"32032682"|"16943554"
30|61|91|46||107|"Wet"|"32032682"|"17059561"
0|0|0|30|61|91||"32032683"|"16827548"
30|61|91|46||107|"Wet"|"32032683"|"16943555"
46||107|183|183|183||"32032683"|"17175568"
30|61|91|46||107|"Wet"|"32032684"|"16827549"
46||107|183|183|183||"32032684"|"17059562"
0|0|0|30|61|91||"32032684"|"17175569"
91|137|183|183|183|183|"Wet"|"32032769"|"16827574"
0|0|0|91|137|183||"32032769"|"17175594"
0|0|0|91|137|183||"32032770"|"16943581"
91|137|183|183|183|183|"Wet"|"32032770"|"17059588"
0|0|0|122|153|183||"32050271"|"16829678"
122|153|183|183|183|183|"Wet"|"32050271"|"16945685"
0|0|0|122|153|183||"32050273"|"17061692"
122|153|183|183|183|183|"Wet"|"32050273"|"17177699"
0|0|0|183|183|183|"Wet"|"32055728"|"16946995"
0|0|0|183|183|183|"Wet"|"32055729"|"17063002"
0|0|0|183|183|183|"Wet"|"32055730"|"17179009"
0|0|0|61|76|91||"32055731"|"16830989"
61|76|91|183|183|183|"Wet"|"32055731"|"16946996"
0|0|0|61|76|91||"32055732"|"17063003"
61|76|91|183|183|183|"Wet"|"32055732"|"17179010"
0|0|0|30|61|91||"32055734"|"16830990"
30|61|91|183|183|183|"Wet"|"32055734"|"16946997"
0|0|0|30|61|91||"32055736"|"17063004"
30|61|91|183|183|183|"Wet"|"32055736"|"17179011"
0|0|0|183|183|183|"Wet"|"32056853"|"17179247"
0|0|0|183|183|183|"Wet"|"32056854"|"16831227"
0|0|0|183|183|183|"Wet"|"32056855"|"16947234"
0|0|0|183|183|183|"Wet"|"32057285"|"16831334"
0|0|0|183|183|183|"Wet"|"32057286"|"16947341"
0|0|0|183|183|183|"Wet"|"32057287"|"17063348"
76|130|183|183|183|183|"Wet"|"32057288"|"16831335"
0|0|0|76|130|183||"32057288"|"17179355"
0|0|0|76|130|183||"32057290"|"16947342"
76|130|183|183|183|183|"Wet"|"32057290"|"17063349"
15|31|46|183|183|183|"Wet"|"32057291"|"16831336"
0|0|0|15|31|46||"32057291"|"17179356"
0|0|0|15|31|46||"32057292"|"16947343"
15|31|46|183|183|183|"Wet"|"32057292"|"17063350"
15|31|46|183|183|183|"Wet"|"32057293"|"16831337"
0|0|0|15|31|46||"32057293"|"17179357"
0|0|0|183|183|183|"Wet"|"32059724"|"16947849"
0|0|0|183|183|183|"Wet"|"32059725"|"17063856"
0|0|0|183|183|183|"Wet"|"32059726"|"17179863"
0|0|0|183|183|183|"Wet"|"32059916"|"16831890"
0|0|0|183|183|183|"Wet"|"32059918"|"16947897"
0|0|0|183|183|183|"Wet"|"32059919"|"17063904"
0|0|0|183|183|183|"Wet"|"32059921"|"17179911"
0|0|0|30|61|91||"32059922"|"16831891"
30|61|91|183|183|183|"Wet"|"32059922"|"16947898"
0|0|0|30|61|91||"32059923"|"17063905"
30|61|91|183|183|183|"Wet"|"32059923"|"17179912"
0|0|0|30|61|91||"32059924"|"16831892"
30|61|91|183|183|183|"Wet"|"32059924"|"16947899"
0|0|0|183|183|183|"Wet"|"32059928"|"17063906"
0|0|0|183|183|183|"Wet"|"32059929"|"17179913"
0|0|0|183|183|183|"Wet"|"32059930"|"16831893"
0|0|0|183|183|183|"Wet"|"32059931"|"16947900"
0|0|0|183|183|183|"Wet"|"32059932"|"17063907"
0|0|0|183|183|183|"Wet"|"32059933"|"17179914"
0|0|0|183|183|183|"Wet"|"32059940"|"16831894"
0|0|0|183|183|183|"Wet"|"32059941"|"16947901"
0|0|0|183|183|183|"Wet"|"32059942"|"17063908"
0|0|0|183|183|183|"Wet"|"32059943"|"17179915"
0|0|0|183|183|183|"Wet"|"32059944"|"16831895"
0|0|0|183|183|183|"Wet"|"32059945"|"16947902"
0|0|0|0|15|30||"32059946"|"17063909"
0|15|30|183|183|183|"Wet"|"32059946"|"17179916"
0|0|0|0|15|30||"32059947"|"16831896"
0|15|30|183|183|183|"Wet"|"32059947"|"16947903"
0|0|0|0|15|30||"32059948"|"17063910"
0|15|30|183|183|183|"Wet"|"32059948"|"17179917"
0|0|0|0|31|61||"32059949"|"16831897"
0|31|61|183|183|183|"Wet"|"32059949"|"16947904"
0|0|0|0|31|61||"32059950"|"17063911"
0|31|61|183|183|183|"Wet"|"32059950"|"17179918"
0|0|0|0|31|61||"32059951"|"16831898"
0|31|61|183|183|183|"Wet"|"32059951"|"16947905"
0|0|0|0|31|61||"32059955"|"17063912"
0|31|61|183|183|183|"Wet"|"32059955"|"17179919"
0|0|0|0|31|61||"32059956"|"16831899"
0|31|61|183|183|183|"Wet"|"32059956"|"16947906"
0|0|0|0|31|61||"32059957"|"17063913"
0|31|61|183|183|183|"Wet"|"32059957"|"17179920"
0|0|0|76|130|183||"32084510"|"16834402"
76|130|183|183|183|183|"Wet"|"32084510"|"16950409"
0|0|0|76|130|183||"32084512"|"17066416"
76|130|183|183|183|183|"Wet"|"32084512"|"17182423"
0|0|0|183|183|183|"Wet"|"32084513"|"16834403"
0|0|0|183|183|183|"Wet"|"32084514"|"16950410"
0|0|0|183|183|183|"Wet"|"32084515"|"17066417"
0|0|0|183|183|183|"Wet"|"32084519"|"17182424"
0|0|0|183|183|183|"Wet"|"32084520"|"16834404"
0|0|0|183|183|183|"Wet"|"32084521"|"16950411"
0|0|0|183|183|183|"Wet"|"32084525"|"17066418"
0|0|0|183|183|183|"Wet"|"32084526"|"17182425"
0|0|0|183|183|183|"Wet"|"32084527"|"16834405"
0|0|0|183|183|183|"Wet"|"32084534"|"16950412"
0|0|0|183|183|183|"Wet"|"32084535"|"17066419"
0|0|0|183|183|183|"Wet"|"32084536"|"17182426"
0|0|0|183|183|183|"Wet"|"32084549"|"16834406"
0|0|0|183|183|183|"Wet"|"32084550"|"16950413"
0|0|0|183|183|183|"Wet"|"32084551"|"17066420"
0|0|0|30|46|61||"32084564"|"16834407"
30|46|61|46||76|"Wet"|"32084564"|"16950414"
46||76|183|183|183||"32084564"|"17182427"
30|46|61|46||76|"Wet"|"32084565"|"16834408"
46||76|183|183|183||"32084565"|"17066421"
0|0|0|30|46|61||"32084565"|"17182428"
46||76|183|183|183||"32084566"|"16950415"
0|0|0|30|46|61||"32084566"|"17066422"
30|46|61|46||76|"Wet"|"32084566"|"17182429"
0|0|0|183|183|183|"Wet"|"32084567"|"16834409"
0|0|0|183|183|183|"Wet"|"32084568"|"16950416"
0|0|0|183|183|183|"Wet"|"32084569"|"17066423"
0|0|0|183|183|183|"Wet"|"32084570"|"17182430"
0|0|0|183|183|183|"Wet"|"32084571"|"16834410"
0|0|0|183|183|183|"Wet"|"32084572"|"16950417"
0|0|0|183|183|183|"Wet"|"32084573"|"17066424"
0|0|0|183|183|183|"Wet"|"32084574"|"17182431"
0|0|0|183|183|183|"Wet"|"32084575"|"16834411"
0|0|0|61|84|107||"32084579"|"16950418"
61|84|107|183|183|183|"Wet"|"32084579"|"17066425"
61|84|107|183|183|183|"Wet"|"32084580"|"16834412"
0|0|0|61|84|107||"32084580"|"17182432"
0|0|0|61|84|107||"32084581"|"16950419"
61|84|107|183|183|183|"Wet"|"32084581"|"17066426"
0|0|0|30|46|61||"32084582"|"16834413"
30|46|61|46||76|"Wet"|"32084582"|"16950420"
46||76|183|183|183||"32084582"|"17182433"
30|46|61|46||76|"Wet"|"32084583"|"16834414"
46||76|183|183|183||"32084583"|"17066427"
0|0|0|30|46|61||"32084583"|"17182434"
46||76|183|183|183||"32084584"|"16950421"
0|0|0|30|46|61||"32084584"|"17066428"
30|46|61|46||76|"Wet"|"32084584"|"17182435"
107||198|183|183|183||"32084588"|"16834415"
0|0|0|91|137|183||"32084588"|"16950422"
91|137|183|107||198|"Wet"|"32084588"|"17066429"
0|0|0|91|137|183||"32084590"|"16834416"
91|137|183|107||198|"Wet"|"32084590"|"16950423"
107||198|183|183|183||"32084590"|"17182436"
0|0|0|183|183|183|"Wet"|"32084594"|"17066430"
0|0|0|183|183|183|"Wet"|"32084595"|"17182437"
0|0|0|183|183|183|"Wet"|"32084596"|"16834417"
46||107|183|183|183||"32084612"|"16950424"
0|0|0|30|61|91||"32084612"|"17066431"
30|61|91|46||107|"Wet"|"32084612"|"17182438"
46||107|183|183|183||"32084613"|"16834418"
0|0|0|30|61|91||"32084613"|"16950425"
30|61|91|46||107|"Wet"|"32084613"|"17066432"
0|0|0|30|61|91||"32084614"|"16834419"
30|61|91|46||107|"Wet"|"32084614"|"16950426"
46||107|183|183|183||"32084614"|"17182439"
30|61|91|46||107|"Wet"|"32084615"|"16834420"
46||107|183|183|183||"32084615"|"17066433"
0|0|0|30|61|91||"32084615"|"17182440"
46||107|183|183|183||"32084616"|"16950427"
0|0|0|30|61|91||"32084616"|"17066434"
30|61|91|46||107|"Wet"|"32084616"|"17182441"
46||107|183|183|183||"32084617"|"16834421"
0|0|0|30|61|91||"32084617"|"16950428"
30|61|91|46||107|"Wet"|"32084617"|"17066435"
0|0|0|30|61|91||"32084618"|"16834422"
30|61|91|46||107|"Wet"|"32084618"|"16950429"
46||107|183|183|183||"32084618"|"17182442"
30|61|91|46||107|"Wet"|"32084619"|"16834423"
46||107|183|183|183||"32084619"|"17066436"
0|0|0|30|61|91||"32084619"|"17182443"
46||107|183|183|183||"32084620"|"16950430"
0|0|0|30|61|91||"32084620"|"17066437"
30|61|91|46||107|"Wet"|"32084620"|"17182444"
0|0|0|91|137|183||"32084624"|"16834424"
91|137|183|183|183|183|"Wet"|"32084624"|"16950431"
0|0|0|91|137|183||"32084625"|"17066438"
91|137|183|183|183|183|"Wet"|"32084625"|"17182445"
0|0|0|91|137|183||"32084626"|"16834425"
91|137|183|183|183|183|"Wet"|"32084626"|"16950432"
61|84|107|76||122|"Wet"|"32084627"|"16834426"
76||122|183|183|183||"32084627"|"17066439"
0|0|0|61|84|107||"32084627"|"17182446"
76||122|183|183|183||"32084628"|"16950433"
0|0|0|61|84|107||"32084628"|"17066440"
61|84|107|76||122|"Wet"|"32084628"|"17182447"
76||122|183|183|183||"32084629"|"16834427"
0|0|0|61|84|107||"32084629"|"16950434"
61|84|107|76||122|"Wet"|"32084629"|"17066441"
0|0|0|183|183|183|"Wet"|"32084630"|"17182448"
0|0|0|183|183|183|"Wet"|"32084631"|"16834428"
0|0|0|183|183|183|"Wet"|"32084632"|"16950435"
15|46|76|30||91|"Wet"|"32084633"|"16834429"
30||91|183|183|183||"32084633"|"17066442"
0|0|0|15|46|76||"32084633"|"17182449"
30||91|183|183|183||"32084634"|"16950436"
0|0|0|15|46|76||"32084634"|"17066443"
15|46|76|30||91|"Wet"|"32084634"|"17182450"
30||91|183|183|183||"32084635"|"16834430"
0|0|0|15|46|76||"32084635"|"16950437"
15|46|76|30||91|"Wet"|"32084635"|"17066444"
0|0|0|183|183|183|"Wet"|"32084648"|"17182451"
0|0|0|183|183|183|"Wet"|"32084649"|"16834431"
0|0|0|183|183|183|"Wet"|"32084650"|"16950438"
0|0|0|183|183|183|"Wet"|"32084651"|"17066445"
0|0|0|183|183|183|"Wet"|"32084652"|"17182452"
0|0|0|183|183|183|"Wet"|"32084653"|"16834432"
46||76|183|183|183||"32084657"|"16950439"
0|0|0|30|46|61||"32084657"|"17066446"
30|46|61|46||76|"Wet"|"32084657"|"17182453"
46||76|183|183|183||"32084658"|"16834433"
0|0|0|30|46|61||"32084658"|"16950440"
30|46|61|46||76|"Wet"|"32084658"|"17066447"
0|0|0|30|46|61||"32084659"|"16834434"
30|46|61|46||76|"Wet"|"32084659"|"16950441"
46||76|183|183|183||"32084659"|"17182454"
0|0|0|183|183|183|"Wet"|"32084660"|"17066448"
0|0|0|183|183|183|"Wet"|"32084661"|"17182455"
0|0|0|183|183|183|"Wet"|"32084662"|"16834435"
0|0|0|183|183|183|"Wet"|"32084666"|"16950442"
0|0|0|183|183|183|"Wet"|"32084667"|"17066449"
0|0|0|183|183|183|"Wet"|"32084668"|"17182456"
0|0|0|30|46|61||"32084669"|"16834436"
30|46|61|183|183|183|"Wet"|"32084669"|"16950443"
0|0|0|30|46|61||"32084670"|"17066450"
30|46|61|183|183|183|"Wet"|"32084670"|"17182457"
0|0|0|30|46|61||"32084671"|"16834437"
30|46|61|183|183|183|"Wet"|"32084671"|"16950444"
0|0|0|183|183|183|"Wet"|"32084675"|"17066451"
0|0|0|183|183|183|"Wet"|"32084676"|"17182458"
0|0|0|183|183|183|"Wet"|"32084677"|"16834438"
46||107|183|183|183||"32084678"|"16950445"
0|0|0|30|61|91||"32084678"|"17066452"
30|61|91|46||107|"Wet"|"32084678"|"17182459"
0|0|0|183|183|183|"Wet"|"32084681"|"16834439"
0|0|0|183|183|183|"Wet"|"32084682"|"16950446"
0|0|0|183|183|183|"Wet"|"32084683"|"17066453"
91|137|183|183|183|183|"Wet"|"32084684"|"16834440"
0|0|0|91|137|183||"32084684"|"17182460"
0|0|0|91|137|183||"32084685"|"16950447"
91|137|183|183|183|183|"Wet"|"32084685"|"17066454"
91|137|183|183|183|183|"Wet"|"32084686"|"16834441"
0|0|0|91|137|183||"32084686"|"17182461"
0|0|0|183|183|183|"Wet"|"32084690"|"16950448"
0|0|0|183|183|183|"Wet"|"32084691"|"17066455"
0|0|0|183|183|183|"Wet"|"32084692"|"17182462"
0|0|0|183|183|183|"Wet"|"32084693"|"16834442"
0|0|0|183|183|183|"Wet"|"32084694"|"16950449"
0|0|0|183|183|183|"Wet"|"32084695"|"17066456"
0|0|0|183|183|183|"Wet"|"32084696"|"17182463"
0|0|0|183|183|183|"Wet"|"32084697"|"16834443"
0|0|0|183|183|183|"Wet"|"32084698"|"16950450"
0|0|0|183|183|183|"Wet"|"32084699"|"17066457"
0|0|0|183|183|183|"Wet"|"32084700"|"17182464"
0|0|0|183|183|183|"Wet"|"32084701"|"16834444"
0|0|0|183|183|183|"Wet"|"32084702"|"16950451"
0|0|0|183|183|183|"Wet"|"32084703"|"17066458"
0|0|0|183|183|183|"Wet"|"32084704"|"17182465"
91||122|183|183|183||"32084705"|"16834445"
0|0|0|76|92|107||"32084705"|"16950452"
76|92|107|91||122|"Wet"|"32084705"|"17066459"
0|0|0|76|92|107||"32084706"|"16834446"
76|92|107|91||122|"Wet"|"32084706"|"16950453"
91||122|183|183|183||"32084706"|"17182466"
76|92|107|91||122|"Wet"|"32084707"|"16834447"
91||122|183|183|183||"32084707"|"17066460"
0|0|0|76|92|107||"32084707"|"17182467"
76||122|183|183|183||"32084708"|"16950454"
0|0|0|61|84|107||"32084708"|"17066461"
61|84|107|76||122|"Wet"|"32084708"|"17182468"
76||122|183|183|183||"32084709"|"16834448"
0|0|0|61|84|107||"32084709"|"16950455"
61|84|107|76||122|"Wet"|"32084709"|"17066462"
0|0|0|61|84|107||"32084710"|"16834449"
61|84|107|76||122|"Wet"|"32084710"|"16950456"
76||122|183|183|183||"32084710"|"17182469"
0|0|0|183|183|183|"Wet"|"32084711"|"17066463"
0|0|0|183|183|183|"Wet"|"32084712"|"17182470"
0|0|0|183|183|183|"Wet"|"32084713"|"16834450"
0|0|0|183|183|183|"Wet"|"32084714"|"16950457"
0|0|0|183|183|183|"Wet"|"32084715"|"17066464"
0|0|0|183|183|183|"Wet"|"32084716"|"17182471"
46||107|183|183|183||"32084717"|"16834451"
0|0|0|30|61|91||"32084717"|"16950458"
30|61|91|46||107|"Wet"|"32084717"|"17066465"
0|0|0|30|61|91||"32084718"|"16834452"
30|61|91|46||107|"Wet"|"32084718"|"16950459"
46||107|183|183|183||"32084718"|"17182472"
30|61|91|46||107|"Wet"|"32084719"|"16834453"
46||107|183|183|183||"32084719"|"17066466"
0|0|0|30|61|91||"32084719"|"17182473"
0|0|0|183|183|183|"Wet"|"32084723"|"16950460"
0|0|0|183|183|183|"Wet"|"32084724"|"17066467"
0|0|0|183|183|183|"Wet"|"32084725"|"17182474"
0|0|0|183|183|183|"Wet"|"32084735"|"16834454"
0|0|0|183|183|183|"Wet"|"32084736"|"16950461"
0|0|0|183|183|183|"Wet"|"32084737"|"17066468"
