severity,kcb,rawp,score,median_et_ratio,p10_et_ratio,p90_et_ratio,median_es_fraction,p10_es_fraction,p90_es_fraction,joint_pass_fraction,median_ep_mm,median_es_mm,median_er_mm,median_et_mm,median_undisturbed_et_mm
high,0.85,0.7,12.346217469272634,0.8395742308106378,0.7480995958489995,0.9285454733584303,0.5306414302905041,0.49894789104069376,0.5635286675379605,0.0,124.72671610699109,141.56066827764357,0.0,266.01352137321896,322.22745146237816
high,0.85,0.3,12.401448633396768,0.816641642527133,0.7266990038035794,0.9105190733711266,0.5492216506062361,0.5163034659801151,0.5852795092021704,0.0,117.16521248229316,144.2199141738189,0.0,260.9034084659612,322.22745146237816
high,0.85,0.4,12.409092435150246,0.8257987285457042,0.7343582287230803,0.9209603213039826,0.5425449311361445,0.5092023147464024,0.5774224411968015,0.0,119.80017998500128,143.56623489709196,0.0,263.25414507124407,322.22745146237816
high,0.85,0.5,12.433817906106173,0.8337060504385343,0.7405118724226636,0.9250797300024411,0.5372325764904202,0.5028932753543447,0.570520339234221,0.0,122.4031355720357,143.00503666361135,0.0,265.25164819598376,322.22745146237816
high,0.95,0.8,12.516222639115583,0.8488330442567139,0.7544970847323695,0.9432714653826897,0.5279474494520208,0.49557916606272323,0.556160256017204,0.0,127.69265186234482,142.83468127656033,0.0,270.04260061661535,322.22745146237816
high,0.95,0.7,12.540127599087915,0.8497691301082986,0.7588086548856194,0.943118456258203,0.5278430090626406,0.4961887652243051,0.5574877046425801,0.0,127.61241104907924,142.91135280393303,0.0,270.1177706024498,322.22745146237816
high,0.95,0.6,12.607042356209854,0.8505717124261115,0.7576811145699156,0.9417559336043366,0.5289139412523294,0.49868062451033224,0.5610842204844042,0.0,127.48376343638031,143.00946421131576,0.0,270.02275352054005,322.22745146237816
high,0.95,0.3,12.632780889335866,0.8310109429718469,0.7435325226413011,0.9249046674738601,0.5442279816711781,0.5107620800661781,0.5785301409151785,0.0,120.31617656861931,144.90064161319893,0.0,265.9883330555788,322.22745146237816
high,0.95,0.5,12.657923279012321,0.8478861021510156,0.7539363790767759,0.9370360540569272,0.532200172028713,0.49941860526851356,0.5665735118927039,0.0,125.72114073827183,143.74773018915093,0.0,269.5226160319974,322.22745146237816
high,0.95,0.4,12.67014806013855,0.8412043142887079,0.7491308506630534,0.9317172174757087,0.5375171324535994,0.5048049559759255,0.5723341333784566,0.0,123.42988834263812,144.36076493625535,0.0,268.39232355637034,322.22745146237816
low,0.35,0.8,4.560056644343827,0.8374052303194057,0.724398036318818,0.9658803771332095,0.31659618578918997,0.2982572590139133,0.3369937228817903,0.04,181.09132123258757,84.92851414098774,0.0,267.65730899113544,320.91379907133813
low,0.35,0.7,4.569707443307883,0.837351201666096,0.7242976751299053,0.9659586491197976,0.3168914844166011,0.2984352247606682,0.3372225685372843,0.04,181.0137674124103,84.9816336006754,0.0,267.6603461376108,320.91379907133813
low,0.35,0.5,4.570875711135952,0.8312205248423313,0.7206400036941187,0.9670057499875262,0.3230513679360675,0.30434133691310855,0.34149332939210353,0.02,179.345348248206,86.09586323343183,0.0,266.4418531025749,320.91379907133813
low,0.35,0.6,4.588762750932088,0.8355557690894566,0.7231434732460852,0.9671797236082512,0.3191632996838456,0.2999708727181412,0.338898603735442,0.02,180.56210426340226,85.36349303503587,0.0,267.36917053609113,320.91379907133813
low,0.35,0.4,4.662589342968225,0.8278312361595094,0.7165467845861578,0.9641815951681107,0.32873349741469626,0.3102177165143792,0.35040996842464445,0.01,177.04898058252428,87.6052596032081,0.0,264.41102785985646,320.91379907133813
low,0.35,0.3,4.800385488548594,0.8231969140823491,0.7118119592977323,0.9565865366404319,0.3368127231313658,0.3162761366925576,0.35859284474919806,0.01,174.7339932460954,89.37066272688898,0.0,262.6856458421274,320.91379907133813
low,0.45,0.8,6.987243357103937,0.8894725711762437,0.7760116908194227,0.9944911012366318,0.32520851275135476,0.3042244549017693,0.3415352875498966,0.02,189.81045166737016,92.06355424229633,0.0,282.51237019839596,320.91379907133813
low,0.45,0.7,7.010589569403994,0.8894290493887744,0.7760270235325993,0.9944764009664185,0.32583568984632544,0.30480362465530453,0.3422020648773845,0.02,189.61036935415785,92.2464077669903,0.0,282.5013803292528,320.91379907133813
low,0.45,0.6,7.07016384926174,0.8889843224790437,0.775868048857185,0.994379762816532,0.3277697737524998,0.3067883835548793,0.3447528487706845,0.02,188.81439214858588,92.80151751794006,0.0,282.2320979316167,320.91379907133813
low,0.45,0.5,7.122458177043536,0.8872873035394206,0.7748605844755051,0.9941837505607571,0.3307741508866678,0.31063552252632637,0.3496982836343101,0.02,186.74173068805402,93.88083157450401,0.0,281.2918362178134,320.91379907133813
low,0.45,0.4,7.267930603296838,0.8840849518362837,0.773042567557269,0.9901110517105919,0.3376133132461373,0.31726514096168473,0.3584190510381939,0.02,184.0141473195441,95.74609962009288,0.0,279.8024419586323,320.91379907133813
low,0.45,0.3,7.456725534185456,0.8804332678938029,0.7712479421608079,0.9841923785699405,0.3459848704608335,0.32471657582292995,0.3691271471945207,0.0,180.92129590544533,97.86025327142252,0.0,277.77999788940474,320.91379907133813
low,0.55,0.8,8.446016819026134,0.921497363743975,0.8227438820287708,1.0033741926699429,0.32965305673167844,0.30635404264203675,0.3496797211163419,0.01,196.57964964119878,98.27277965386239,0.0,292.6004242296327,320.91379907133813
low,0.55,0.7,8.478313191489368,0.9214007819405081,0.8225716898529952,1.0035028097866765,0.3305570478467261,0.30740663177270316,0.35059307468762857,0.01,196.35303503588005,98.58230265934992,0.0,292.59904601097503,320.91379907133813
low,0.55,0.6,8.569087759800134,0.9211626486710816,0.8221188461391679,1.0041124910803818,0.3330645453239218,0.31065258073918267,0.35361243930734787,0.01,195.5460848459265,99.44556986070069,0.0,292.65175179400586,320.91379907133813
low,0.55,0.5,8.69830023927027,0.9197432622806163,0.8209851450375,1.0031124541044665,0.33771424370114045,0.3145968377780452,0.3589126448100196,0.01,193.4728788518362,100.65370831574504,0.0,292.24069227522153,320.91379907133813
low,0.55,0.4,8.901331487111108,0.9170109493356248,0.8197069313583678,1.001487755016798,0.3455223378421529,0.3195841417318099,0.367404314303696,0.01,190.6308526804559,102.75398058252426,0.0,291.20344449134654,320.91379907133813
low,0.55,0.3,9.164513602335177,0.9147772352970419,0.815969232737751,1.0021312114251937,0.3543356047613376,0.328602683525796,0.378639085086805,0.0,188.32837484170537,105.03118193330516,0.0,289.97797804981,320.91379907133813
low,0.65,0.8,9.838116341819894,0.9516216648680242,0.8555426190594203,1.0084326860987782,0.33433124367747313,0.3120643184799718,0.3606637205246096,0.0,200.966831996623,102.67440481215701,0.0,303.94065639510336,320.91379907133813
low,0.65,0.7,9.871493902268629,0.9515635952387282,0.8555366016401449,1.0083769255085153,0.3352237523179875,0.31278322830230365,0.36165493598957815,0.0,200.56523216547066,103.03199451245248,0.0,303.91265723934146,320.91379907133813
low,0.65,0.6,9.986576891728728,0.951757736452161,0.8549437131911136,1.0080105142544815,0.3379066858410572,0.31483814821853856,0.36444345243815174,0.0,199.70749894470237,103.74738075137186,0.0,303.8741663149008,320.91379907133813
low,0.65,0.5,10.172126347724527,0.9503294949184236,0.8536752650617117,1.0056795142449488,0.34397366377468963,0.31873899722918936,0.37071854385725495,0.0,198.04997045166735,105.27703250316587,0.0,303.4295356690586,320.91379907133813
low,0.65,0.4,10.437751323062294,0.9482124455189276,0.8521312881053653,1.003321105003377,0.3527313375576298,0.3231714482203447,0.38037643204252375,0.0,195.2372498944702,107.7889024905023,0.0,302.55331574504004,320.91379907133813
low,0.65,0.3,10.633517145581134,0.9430183910121579,0.8489517075735288,1.0046930896690478,0.36281953762737046,0.3291217603882153,0.39069078522638867,0.0,191.625168847615,109.8035563528915,0.0,302.0381785563529,320.91379907133813
low,0.75,0.8,10.947145550485946,0.9722137075820625,0.886104392518201,1.0078867097850455,0.3414649311800862,0.3129688528502131,0.3703123398180375,0.0,202.15249683410718,106.60122414520893,0.0,307.8894238075137,320.91379907133813
low,0.75,0.7,10.98462970194646,0.9721386205773509,0.8860311960038079,1.0079045411877356,0.34247712197131064,0.31371126031471036,0.37162342037797436,0.0,201.71194385816798,106.87797593921485,0.0,307.87547910510756,320.91379907133813
low,0.75,0.6,11.06339471779926,0.9713679635027652,0.8850827516028545,1.0077980152815502,0.3452169044422163,0.31599157451022175,0.37549943678485015,0.0,200.6926108062473,107.75258758970028,0.0,307.89930139299275,320.91379907133813
low,0.75,0.5,11.287052101842654,0.9711466667624709,0.8833481726277546,1.0073634475359334,0.3510296357835956,0.3208080816552101,0.38240462084826105,0.0,198.74063739974667,109.45319755170956,0.0,308.40760658505695,320.91379907133813
low,0.85,0.8,11.54127917190425,0.9816903294965311,0.9075592972920581,1.0122798627866316,0.3468416498010752,0.31557049019067834,0.3810515036865919,0.0,203.0752617138033,109.81319544111437,0.0,313.6815132967496,320.91379907133813
low,0.85,0.7,11.58997778478863,0.9816610842456883,0.9074932928783435,1.012307773000342,0.34808836037402746,0.31659442156025847,0.3823588569653579,0.0,202.73771211481636,110.16868720979315,0.0,313.6696707471507,320.91379907133813
low,0.75,0.4,11.670822163678665,0.9725523679212479,0.8794399058146529,1.004231240486169,0.35921818617071877,0.32684060629120426,0.3920210414860976,0.0,196.42069438581677,111.809303503588,0.0,309.2087674124103,320.91379907133813
low,0.85,0.6,11.718169238567516,0.9817541290737,0.907263250643462,1.0117729142100766,0.351200101890488,0.3188106986981559,0.3858611326807179,0.0,201.48083368509916,111.02938159560995,0.0,313.8081173490924,320.91379907133813
low,0.75,0.3,11.822532843110555,0.9664357393829224,0.8751853588143136,1.0039606880652499,0.3691275816948415,0.33442132503621186,0.4023894575837477,0.0,193.70314478682985,114.44658716758124,0.0,308.53725833685087,320.91379907133813
low,0.85,0.5,11.92216713755743,0.9814852561115798,0.9067465170802703,1.0105506680865866,0.35656892232735604,0.3229935485263549,0.39289900947360334,0.0,199.9626319121992,112.68047699451245,0.0,314.1213001266357,320.91379907133813
low,0.95,0.8,11.976840418102043,0.985072932491482,0.924466742769856,1.0159012080074286,0.3543480779610691,0.3203540823998212,0.38924147917080976,0.0,203.660719712959,112.85222245673279,0.0,318.0254664415364,320.91379907133813
low,0.95,0.7,12.033991955371636,0.9853387813414753,0.9240577674475303,1.015945066013884,0.3555110175428156,0.3218393727279704,0.39095985856887583,0.0,203.18512663571124,113.26809413254536,0.0,318.0354347826086,320.91379907133813
low,0.95,0.6,12.150697689930894,0.9859216245838247,0.9237685553524119,1.0162702060957727,0.3578458176644477,0.32332657168801665,0.3947814690960816,0.0,201.98149430139296,114.25471929084,0.0,318.1243309413254,320.91379907133813
low,0.85,0.4,12.277656409096142,0.9819698517199884,0.9044483767196919,1.0088435602291819,0.3649715585074152,0.330650547822809,0.40211784931891476,0.0,197.49273111017305,115.23740396791894,0.0,314.82181300126626,320.91379907133813
low,0.95,0.5,12.392754304114565,0.9865025034792801,0.9217606643267625,1.0154372167856933,0.36331635412358404,0.3278066440661095,0.4031405496478092,0.0,199.12127268889822,115.98072182355423,0.0,318.058685099198,320.91379907133813
low,0.85,0.3,12.550102527152667,0.9798473510142904,0.898182440912072,1.006257210861403,0.37390521216452627,0.3391218499728382,0.41256396955819985,0.0,193.98090755593074,117.48366821443645,0.0,315.3870704938792,320.91379907133813
low,0.95,0.4,12.778330196568167,0.9876854169569858,0.9184625973114195,1.0123289893334446,0.37177283795721844,0.3373241860967185,0.41291966605256997,0.0,196.29164837484166,118.4552047277332,0.0,318.34547910510753,320.91379907133813
low,0.95,0.3,13.097608931933035,0.986105196049295,0.9148168209746439,1.0106713102867515,0.3813350272490309,0.345010429938694,0.42184821592780386,0.0,193.2875833685099,121.28004432249894,0.0,319.09254326720134,320.91379907133813
moderate,0.35,0.3,6.104895851978823,0.8389558710177509,0.7349959556826399,0.9538699463683644,0.400072159702824,0.38162802241040805,0.4194873213580828,0.03,162.63369957317911,108.78870783422829,0.0,266.7186782321355,323.39977832851434
moderate,0.35,0.6,6.2184844856031845,0.8493695409691401,0.7437040751971503,0.9651747135966847,0.38530486923967355,0.3658651448776385,0.40668836342803516,0.04,169.18548533663773,105.58344967644223,0.0,270.47279980724215,323.39977832851434
moderate,0.35,0.8,6.221679320149882,0.849517033917485,0.7436101511951484,0.9651289063463411,0.38521262269689976,0.36584431952168955,0.4065770455246047,0.04,169.17853917114138,105.56048395979622,0.0,270.50355293955664,323.39977832851434
moderate,0.35,0.7,6.221914249720291,0.8495248649031653,0.7436101511951484,0.9651456860842488,0.38521262269689976,0.3658493025788949,0.4065807279674468,0.04,169.18939556657028,105.56048395979622,0.0,270.50355293955664,323.39977832851434
moderate,0.35,0.4,6.233496164463332,0.8469100337909857,0.7400227666225191,0.9616046184755648,0.39196463630503187,0.37257954637576846,0.4140861390176998,0.03,166.50878975629902,107.45821974390748,0.0,269.06110698058654,323.39977832851434
moderate,0.35,0.5,6.264201957292535,0.8499538564178177,0.7433011874620639,0.9654579109280088,0.3874189698568501,0.3670833710338188,0.40821659920997916,0.04,168.55604020377257,106.00616343108908,0.0,270.00826655651935,323.39977832851434
moderate,0.45,0.4,7.813749235680667,0.8972379533236405,0.799913419364957,0.9891795581772446,0.3972457976978586,0.3778516203596202,0.4163535253904908,0.0,171.9297390885309,114.57314952498967,0.0,282.94351507641466,323.39977832851434
moderate,0.45,0.3,7.918792094365015,0.8941015927601225,0.7907465872037717,0.986065089316083,0.40406027445570014,0.3833689078265277,0.4252719621349706,0.01,169.72729932534764,115.80411882142364,0.0,280.8327433567397,323.39977832851434
moderate,0.45,0.6,7.962891385880483,0.9059735407745844,0.8031306201693906,0.9950696440996891,0.3887763871982212,0.3709592812975934,0.4091489610058968,0.0,175.93908577722704,112.72900592041856,0.0,287.2334655101198,323.39977832851434
moderate,0.45,0.7,7.964887272406456,0.9061001070061805,0.8037657712286961,0.9952375219389021,0.3886413046665779,0.37085499293762897,0.40896942953609994,0.0,175.99614002478316,112.69742806003029,0.0,287.298342971224,323.39977832851434
moderate,0.45,0.8,7.96583576557739,0.9061365638369658,0.8037457214685855,0.9952331383112929,0.388630413785131,0.3708493242863549,0.4089709476746979,0.0,176.00323351232274,112.69742806003029,0.0,287.3000419936666,323.39977832851434
moderate,0.45,0.5,7.971966953645863,0.9049155513309612,0.8022585176859505,0.9917109543094621,0.3918375310287768,0.37279401192929107,0.41183442585517055,0.0,174.18513768415255,113.22881522786727,0.0,286.06775987883793,323.39977832851434
moderate,0.55,0.4,9.058149814008408,0.936229843775685,0.841534659369878,1.003172006689344,0.4009480291851131,0.37940766413158683,0.42215877523835615,0.0,177.0060450227179,120.17957868649319,0.0,296.7328865482583,323.39977832851434
moderate,0.55,0.3,9.065460542443015,0.928219749058881,0.8346643424117909,1.0002623941629587,0.4071383684335812,0.38439193138365557,0.4295771705916096,0.0,174.42326793336088,121.57716095277434,0.0,293.99395841938593,323.39977832851434
moderate,0.55,0.5,9.132179265107208,0.941883452457498,0.8424432322151716,1.0058684967240654,0.3956756768536697,0.37416182551001803,0.41548312229944795,0.0,179.36172242874846,118.94238262425995,0.0,298.81726628115103,323.39977832851434
moderate,0.55,0.6,9.177985559987214,0.9444571473534584,0.8428422461548453,1.0076135115306142,0.39332033545375944,0.3720652107566196,0.41380182377198443,0.0,180.3536093900592,118.26261737574006,0.0,299.0996158612144,323.39977832851434
moderate,0.55,0.7,9.19428243789903,0.9451133337747155,0.8427791028904481,1.0077124184514297,0.3930661818493171,0.3718979993913521,0.41315515836256717,0.0,180.44004750103267,118.16682706870441,0.0,299.1042537518931,323.39977832851434
moderate,0.55,0.8,9.196602883757146,0.9451914176134015,0.8427940861876607,1.0076863461981813,0.39306452665163233,0.3719165631831905,0.4131645656985664,0.0,180.45179608977003,118.16682706870441,0.0,299.1060519069255,323.39977832851434
moderate,0.65,0.8,9.902277376504633,0.9673738245635903,0.8765514419243118,1.0175330990849187,0.39607969796976916,0.37496901733793514,0.415927950731357,0.0,184.57756643260362,121.75161296984717,0.0,302.69565055762087,323.39977832851434
moderate,0.65,0.7,9.902749074441175,0.9673906161846348,0.8765224186985329,1.0175089654929401,0.3960772941676596,0.37498215262875684,0.4159023199736111,0.0,184.56126394052046,121.76022511358943,0.0,302.7032576070494,323.39977832851434
moderate,0.65,0.6,9.908759550302785,0.9674413277956688,0.876488390845268,1.0174362336094842,0.39641397873245376,0.3750904836395873,0.4164673983627134,0.0,184.46979416219193,121.90693102023957,0.0,302.68352196062233,323.39977832851434
moderate,0.65,0.5,9.93496243798336,0.9671506291752308,0.8760013232738582,1.0145913210267141,0.3990332672044826,0.37618231981148753,0.41955196013806195,0.0,183.91606705218229,122.57517898939832,0.0,302.88628803524716,323.39977832851434
moderate,0.75,0.6,10.077348538416098,0.9713031265707134,0.9010691528453114,1.024883097871619,0.400123035199034,0.38073465677929214,0.42196407995653684,0.0,184.33380283629356,125.18205355913534,0.0,308.20063885446785,323.39977832851434
moderate,0.75,0.8,10.089660128230513,0.972053930482002,0.9011191943901855,1.0250637233287598,0.3996031660327839,0.38038840317086475,0.421874092022132,0.0,184.43223048327138,125.02673550874292,0.0,308.2130077103126,323.39977832851434
moderate,0.75,0.7,10.08991236933821,0.9720659091339768,0.9011861293724726,1.0250342918545465,0.3995951321489176,0.3803906673343368,0.421868822300379,0.0,184.4320728349167,125.02673550874292,0.0,308.2273791821561,323.39977832851434
moderate,0.65,0.4,10.102908063116255,0.9677865969494832,0.8755028178194799,1.0087899998966026,0.4033994205324606,0.381784218069315,0.42830083667003005,0.0,181.96270962412225,123.93131626049842,0.0,302.5722456285282,323.39977832851434
moderate,0.65,0.3,10.236967752687166,0.9633380266476721,0.8682544371565132,1.007331634977854,0.4100873404980917,0.3886529569523576,0.431163896868032,0.0,179.6000475010326,125.63696544127771,0.0,302.05798223874433,323.39977832851434
moderate,0.75,0.5,10.25869725781432,0.9740130649576189,0.9005603220097325,1.0218196427611081,0.4026242993938105,0.3821794357499855,0.4240519324264601,0.0,183.57564986920005,126.13321217127907,0.0,308.50407476249484,323.39977832851434
moderate,0.85,0.7,10.493890349702204,0.9802908857559182,0.9151553272042147,1.0276651772087504,0.4037957610922831,0.3798224095070236,0.4285424184605123,0.0,183.91034902932677,128.15024301252924,0.0,313.59654688145395,323.39977832851434
moderate,0.85,0.8,10.494751449485213,0.9803748004963908,0.9151077216346996,1.0276767065177432,0.4037543525315038,0.37983412113922194,0.4285211590069587,0.0,183.91614415530773,128.12727729588323,0.0,313.5866886961311,323.39977832851434
moderate,0.75,0.4,10.495287154818367,0.9753497090651555,0.8980619822278763,1.0163271419897673,0.4075365637382592,0.3863741480421555,0.43103120852236865,0.0,181.5445745559686,127.88154963513698,0.0,309.4270039928404,323.39977832851434
moderate,0.85,0.6,10.496104196551444,0.980189107426719,0.9150078362697406,1.0275979958662833,0.40392744101041345,0.380127448220863,0.4287189296607588,0.0,183.85575175547294,128.36912639405202,0.0,313.58682362660056,323.39977832851434
moderate,0.85,0.5,10.586874999366994,0.9800856115069384,0.9143552799092417,1.0268622223386676,0.40627433302063765,0.382362233976904,0.4305060151632388,0.0,183.40097755748315,129.23755541787142,0.0,313.89576896599203,323.39977832851434
moderate,0.75,0.3,10.667550086504212,0.9728844334876237,0.8927036216036667,1.0130721401010543,0.4136920937135542,0.3915333975584662,0.43858609381397107,0.0,179.06331818807655,129.8249297810822,0.0,309.5803338840699,323.39977832851434
moderate,0.95,0.8,10.721037407025083,0.9825530264261821,0.9242936375655433,1.036285463788321,0.4077778320226571,0.3870368907782108,0.4367974720373245,0.0,183.6538104089219,130.31099752168527,0.0,317.4766260498417,323.39977832851434
moderate,0.95,0.7,10.723338728024995,0.9825560202686471,0.9242168897151519,1.0363246055966913,0.40783311966580615,0.3870332589844373,0.43679925658285723,0.0,183.66099270273992,130.313868236266,0.0,317.46488985267797,323.39977832851434
moderate,0.85,0.4,10.731559148869982,0.9784315800291828,0.9095517179261648,1.0255059402967062,0.411131960366529,0.3874050890007909,0.43670664296435585,0.0,183.66007021891784,130.7784248932948,0.0,315.24597411537934,323.39977832851434
moderate,0.95,0.6,10.73315854431085,0.9825070450297364,0.9245196756466679,1.0361782410697855,0.40811534650213555,0.3871546844302739,0.4374227681927565,0.0,183.52009018311992,130.50907682775716,0.0,317.41700261599885,323.39977832851434
moderate,0.95,0.5,10.766306509378847,0.9813685104763117,0.9260057828723666,1.0366791408311595,0.409797946543904,0.3886772618429472,0.4395692240499475,0.0,183.2057290375878,131.3742923034559,0.0,317.2314319151866,323.39977832851434
