"model","assessment_id","attempt_id","view","selected_window_minutes","min_probability","year_filter","sort","descending","offset","limit","intensity_unit","rainfall_unit","event_id","date_label","date_semantics","return_interval_years","duration_minutes","peak_intensity","window_rainfall","total_event_rainfall","probability","target_probability","reason"
"M1","a58e2438a4614f48a3e354868c4538a2","49987d8eb4f841ba913a182df46fb7a3","displayed view",30,,,"row_ordinal","false",100,100,"in/hour","in","ab48232d89daa8222a1377f567997ca155f9ea4350fbf6c898966efdcc4c4d9b:702","Simulation 2 / 12 / 4","simulation_labels",,30,0.06431240277745211,0.032156201388726054,0.11417329,0.03517545047563699,,
"M1","a58e2438a4614f48a3e354868c4538a2","49987d8eb4f841ba913a182df46fb7a3","displayed view",30,,,"row_ordinal","false",100,100,"in/hour","in","ab48232d89daa8222a1377f567997ca155f9ea4350fbf6c898966efdcc4c4d9b:711","Simulation 2 / 12 / 13","simulation_labels",,30,0.17306439791666745,0.08653219895833372,0.83070911,0.05694701824267736,,
"M1","a58e2438a4614f48a3e354868c4538a2","49987d8eb4f841ba913a182df46fb7a3","displayed view",30,,,"row_ordinal","false",100,100,"in/hour","in","ab48232d89daa8222a1377f567997ca155f9ea4350fbf6c898966efdcc4c4d9b:725","Simulation 2 / 12 / 27","simulation_labels",,30,0.007491139534883753,0.0037455697674418763,0.03543309,0.027245536902113135,,
"M1","a58e2438a4614f48a3e354868c4538a2","49987d8eb4f841ba913a182df46fb7a3","displayed view",30,,,"row_ordinal","false",100,100,"in/hour","in","ab48232d89daa8222a1377f567997ca155f9ea4350fbf6c898966efdcc4c4d9b:741","Simulation 3 / 1 / 12","simulation_labels",,30,0.031798926923077,0.0158994634615385,0.08267721,0.030399539117208833,,
"M1","a58e2438a4614f48a3e354868c4538a2","49987d8eb4f841ba913a182df46fb7a3","displayed view",30,,,"row_ordinal","false",100,100,"in/hour","in","ab48232d89daa8222a1377f567997ca155f9ea4350fbf6c898966efdcc4c4d9b:742","Simulation 3 / 1 / 13","simulation_labels",,30,0.011731257449344492,0.005865628724672246,0.09842524999999999,0.02777183013484748,,
"M1","a58e2438a4614f48a3e354868c4538a2","49987d8eb4f841ba913a182df46fb7a3","displayed view",30,,,"row_ordinal","false",100,100,"in/hour","in","ab48232d89daa8222a1377f567997ca155f9ea4350fbf6c898966efdcc4c4d9b:743","Simulation 3 / 1 / 14","simulation_labels",,30,0.5597897711660524,0.2798948855830262,0.68110273,0.2664635240471466,,
"M1","a58e2438a4614f48a3e354868c4538a2","49987d8eb4f841ba913a182df46fb7a3","displayed view",30,,,"row_ordinal","false",100,100,"in/hour","in","ab48232d89daa8222a1377f567997ca155f9ea4350fbf6c898966efdcc4c4d9b:744","Simulation 3 / 1 / 15","simulation_labels",,30,0.013196681564245822,0.006598340782122911,0.07086618,0.027956008349058703,,
"M1","a58e2438a4614f48a3e354868c4538a2","49987d8eb4f841ba913a182df46fb7a3","displayed view",30,,,"row_ordinal","false",100,100,"in/hour","in","ab48232d89daa8222a1377f567997ca155f9ea4350fbf6c898966efdcc4c4d9b:755","Simulation 3 / 1 / 26","simulation_labels",,30,0.1398440203619911,0.06992201018099554,0.6181105699999999,0.04921264382861272,,
"M1","a58e2438a4614f48a3e354868c4538a2","49987d8eb4f841ba913a182df46fb7a3","displayed view",30,,,"row_ordinal","false",100,100,"in/hour","in","ab48232d89daa8222a1377f567997ca155f9ea4350fbf6c898966efdcc4c4d9b:779","Simulation 3 / 2 / 19","simulation_labels",,30,0.04012190924736989,0.020060954623684946,0.05905515,0.03155868790051153,,
"M1","a58e2438a4614f48a3e354868c4538a2","49987d8eb4f841ba913a182df46fb7a3","displayed view",30,,,"row_ordinal","false",100,100,"in/hour","in","ab48232d89daa8222a1377f567997ca155f9ea4350fbf6c898966efdcc4c4d9b:786","Simulation 3 / 2 / 26","simulation_labels",,30,0.08649491666666671,0.043247458333333356,0.34251986999999995,0.03884062315117973,,
