 Dist. Downslope Elevation Soil Loss

   (meters)   (meters)  (kg/m**2)
     58.225    235.339      0.000
     58.486    235.192      0.000
     58.748    235.045      0.000
     59.009    234.898      0.000
     59.270    234.751      0.000
     59.531    234.605      0.000
     59.792    234.458      0.000
     60.053    234.311      0.000
     60.314    234.164      0.000
     60.575    234.017      0.000
     60.836    233.870      0.000
     61.097    233.723      0.000
     61.359    233.576      0.000
     61.620    233.429      0.000
     61.881    233.282      0.000
     62.142    233.136      0.000
     62.403    232.989      0.000
     62.664    232.842      0.000
     62.925    232.695      0.000
     63.186    232.548      0.000
     63.447    232.401      0.000
     63.708    232.254      0.000
     63.970    232.107      0.000
     64.231    231.960      0.000
     64.492    231.814      0.000
     64.753    231.667      0.000
     65.014    231.520      0.000
     65.275    231.373      0.000
     65.536    231.226      0.000
     65.797    231.079      0.000
     66.058    230.932      0.000
     66.319    230.785      0.000
     66.580    230.638      0.000
     66.842    230.491      0.000
     67.103    230.345      0.000
     67.364    230.198      0.000
     67.625    230.051      0.000
     67.886    229.904      0.000
     68.147    229.757      0.000
     68.408    229.610      0.000
     68.669    229.463      0.000
     68.930    229.316      0.000
     69.191    229.169      0.000
     69.453    229.023      0.000
     69.714    228.876      0.000
     69.975    228.729      0.000
     70.236    228.582      0.000
     70.497    228.435      0.000
     70.758    228.288      0.000
     71.019    228.141      0.000
     71.280    227.994      0.000
     71.541    227.847      0.000
     71.803    227.700      0.000
     72.064    227.554      0.000
     72.325    227.407      0.000
     72.586    227.260      0.000
     72.847    227.113      0.000
     73.108    226.966      0.000
     73.369    226.819      0.000
     73.630    226.672      0.000
     73.891    226.525      0.000
     74.152    226.378      0.000
     74.413    226.232      0.000
     74.675    226.085      0.000
     74.936    225.938      0.000
     75.197    225.791      0.000
     75.458    225.644      0.000
     75.719    225.497      0.000
     75.980    225.350      0.000
     76.241    225.203      0.000
     76.502    225.056      0.000
     76.763    224.909      0.000
     77.024    224.763      0.000
     77.286    224.616      0.000
     77.547    224.469      0.000
     77.808    224.322      0.000
     78.069    224.175      0.000
     78.330    224.028      0.000
     78.591    223.881      0.000
     78.852    223.734      0.000
     79.113    223.587      0.000
     79.374    223.440      0.000
     79.635    223.294      0.000
     79.897    223.147      0.000
     80.158    223.000      0.000
     80.419    222.853      0.000
     80.680    222.706      0.000
     80.941    222.559      0.000
     81.202    222.412      0.000
     81.463    222.266      0.000
     81.724    222.119      0.000
     81.985    221.973      0.000
     82.246    221.827      0.000
     82.508    221.681      0.000
     82.769    221.536      0.000
     83.030    221.390      0.000
     83.291    221.245      0.000
     83.552    221.100      0.000
     83.813    220.955      0.000
     84.074    220.811      0.000
     84.335    220.667      0.000
     84.596    220.522      0.000
     84.857    220.378      0.000
     85.119    220.235      0.000
     85.380    220.091      0.000
     85.641    219.948      0.000
     85.902    219.805      0.000
     86.163    219.662      0.000
     86.424    219.519      0.000
     86.685    219.377      0.000
     86.946    219.235      0.000
     87.207    219.093      0.000
     87.469    218.951      0.000
     87.730    218.809      0.000
     87.991    218.668      0.000
     88.252    218.527      0.000
     88.513    218.386      0.000
     88.774    218.245      0.000
     89.035    218.105      0.000
     89.296    217.964      0.000
     89.557    217.824      0.000
     89.818    217.684      0.000
     90.079    217.545      0.000
     90.341    217.405      0.000
     90.602    217.266      0.000
     90.863    217.127      0.000
     91.124    216.988      0.000
     91.385    216.849      0.000
     91.646    216.711      0.000
     91.907    216.572      0.000
     92.168    216.434      0.000
     92.429    216.297      0.000
     92.690    216.159      0.000
     92.952    216.022      0.000
     93.213    215.884      0.000
     93.474    215.747      0.000
     93.735    215.611      0.000
     93.996    215.474      0.000
     94.257    215.338      0.000
     94.518    215.202      0.000
     94.779    215.066      0.000
     95.040    214.930      0.000
     95.301    214.795      0.000
     95.563    214.659      0.000
     95.824    214.524      0.000
     96.085    214.389      0.000
     96.346    214.255      0.000
     96.607    214.120      0.000
     96.868    213.986      0.000
     97.129    213.852      0.000
     97.390    213.718      0.000
     97.651    213.585      0.000
     97.913    213.451      0.000
     98.174    213.318      0.000
     98.435    213.185      0.000
     98.696    213.052      0.000
     98.957    212.920      0.000
     99.218    212.787      0.000
     99.479    212.655      0.000
     99.740    212.523      0.000
    100.001    212.391      0.000
    100.262    212.260      0.000
    100.523    212.129      0.000
    100.785    211.998      0.000
    101.046    211.867      0.000
    101.307    211.736      0.000
    101.568    211.606      0.000
    101.829    211.475      0.000
    102.090    211.345      0.000
    102.351    211.215      0.000
    102.612    211.086      0.000
    102.873    210.956      0.000
    103.134    210.827      0.000
    103.396    210.698      0.000
    103.657    210.569      0.000
    103.918    210.441      0.000
    104.179    210.312      0.000
    104.440    210.184      0.000
    104.701    210.056     -0.512
    104.962    209.928      0.000
    105.223    209.800      0.000
    105.484    209.672      0.000
    105.745    209.544      0.000
    106.007    209.416      0.000
    106.268    209.288      0.000
    106.529    209.160      0.000
    106.790    209.032      0.000
    107.051    208.904      0.000
    107.312    208.776      0.000
    107.573    208.648      0.000
    107.834    208.520      0.000
    108.095    208.392      0.000
    108.356    208.264      0.000
    108.618    208.136      0.000
    108.879    208.008      0.000
    109.140    207.880      0.000
    109.401    207.752      0.000
    109.662    207.623      0.000
    109.923    207.495      0.000
    110.184    207.367      0.000
    110.445    207.239      0.000
    110.706    207.111      0.000
    110.967    206.983      0.000
    111.229    206.855      0.000
    111.490    206.727      0.000
    111.751    206.599      0.000
    112.012    206.470      0.000
    112.273    206.342      0.000
    112.534    206.213      0.000
    112.795    206.084      0.000
    113.056    205.954      0.000
    113.317    205.825      0.000
    113.579    205.695      0.000
    113.840    205.565      0.000
    114.101    205.435      0.000
    114.362    205.305      0.000
    114.623    205.174      0.000
    114.884    205.043      0.000
    115.145    204.912      0.000
    115.406    204.781      0.000
    115.667    204.650      0.000
    115.928    204.518      0.000
    116.189    204.386      0.000
    116.451    204.254      0.000
    116.712    204.122      0.000
    116.973    203.989      0.000
    117.234    203.857      0.000
    117.495    203.724      0.000
    117.756    203.590      0.000
    118.017    203.457      0.000
    118.278    203.324      0.000
    118.539    203.190      0.000
    118.800    203.056      0.000
    119.062    202.922      0.000
    119.323    202.787      0.000
    119.584    202.653      0.000
    119.845    202.518      0.000
    120.106    202.383      0.000
    120.367    202.247      0.000
    120.628    202.112      0.000
    120.889    201.976      0.000
    121.150    201.840      0.000
    121.411    201.704      0.000
    121.673    201.568      0.000
    121.934    201.431      0.000
    122.195    201.294      0.000
    122.456    201.158      0.000
    122.717    201.020      0.000
    122.978    200.883      0.000
    123.239    200.745      0.000
    123.500    200.607      0.000
    123.761    200.469      0.000
    124.023    200.331      0.000
    124.284    200.193      0.000
    124.545    200.054      0.000
    124.806    199.915      0.000
    125.067    199.776      0.000
    125.328    199.637      0.000
    125.589    199.497      0.000
    125.850    199.357      0.000
    126.111    199.217      0.000
    126.372    199.077      0.000
    126.633    198.937      0.000
    126.895    198.796      0.000
    127.156    198.656      0.000
    127.417    198.514      0.000
    127.678    198.373      0.000
    127.939    198.232      0.000
    128.200    198.090      0.000
    128.461    197.948      0.000
    128.722    197.806      0.000
    128.983    197.664      0.000
    129.245    197.521      0.000
    129.506    197.379      0.000
    129.767    197.236      0.000
    130.028    197.093      0.000
    130.289    196.949      0.000
    130.550    196.806      0.000
    130.811    196.662      0.000
    131.072    196.518      0.000
    131.333    196.375      0.000
    131.594    196.231      0.000
    131.855    196.087      0.000
    132.117    195.944      0.000
    132.378    195.800      0.000
    132.639    195.656      0.000
    132.900    195.512      0.000
    133.161    195.369      0.000
    133.422    195.225      0.000
    133.683    195.081      0.000
    133.944    194.938      0.000
    134.205    194.794      0.000
    134.467    194.650      0.000
    134.728    194.507      0.000
    134.989    194.363      0.000
    135.250    194.219      0.000
    135.511    194.076      0.000
    135.772    193.932      0.000
    136.033    193.788      0.000
    136.294    193.645      0.000
    136.555    193.501      0.000
    136.816    193.357      0.000
    137.077    193.214      0.000
    137.339    193.070      0.000
    137.600    192.926      0.000
    137.861    192.783      0.000
    138.122    192.639      0.000
    138.383    192.495      0.000
    138.644    192.351      0.000
    138.905    192.208      0.000
    139.166    192.064      0.000
    139.427    191.920      0.000
    139.689    191.777      0.000
    139.950    191.633      0.000
    140.211    191.489      0.000
    140.472    191.346      0.000
    140.733    191.202      0.000
    140.994    191.058      0.000
    141.255    190.915      0.000
    141.516    190.771      0.000
    141.777    190.627      0.000
    142.038    190.484      0.000
    142.299    190.340      0.000
    142.561    190.196      0.000
    142.822    190.053      0.000
    143.083    189.909      0.000
    143.344    189.766      0.000
    143.605    189.622      0.000
    143.866    189.478      0.000
    144.127    189.335      0.000
    144.388    189.191      0.000
    144.649    189.048      0.000
    144.911    188.905      0.000
    145.172    188.761      0.000
    145.433    188.618      0.000
    145.694    188.474      0.000
    145.955    188.331      0.000
    146.216    188.188      0.000
    146.477    188.044      0.000
    146.738    187.901      0.000
    146.999    187.758      0.000
    147.260    187.615      0.000
    147.521    187.471      0.000
    147.783    187.328      0.000
    148.044    187.185      0.000
    148.305    187.042      0.000
    148.566    186.899      0.000
    148.827    186.755      0.000
    149.088    186.612      0.000
    149.349    186.469      0.000
    149.610    186.326      0.000
    149.871    186.183      0.000
    150.133    186.040      0.000
    150.394    185.897      0.000
    150.655    185.754      0.000
    150.916    185.611      0.000
    151.177    185.468      0.000
    151.438    185.325      0.000
    151.699    185.182      0.000
    151.960    185.039      0.000
    152.221    184.896      0.000
    152.482    184.754      0.000
    152.743    184.611      0.000
    153.005    184.468      0.000
    153.266    184.325      0.000
    153.527    184.182      0.000
    153.788    184.040      0.000
    154.049    183.897      0.000
    154.310    183.754      0.000
    154.571    183.612      0.000
    154.832    183.469      0.000
    155.093    183.326      0.000
    155.355    183.184      0.000
    155.616    183.041      0.000
    155.877    182.898      0.000
    156.138    182.756      0.000
    156.399    182.613      0.000
    156.660    182.471      0.000
    156.921    182.328      0.000
    157.182    182.186      0.000
    157.443    182.043      0.000
    157.704    181.901      0.000
    157.965    181.758      0.000
    158.227    181.616      0.000
    158.488    181.473      0.000
    158.749    181.331      0.000
    159.010    181.188      0.000
    159.271    181.046      0.000
    159.532    180.903      0.000
    159.793    180.761      0.000
    160.054    180.618      0.000
    160.315    180.476      0.000
    160.577    180.333      0.000
    160.838    180.191      0.000
    161.099    180.048      0.000
    161.360    179.906      0.000
    161.621    179.763      0.000
    161.882    179.621      0.000
    162.143    179.478      0.000
    162.404    179.336      0.000
    162.665    179.193      0.000
    162.926    179.051      0.000
    163.188    178.908      0.000
    163.449    178.766      0.000
    163.710    178.623      0.000
    163.971    178.481      0.000
    164.232    178.338      0.000
    164.493    178.196      0.000
    164.754    178.053      0.000
    165.015    177.911      0.000
    165.276    177.768      0.000
    165.537    177.626      0.000
    165.799    177.483      0.000
    166.060    177.341      0.000
    166.321    177.198      0.000
    166.582    177.056      0.000
    166.843    176.913      0.000
    167.104    176.771      0.000
    167.365    176.628      0.000
    167.626    176.486      0.000
    167.887    176.343      0.000
    168.148    176.201      0.000
    168.410    176.058      0.000
    168.671    175.916      0.000
    168.932    175.773      0.000
    169.193    175.630      0.000
    169.454    175.488      0.000
    169.715    175.345      0.000
    169.976    175.203      0.000
    170.237    175.060      0.000
    170.498    174.918      0.000
    170.759    174.775      0.000
    171.021    174.633      0.000
    171.282    174.490      0.000
    171.543    174.348      0.000
    171.804    174.205      0.000
    172.065    174.063      0.000
    172.326    173.920      0.000
    172.587    173.778      0.000
    172.848    173.635      0.000
    173.109    173.493      0.000
    173.370    173.350      0.000
    173.632    173.208      0.000
    173.893    173.065      0.000
    174.154    172.923      0.000
    174.415    172.780      0.000
    174.676    172.638      0.000
    174.937    172.495      0.000
    175.198    172.353      0.000
    175.459    172.210      0.000
    175.720    172.068      0.000
    175.981    171.925      0.000
    176.243    171.783      0.000
    176.504    171.640      0.000
    176.765    171.498      0.000
    177.026    171.355      0.000
    177.287    171.213      0.000
    177.548    171.070      0.000
    177.809    170.928      0.000
    178.070    170.785      0.000
    178.331    170.643      0.000
    178.592    170.500      0.000
    178.854    170.358      0.000
    179.115    170.215      0.000
    179.376    170.073      0.000
    179.637    169.930      0.000
    179.898    169.788      0.000
    180.159    169.645      0.000
    180.420    169.503      0.000
    180.681    169.360      0.000
    180.942    169.218      0.000
    181.203    169.075      0.000
    181.465    168.933      0.000
    181.726    168.790      0.000
    181.987    168.648      0.000
    182.248    168.505      0.000
    182.509    168.357      0.000
    182.770    168.199      0.000
    183.031    168.036      0.000
    183.292    167.874      0.000
    183.553    167.712      0.000
    183.814    167.549      0.000
    184.076    167.387      0.000
    184.337    167.224      0.000
    184.598    167.062      0.000
    184.859    166.899      0.000
    185.120    166.737      0.000
    185.381    166.575      0.000
    185.642    166.412      0.000
    185.903    166.250      0.000
    186.164    166.087      0.000
    186.425    165.925      0.000
    186.687    165.762      0.000
    186.948    165.600      0.000
    187.209    165.438      0.000
    187.470    165.275      0.000
    187.731    165.113      0.000
    187.992    164.950      0.000
    188.253    164.788      0.000
    188.514    164.625      0.000
    188.775    164.463      0.000
    189.036    164.301      0.000
    189.298    164.138      0.000
    189.559    163.976      0.000
    189.820    163.813      0.000
    190.081    163.651      0.000
    190.342    163.488      0.000
    190.603    163.326      0.000
    190.864    163.163      0.000
    191.125    163.001      0.000
    191.386    162.839      0.000
    191.647    162.676      0.000
    191.909    162.514      0.000
    192.170    162.351      0.000
    192.431    162.189      0.000
    192.692    162.026      0.000
    192.953    161.864      0.000
    193.214    161.702      0.000
    193.475    161.539      0.000
    193.736    161.377      0.000
    193.997    161.214      0.000
    194.258    161.052      0.000
    194.520    160.889      0.000
    194.781    160.727      0.000
    195.042    160.565      0.000
    195.303    160.402      0.000
    195.564    160.240      0.000
    195.825    160.077      0.000
    196.086    159.915      0.000
    196.347    159.752      0.000
    196.608    159.590      0.000
    196.869    159.428      0.000
    197.131    159.265      0.000
    197.392    159.103      0.000
    197.653    158.940      0.000
    197.914    158.778      0.000
    198.175    158.615      0.000
    198.436    158.453      0.000
    198.697    158.291      0.000
    198.958    158.128      0.000
    199.219    157.966      0.000
    199.480    157.803      0.000
    199.742    157.641      0.000
    200.003    157.478      0.000
    200.264    157.316      0.000
    200.525    157.154      0.000
    200.786    156.991      0.000
    201.047    156.829      0.000
    201.308    156.666      0.000
    201.569    156.504      0.000
    201.830    156.341      0.000
    202.091    156.179      0.000
    202.353    156.017      0.000
    202.614    155.854      0.000
    202.875    155.692      0.000
    203.136    155.530      0.000
    203.397    155.369      0.000
    203.658    155.207      0.000
    203.919    155.047      0.000
    204.180    154.886      0.000
    204.441    154.726      0.000
    204.702    154.566      0.000
    204.964    154.406      0.000
    205.225    154.247      0.000
    205.486    154.087      0.000
    205.747    153.929      0.000
    206.008    153.770      0.000
    206.269    153.612      0.000
    206.530    153.454      0.000
    206.791    153.297      0.000
    207.052    153.140      0.000
    207.313    152.983      0.000
    207.575    152.826      0.000
    207.836    152.670      0.000
    208.097    152.514      0.000
    208.358    152.358      0.000
    208.619    152.203      0.000
    208.880    152.048      0.000
    209.141    151.893     -1.637
    209.402    151.738      0.000
    209.663    151.583      0.000
    209.924    151.428      0.000
    210.186    151.273      0.000
    210.447    151.118      0.000
    210.708    150.963      0.000
    210.969    150.808      0.000
    211.230    150.653      0.000
    211.491    150.499      0.000
    211.752    150.344      0.000
    212.013    150.189      0.000
    212.274    150.034      0.000
    212.535    149.879      0.000
    212.797    149.724      0.000
    213.058    149.569      0.000
    213.319    149.414      0.000
    213.580    149.259      0.000
    213.841    149.104      0.000
    214.102    148.949      0.000
    214.363    148.794      0.000
    214.624    148.640      0.000
    214.885    148.485      0.000
    215.146    148.330      0.000
    215.408    148.175      0.000
    215.669    148.020      0.000
    215.930    147.865      0.000
    216.191    147.710      0.000
    216.452    147.555      0.000
    216.713    147.400      0.000
    216.974    147.245      0.000
    217.235    147.090      0.000
    217.496    146.936      0.000
    217.757    146.781      0.000
    218.019    146.626      0.000
    218.280    146.471      0.000
    218.541    146.316      0.000
    218.802    146.161      0.000
    219.063    146.006      0.000
    219.324    145.851      0.000
    219.585    145.696      0.000
    219.846    145.541      0.000
    220.107    145.386      0.000
    220.368    145.232      0.000
    220.630    145.077      0.000
    220.891    144.922      0.000
    221.152    144.767      0.000
    221.413    144.612      0.000
    221.674    144.457      0.000
    221.935    144.302      0.000
    222.196    144.147      0.001
    222.457    143.992      0.001
    222.718    143.837      0.001
    222.979    143.683      0.001
    223.241    143.529      0.001
    223.502    143.375      0.001
    223.763    143.222      0.001
    224.024    143.069      0.001
    224.285    142.917      0.001
    224.546    142.766      0.001
    224.807    142.615      0.001
    225.068    142.464      0.001
    225.329    142.315      0.001
    225.590    142.165      0.001
    225.852    142.016      0.001
    226.113    141.868      0.001
    226.374    141.720      0.001
    226.635    141.573      0.001
    226.896    141.427      0.001
    227.157    141.281      0.001
    227.418    141.135      0.001
    227.679    140.990      0.001
    227.940    140.845      0.001
    228.201    140.701      0.001
    228.463    140.558      0.001
    228.724    140.415      0.001
    228.985    140.273      0.002
    229.246    140.131      0.002
    229.507    139.990      0.002
    229.768    139.849      0.002
    230.029    139.709      0.002
    230.290    139.569      0.002
    230.551    139.430      0.002
    230.812    139.291      0.002
    231.074    139.153      0.002
    231.335    139.016      0.002
    231.596    138.879      0.002
    231.857    138.742      0.002
    232.118    138.606      0.002
    232.379    138.471      0.002
    232.640    138.336      0.002
    232.901    138.202      0.002
    233.162    138.068      0.002
    233.423    137.935      0.002
    233.685    137.802      0.002
    233.946    137.670      0.002
    234.207    137.538      0.002
    234.468    137.407      0.002
    234.729    137.277      0.002
    234.990    137.147      0.002
    235.251    137.017     -1.635
    235.512    136.887      0.002
    235.773    136.758      0.002
    236.034    136.628      0.002
    236.296    136.498      0.002
    236.557    136.368      0.003
    236.818    136.239      0.003
    237.079    136.109      0.003
    237.340    135.979      0.003
    237.601    135.849      0.003
    237.862    135.720      0.003
    238.123    135.590      0.003
    238.384    135.460      0.003
    238.645    135.330      0.003
    238.907    135.201      0.003
    239.168    135.071      0.003
    239.429    134.941      0.004
    239.690    134.811      0.004
    239.951    134.682      0.004
    240.212    134.552      0.004
    240.473    134.422      0.004
    240.734    134.292      0.004
    240.995    134.163      0.004
    241.256    134.033      0.004
    241.518    133.903      0.004
    241.779    133.774      0.004
    242.040    133.644      0.004
    242.301    133.514      0.004
    242.562    133.384      0.005
    242.823    133.255      0.005
    243.084    133.125      0.005
    243.345    132.995      0.005
    243.606    132.865      0.005
    243.867    132.736      0.005
    244.129    132.606      0.005
    244.390    132.476      0.005
    244.651    132.346      0.005
    244.912    132.217      0.005
    245.173    132.087      0.005
    245.434    131.957      0.006
    245.695    131.827      0.006
    245.956    131.698      0.006
    246.217    131.568      0.006
    246.478    131.438      0.006
    246.740    131.308      0.006
    247.001    131.179      0.006
    247.262    131.049      0.006
    247.523    130.919      0.006
    247.784    130.790      0.006
    248.045    130.660      0.006
    248.306    130.530      0.006
    248.567    130.400      0.007
    248.828    130.271      0.007
    249.089    130.141      0.007
    249.351    130.011      0.007
    249.612    129.881      0.007
    249.873    129.752      0.007
    250.134    129.622      0.007
    250.395    129.492      0.007
    250.656    129.362      0.007
    250.917    129.233      0.007
    251.178    129.103      0.007
    251.439    128.973      0.007
    251.700    128.843      0.008
    251.962    128.714      0.008
    252.223    128.584      0.008
    252.484    128.454      0.008
    252.745    128.324      0.008
    253.006    128.195      0.008
    253.267    128.065      0.008
    253.528    127.933      0.008
    253.789    127.801      0.008
    254.050    127.667      0.009
    254.311    127.532      0.009
    254.573    127.396      0.009
    254.834    127.258      0.009
    255.095    127.119      0.010
    255.356    126.978      0.010
    255.617    126.837      0.010
    255.878    126.694      0.010
    256.139    126.549      0.011
    256.400    126.404      0.011
    256.661    126.257      0.011
    256.922    126.108      0.011
    257.184    125.959      0.012
    257.445    125.808      0.012
    257.706    125.656      0.012
    257.967    125.502      0.012
    258.228    125.347      0.013
    258.489    125.191      0.013
    258.750    125.034      0.013
    259.011    124.875      0.013
    259.272    124.715      0.014
    259.533    124.554      0.014
    259.794    124.391      0.014
    260.056    124.227      0.014
    260.317    124.062      0.015
    260.578    123.895      0.015
    260.839    123.727      0.015
    261.100    123.558      0.015
    261.361    123.388      0.016
    261.622    123.218      0.016
    261.883    123.048      0.016
    262.144    122.878      0.016
    262.406    122.708      0.016
    262.667    122.539      0.016
    262.928    122.369      0.016
    263.189    122.199      0.016
    263.450    122.029      0.016
    263.711    121.859      0.016
    263.972    121.689      0.017
    264.233    121.519      0.017
    264.494    121.349      0.017
    264.755    121.179      0.017
    265.017    121.009      0.017
    265.278    120.840      0.017
    265.539    120.670      0.017
    265.800    120.500      0.017
    266.061    120.330      0.018
    266.322    120.160      0.018
    266.583    119.990      0.018
    266.844    119.820      0.018
    267.105    119.650      0.018
    267.366    119.480      0.018
    267.628    119.310      0.018
    267.889    119.141      0.019
    268.150    118.971      0.019
    268.411    118.801      0.019
    268.672    118.631      0.019
    268.933    118.461      0.019
    269.194    118.291      0.019
    269.455    118.121      0.019
    269.716    117.951      0.020
    269.977    117.781      0.020
    270.238    117.611      0.020
    270.500    117.442      0.020
    270.761    117.272      0.020
    271.022    117.102      0.020
    271.283    116.932      0.020
    271.544    116.762      0.020
    271.805    116.592      0.021
    272.066    116.422      0.021
    272.327    116.252      0.021
    272.588    116.082      0.021
    272.850    115.913      0.021
    273.111    115.743      0.021
    273.372    115.573      0.021
    273.633    115.403      0.021
    273.894    115.233      0.022
    274.155    115.063      0.022
    274.416    114.893      0.022
    274.677    114.723      0.022
    274.938    114.553      0.022
    275.199    114.383      0.022
    275.461    114.214      0.023
    275.722    114.044      0.023
    275.983    113.874      0.023
    276.244    113.704      0.023
    276.505    113.534      0.023
    276.766    113.364      0.024
    277.027    113.194      0.024
    277.288    113.024      0.024
    277.549    112.854      0.025
    277.810    112.684      0.025
    278.072    112.515      0.025
    278.333    112.345      0.025
    278.594    112.175      0.026
    278.855    112.005      0.026
    279.116    111.835      0.026
    279.377    111.665      0.027
