0|2|3||75|162|250||||"7930050"|"13199157"
0|2|3||250|625|1000||||"7930050"|"13345563"
0|7|14||2|4|5||||"7930050"|"13491967"
0|3|6||5|40|75||||"7930050"|"13638372"
3|12|20||75|162|250||||"7930051"|"13199158"
0|16|31||2|4|5||||"7930051"|"13491968"
1|16|30||5|40|75||||"7930051"|"13638373"
0|3|6||2|4|5||||"7930054"|"13199160"
0|2|3||250|625|1000||||"7930055"|"13199161"
0|7|14||2|4|5||||"7930055"|"13345566"
0|3|6||5|40|75||||"7930055"|"13491971"
0|2|3||75|162|250||||"7930055"|"13638376"
0|6|11||2|4|5||||"7930186"|"13199217"
7|12|17||5|40|75||||"7930186"|"13345623"
0|3|6||75|162|250||||"7930186"|"13492028"
0|2|3||250|625|1000||||"7930186"|"13638433"
0|7|14||2|4|5||||"7930187"|"13199218"
0|6|11||5|40|75||||"7930187"|"13345624"
0|2|3||75|162|250||||"7930187"|"13492029"
0|3|6||5|40|75||||"7930188"|"13199219"
0|2|3||75|162|250||||"7930188"|"13345625"
0|5|9||2|4|5||||"7930188"|"13638434"
0|3|6||2|4|5||||"7935188"|"13494237"
0|3|6||5|40|75||||"7935188"|"13640642"
0|7|14||2|4|5||||"7935190"|"13201427"
0|5|9||5|40|75||||"7935190"|"13347833"
0|5|9||2|4|5||||"7935191"|"13494238"
0|3|6||5|40|75||||"7935191"|"13640643"
0|12|23||2|4|5||||"7935192"|"13201428"
0|5|9||5|40|75||||"7935192"|"13347834"
0|2|3||75|162|250||||"7935193"|"13201429"
0|6|11||2|4|5||||"7935193"|"13494239"
0|5|9||5|40|75||||"7935193"|"13640644"
0|1|1||2|4|5||||"7935194"|"13347835"
0|1|1||2|4|5||||"7935195"|"13494240"
0|2|3||2|4|5||||"7935196"|"13640645"
0|3|6||2|4|5||||"7935197"|"13201430"
0|3|6||2|4|5||||"7935198"|"13347836"
0|3|6||5|40|75||||"7935198"|"13494241"
0|2|3||5|40|75||||"7935200"|"13201431"
0|3|6||2|4|5||||"7935200"|"13640646"
0|1|1||2|4|5||||"7935201"|"13347837"
0|1|1||5|40|75||||"7935201"|"13494242"
0|2|3||2|4|5||||"7935203"|"13640647"
0|1|1||2|4|5||||"7935204"|"13201432"
0|1|1||5|40|75||||"7935204"|"13347838"
0|2|3||2|4|5||||"7935205"|"13494243"
0|1|1||5|40|75||||"7935205"|"13640648"
0|5|9||2|4|5||||"7935206"|"13201433"
0|5|9||5|40|75||||"7935206"|"13347839"
0|2|3||2|4|5||||"7935208"|"13494244"
0|2|3||5|40|75||||"7935211"|"13201434"
0|2|3||2|4|5||||"7935211"|"13640649"
0|2|3||2|4|5||||"7935212"|"13347840"
0|1|1||2|4|5||||"7935213"|"13494245"
0|17|34||5|40|75||||"7935218"|"13201435"
0|2|3||75|162|250||||"7935218"|"13347841"
0|19|37||2|4|5||||"7935218"|"13640650"
0|2|3||75|162|250||||"7935220"|"13201436"
0|5|9||2|4|5||||"7935220"|"13494246"
0|2|3||5|40|75||||"7935220"|"13640651"
0|2|3||2|4|5||||"7935222"|"13347842"
0|2|3||5|40|75||||"7935223"|"13640652"
0|6|11||2|4|5||||"7935223"|"13494247"
0|2|3||2|4|5||||"7935226"|"13201437"
0|1|1||2|4|5||||"7935230"|"13347843"
0|2|3||2|4|5||||"7935232"|"13494248"
0|2|3||2|4|5||||"7935239"|"13640653"
0|2|3||2|4|5||||"7935241"|"13201438"
0|2|3||2|4|5||||"7935242"|"13347844"
0|2|3||2|4|5||||"7935243"|"13494249"
0|3|6||5|40|75||||"7935244"|"13201439"
0|5|9||2|4|5||||"7935244"|"13640654"
0|1|1||2|4|5||||"7935245"|"13347845"
0|3|6||2|4|5||||"7935246"|"13494250"
0|3|6||5|40|75||||"7935246"|"13640655"
0|3|6||2|4|5||||"7935247"|"13201440"
0|2|3||5|40|75||||"7935247"|"13347846"
0|1|1||75|162|250||||"7935248"|"13201441"
0|3|6||2|4|5||||"7935248"|"13494251"
0|2|3||5|40|75||||"7935248"|"13640656"
0|7|14||2|4|5||||"7935250"|"13347847"
0|5|9||5|40|75||||"7935250"|"13494252"
0|2|3||5|40|75||||"7935251"|"13201442"
0|1|1||75|162|250||||"7935251"|"13347848"
0|3|6||2|4|5||||"7935251"|"13640657"
0|1|2||75|162|250||||"7935252"|"13201443"
0|2|3||2|4|5||||"7935252"|"13494253"
0|1|1||5|40|75||||"7935252"|"13640658"
0|2|3||2|4|5||||"7935253"|"13347849"
0|1|1||5|40|75||||"7935253"|"13494254"
0|1|2||75|162|250||||"7935253"|"13640659"
0|7|14||2|4|5||||"7935257"|"13201444"
0|6|11||5|40|75||||"7935257"|"13347850"
0|2|3||75|162|250||||"7935257"|"13494255"
0|2|3||5|40|75||||"7935258"|"13201445"
0|6|11||2|4|5||||"7935258"|"13640660"
0|2|3||2|4|5||||"7935259"|"13347851"
0|2|3||5|40|75||||"7935259"|"13494256"
0|3|6||5|40|75||||"7935261"|"13201446"
0|1|1||75|162|250||||"7935261"|"13347852"
0|5|9||2|4|5||||"7935261"|"13640661"
11|20|28||75|162|250||||"7935264"|"13201447"
0|12|23||2|4|5||||"7935264"|"13494257"
6|17|27||5|40|75||||"7935264"|"13640662"
0|7|14||2|4|5||||"7935265"|"13347853"
10|17|23||5|40|75||||"7935265"|"13494258"
0|3|6||75|162|250||||"7935265"|"13640663"
0|3|5||2|4|5||||"7935266"|"13201448"
0|2|3||5|40|75||||"7935266"|"13347854"
0|5|9||2|4|5||||"7935267"|"13494259"
