Latitude: 39.66509085882046  Longitude: -107.20072140242478
X & Y on Lambert Conformal Conic: -589607.03 -274979.07
Tile: 11557
Elevation: 2995 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2021,152,52617.02,0.00,596.88,106.99,15.37,3.35,496.59
2021,153,52683.33,0.00,591.67,102.24,17.44,5.31,547.52
2021,154,52746.58,0.00,623.86,96.91,20.20,6.69,555.46
2021,155,52806.72,0.00,641.07,90.78,23.12,8.60,595.56
2021,156,52863.71,0.00,624.98,84.70,22.32,8.46,609.37
2021,157,52917.52,0.00,606.48,78.96,20.86,7.66,602.33
2021,158,52968.09,0.00,603.70,72.86,21.79,8.53,634.34
2021,159,53015.40,0.00,601.66,67.23,20.59,7.42,552.19
2021,160,53059.42,0.00,659.85,61.93,22.68,6.61,462.25
2021,161,53100.11,0.00,625.01,56.55,21.48,6.80,503.42
2021,162,53137.44,0.00,664.26,52.53,20.14,3.57,384.68
2021,163,53171.38,0.00,652.21,46.94,23.56,7.31,430.04
2021,164,53201.92,0.00,648.96,40.56,25.66,9.19,454.07
2021,165,53229.02,0.00,633.39,33.81,25.98,10.07,477.64
2021,166,53252.67,0.00,620.50,26.69,26.55,10.97,517.08
2021,167,53272.85,0.00,575.36,18.89,26.53,12.56,631.86
2021,168,53289.54,0.00,581.19,11.24,26.58,12.23,610.17
2021,169,53302.73,2.02,408.81,4.26,23.87,10.60,802.06
2021,170,53312.42,0.00,465.77,0.00,21.05,9.11,624.85
2021,171,53318.59,0.00,504.49,0.00,23.07,9.48,531.86
2021,172,53321.24,0.00,508.31,0.00,21.22,7.53,473.91
2021,173,53320.37,0.00,478.09,0.00,24.22,11.47,636.40
2021,174,53315.97,0.00,438.11,0.00,20.06,8.95,619.45
2021,175,53308.06,7.88,350.77,0.00,17.34,5.25,570.25
2021,176,53296.63,3.71,293.45,0.00,14.26,4.70,662.28
2021,177,53281.70,7.70,269.35,0.00,13.21,4.66,716.33
2021,178,53263.28,0.00,479.73,0.00,15.30,3.20,457.68
2021,179,53241.38,0.00,525.61,0.00,17.57,3.53,417.23
2021,180,53216.02,5.51,359.77,0.00,17.91,5.45,648.31
2021,181,53187.21,1.40,484.39,0.00,18.56,6.10,561.37
2021,182,53154.98,0.00,453.63,0.00,19.71,8.26,686.45
2021,183,53119.36,0.00,496.19,0.00,21.83,8.72,641.45
2021,184,53080.36,0.00,476.12,0.00,22.46,10.09,724.99
2021,185,53038.02,0.00,499.95,0.00,25.07,11.65,750.12
2021,186,52992.36,7.20,390.94,0.00,24.21,9.52,807.60
2021,187,52943.43,0.00,499.01,0.00,22.36,9.06,695.09
2021,188,52891.25,0.00,528.79,0.00,25.01,10.17,693.47
2021,189,52835.86,0.00,489.36,0.00,26.37,13.09,890.98
2021,190,52777.31,0.00,512.65,0.00,27.21,12.94,841.54
2021,191,52715.62,0.00,469.95,0.00,23.89,11.62,856.61
2021,192,52650.85,0.00,493.04,0.00,23.44,10.44,765.53
2021,193,52583.03,0.00,512.19,0.00,25.65,11.76,792.87
2021,194,52512.22,2.51,377.71,0.00,23.22,9.62,874.00
2021,195,52438.45,3.79,276.75,0.00,16.18,7.55,948.81
2021,196,52361.78,0.00,550.26,0.00,22.51,7.38,575.81
2021,197,52282.26,0.00,479.62,0.00,21.38,9.39,750.50
2021,198,52199.93,0.00,489.93,0.00,23.22,10.77,796.23
2021,199,52114.85,0.00,547.78,0.00,25.78,10.51,693.29
2021,200,52027.07,0.00,492.87,0.00,25.57,12.72,884.99
2021,201,51936.64,6.42,388.56,0.00,25.10,10.80,937.47
2021,202,51843.62,0.00,505.65,0.00,23.32,10.05,781.25
2021,203,51748.05,11.56,332.42,0.00,22.33,11.13,1105.52
2021,204,51650.00,0.00,443.77,0.00,21.85,10.84,980.67
2021,205,51549.52,0.00,433.34,0.00,21.97,11.31,1025.78
2021,206,51446.67,4.07,327.07,0.00,22.15,11.11,1170.55
2021,207,51341.50,0.00,525.63,0.00,24.24,9.64,817.21
2021,208,51234.06,0.00,526.25,0.00,26.22,11.34,867.25
2021,209,51124.41,19.51,360.07,0.00,24.14,11.09,1099.91
2021,210,51012.61,9.89,390.65,0.00,25.59,10.28,1073.30
2021,211,50898.72,15.43,366.19,0.00,22.80,9.24,1076.74
2021,212,50782.79,12.19,311.17,0.00,19.59,8.97,1145.35
2021,213,50664.87,15.68,301.27,0.00,18.56,8.49,1108.66
2021,214,50545.02,6.00,305.31,0.00,18.73,8.51,1110.35
2021,215,50423.29,0.00,287.89,0.00,15.08,8.47,1106.84
2021,216,50299.74,0.00,468.12,0.00,19.09,7.15,930.58
2021,217,50174.43,0.00,511.16,0.00,22.68,8.59,970.12
2021,218,50047.40,0.00,461.27,0.00,22.19,10.22,1134.05
2021,219,49918.71,0.00,425.60,0.00,17.26,6.91,961.18
2021,220,49788.41,0.00,508.72,0.00,21.86,8.09,934.69
2021,221,49656.55,0.00,481.28,0.00,23.27,10.51,1086.48
2021,222,49523.19,0.00,498.70,0.00,22.77,9.33,967.50
2021,223,49388.37,0.00,519.39,0.00,23.81,9.23,936.40
2021,224,49252.14,0.00,534.88,0.00,26.19,10.33,979.33
2021,225,49114.55,0.00,498.00,0.00,25.97,11.81,1125.21
2021,226,48975.65,0.00,508.68,0.00,25.91,11.21,1072.00
2021,227,48835.49,0.00,451.08,0.00,23.14,11.11,1148.16
2021,228,48694.11,0.00,494.08,0.00,22.54,8.80,937.22
2021,229,48551.56,0.00,499.33,0.00,23.70,9.59,976.97
2021,230,48407.88,14.62,356.82,0.00,21.18,7.96,1029.20
2021,231,48263.12,29.47,286.13,0.00,9.60,0.53,634.52
2021,232,48117.31,0.00,483.74,0.00,12.93,0.30,618.98
2021,233,47970.51,2.60,358.94,0.00,17.31,4.28,829.39
2021,234,47822.75,0.00,393.46,0.00,19.61,9.58,1193.20
2021,235,47674.08,0.00,446.95,0.00,20.80,8.78,1103.41
2021,236,47524.53,0.00,429.86,0.00,20.99,9.51,1173.79
2021,237,47374.14,0.00,487.08,0.00,21.70,7.82,1002.30
2021,238,47222.95,0.00,380.41,0.00,17.53,8.02,1073.37
2021,239,47071.00,0.00,473.00,0.00,21.64,8.42,1057.37
2021,240,46918.32,0.00,466.10,0.00,22.73,9.67,1151.31
2021,241,46764.95,0.00,475.25,0.00,23.03,9.49,1122.61
2021,242,46610.93,0.00,477.70,0.00,23.17,9.32,1108.67
2021,243,46456.29,0.00,442.10,0.00,22.98,10.54,1237.99
2021,244,46301.06,9.39,241.32,0.00,16.40,8.36,1098.66
2021,245,46145.27,0.00,369.49,0.00,17.03,7.53,1038.22
2021,246,45988.97,7.80,296.86,0.00,17.65,7.13,1010.34
2021,247,45832.17,0.00,456.10,0.00,18.83,6.01,935.68
2021,248,45674.92,0.00,482.02,0.00,20.21,5.84,919.90
2021,249,45517.24,0.00,460.25,0.00,21.72,8.05,1075.94
2021,250,45359.16,0.00,478.28,0.00,23.13,8.23,1073.50
2021,251,45200.71,0.00,471.03,0.00,23.89,9.09,1140.79
2021,252,45041.93,0.00,455.47,0.00,24.18,10.00,1224.80
2021,253,44882.83,0.00,448.22,0.00,24.80,10.80,1294.65
2021,254,44723.45,2.18,328.84,0.00,22.67,9.20,1163.15
2021,255,44563.82,0.00,441.26,0.00,19.94,6.83,989.99
2021,256,44403.96,0.00,409.80,0.00,20.32,8.51,1110.02
2021,257,44243.90,0.00,413.18,0.00,19.79,7.82,1059.26
2021,258,44083.67,0.00,447.06,0.00,20.90,7.20,1014.96
2021,259,43923.30,0.00,417.66,0.00,20.33,8.00,1072.45
2021,260,43762.80,0.00,414.56,0.00,20.10,7.86,1061.97
2021,261,43602.22,5.83,343.00,0.00,21.17,6.08,939.82
2021,262,43441.57,9.36,302.47,0.00,14.80,2.98,756.67
2021,263,43280.88,0.00,371.57,0.00,9.47,-0.68,581.31
2021,264,43120.18,0.00,469.19,0.00,13.08,-1.91,531.04
2021,265,42959.49,0.00,455.39,0.00,17.15,2.33,722.27
2021,266,42798.83,0.00,430.96,0.00,18.51,4.67,852.08
2021,267,42638.25,0.00,411.43,0.00,17.99,5.07,876.44
2021,268,42477.75,0.00,409.92,0.00,19.29,6.10,941.50
2021,269,42317.38,0.00,411.98,0.00,19.83,6.35,957.45
2021,270,42157.15,0.00,409.75,0.00,21.16,7.49,1035.37
2021,271,41997.09,8.24,242.54,0.00,13.97,4.35,833.05
2021,272,41837.23,13.99,217.85,0.00,9.65,1.38,675.01
2021,273,41677.60,0.00,340.55,0.00,11.06,1.14,663.22
2021,274,41518.22,4.45,236.07,0.00,11.31,2.05,708.20
2021,275,41359.12,0.00,349.15,0.00,12.33,1.81,695.93
2021,276,41200.33,0.00,376.04,0.00,14.10,2.22,716.63
2021,277,41041.88,0.00,391.33,0.00,16.02,3.16,766.13
2021,278,40883.80,0.00,393.33,0.00,17.61,4.38,834.82
2021,279,40726.11,0.00,263.90,0.00,11.24,3.54,787.30
2021,280,40568.86,0.00,356.40,0.00,13.41,2.28,719.60
2021,281,40412.06,7.34,181.66,0.00,10.30,3.32,775.02
2021,282,40255.75,11.44,224.97,0.00,6.84,-1.87,532.41
2021,283,40099.96,0.00,286.56,0.00,5.82,-2.23,518.54
2021,284,39944.73,0.00,402.77,0.00,10.72,-2.44,510.54
2021,285,39790.08,11.58,227.62,0.00,3.58,-5.15,416.35
2021,286,39636.05,0.98,182.43,0.00,-0.89,-5.72,398.70
2021,287,39482.68,6.68,203.92,6.68,-1.50,-8.09,332.14
2021,288,39330.00,0.00,412.20,6.68,0.99,-9.98,286.43
2021,289,39178.04,0.00,478.65,6.29,10.52,-5.06,419.33
2021,290,39026.85,0.00,426.64,3.69,12.91,0.18,618.65
2021,291,38876.46,5.96,282.23,0.44,12.51,1.75,692.84
2021,292,38726.90,0.00,321.95,0.17,2.86,-5.37,409.72
2021,293,38578.22,0.00,359.69,0.00,5.77,-5.51,405.28
2021,294,38430.45,0.00,362.77,0.00,10.04,-1.67,540.25
2021,295,38283.65,0.00,358.14,0.00,12.01,0.35,626.58
2021,296,38137.84,3.73,217.51,0.00,8.40,-0.27,598.78
2021,297,37993.07,0.00,300.43,0.00,7.72,-1.14,561.99
2021,298,37849.38,0.00,357.16,0.00,15.47,3.38,778.39
2021,299,37706.82,13.49,289.13,0.00,8.30,-5.96,391.67
2021,300,37565.44,0.00,177.75,0.00,-1.18,-5.98,391.05
2021,301,37425.27,0.00,238.85,0.00,3.84,-2.84,495.68
2021,302,37286.36,0.00,380.64,0.00,10.91,-3.00,489.80
2021,303,37148.76,0.00,312.93,0.00,9.68,-0.25,599.83
2021,304,37012.52,4.36,206.43,0.00,9.50,0.87,650.23
2021,305,36877.69,3.47,181.41,0.00,7.90,0.57,636.51
2021,306,36744.32,10.36,109.85,0.00,2.78,-1.35,553.43
2021,307,36612.45,0.00,280.90,0.00,5.93,-2.47,509.26
2021,308,36482.14,0.00,330.92,0.00,8.12,-2.73,499.47
2021,309,36353.44,0.00,297.38,0.00,9.41,-0.02,609.66
2021,310,36226.40,0.00,329.17,0.00,11.51,0.12,616.22
2021,311,36101.07,0.00,295.07,0.00,11.66,1.89,699.74
2021,312,35977.52,0.00,206.58,0.00,8.27,2.04,707.50
2021,313,35855.78,11.38,223.48,0.00,8.60,-1.71,538.96
2021,314,35735.91,5.85,147.69,0.00,0.43,-5.42,407.90
2021,315,35617.98,0.00,251.84,0.00,-0.38,-8.02,333.95
2021,316,35502.03,0.00,191.04,0.00,3.68,-2.05,525.42
2021,317,35388.13,0.00,233.41,0.00,6.41,-0.90,571.93
2021,318,35276.31,0.00,259.99,0.00,6.87,-1.52,546.57
2021,319,35166.66,0.00,272.16,0.00,10.03,1.03,657.99
2021,320,35059.20,0.00,226.48,0.00,6.72,-0.24,600.23
2021,321,34954.01,0.00,293.69,0.00,0.12,-9.54,296.44
2021,322,34851.14,0.00,346.43,0.00,5.52,-9.04,308.47
2021,323,34750.65,0.00,196.82,0.00,4.36,-1.66,540.69
2021,324,34652.58,5.74,189.33,5.74,0.94,-6.18,384.88
2021,325,34557.00,0.00,346.55,5.74,1.56,-9.55,296.21
2021,326,34463.96,0.00,368.07,5.50,8.37,-5.44,407.37
2021,327,34373.52,3.79,236.17,4.86,6.00,-4.46,438.69
2021,328,34285.72,0.00,320.16,4.86,-2.06,-12.08,242.12
2021,329,34200.62,0.00,373.59,4.86,0.65,-13.83,210.07
2021,330,34118.27,0.00,356.51,4.86,6.62,-7.03,360.53
2021,331,34038.73,0.00,290.86,4.29,4.77,-4.66,432.28
2021,332,33962.04,0.00,319.94,3.44,7.17,-3.97,455.35
2021,333,33888.26,0.00,323.91,1.87,9.55,-2.25,517.57
2021,334,33817.42,0.00,305.88,1.08,6.52,-4.11,450.53
2021,335,33749.59,0.00,259.62,0.00,8.07,-1.85,533.15
2021,336,33684.79,0.00,282.91,0.00,9.98,-1.94,529.73
2021,337,33623.09,0.00,266.06,0.00,9.33,-1.51,546.81
2021,338,33564.51,0.00,236.93,0.00,6.65,-2.39,512.32
2021,339,33509.10,0.00,221.79,0.00,3.76,-4.46,438.92
2021,340,33456.90,2.48,155.83,2.48,0.42,-6.33,380.72
2021,341,33407.95,0.00,156.16,2.35,-0.89,-5.69,399.79
2021,342,33362.27,9.61,166.40,11.96,-0.51,-7.70,342.43
2021,343,33319.91,29.82,72.07,11.20,-1.36,-4.20,447.42
2021,344,33280.89,0.00,330.26,11.20,-4.38,-16.96,161.87
2021,345,33245.24,0.00,332.08,11.20,-5.67,-18.66,140.16
2021,346,33212.99,0.00,322.20,11.20,2.01,-10.78,268.81
2021,347,33184.16,0.00,305.70,11.20,4.62,-7.24,354.76
2021,348,33158.77,13.20,170.79,10.05,4.81,-3.26,480.33
2021,349,33136.85,14.10,236.25,24.15,1.50,-11.62,251.25
2021,350,33118.41,5.79,205.75,29.94,-2.87,-13.03,224.23
2021,351,33103.45,0.00,242.87,29.94,-6.72,-14.96,191.38
2021,352,33092.00,0.00,332.07,29.94,-4.34,-17.86,150.07
2021,353,33084.07,0.00,309.02,29.94,0.11,-11.94,244.85
2021,354,33079.65,0.00,323.31,29.94,3.25,-10.31,279.02
2021,355,33078.75,0.00,273.09,29.94,1.75,-8.38,324.80
2021,356,33081.38,0.00,302.35,29.94,3.83,-8.05,333.31
2021,357,33087.53,26.30,105.61,29.09,0.80,-3.97,455.39
2021,358,33097.19,25.99,104.04,28.74,-0.57,-5.18,415.67
2021,359,33110.36,8.80,118.67,37.54,-2.10,-7.17,356.80
2021,360,33127.03,15.67,150.19,53.21,-3.99,-10.26,279.98
2021,361,33147.19,19.34,125.14,72.54,-5.60,-10.58,273.03
2021,362,33170.81,13.13,119.78,85.68,-8.36,-12.95,225.71
2021,363,33197.89,11.18,108.23,96.86,-6.68,-10.68,270.90
2021,364,33228.41,11.75,135.44,108.61,-4.82,-9.75,291.51
2021,365,33262.33,25.32,207.92,133.93,-4.35,-12.24,238.93
