Latitude: 39.628533  Longitude: -107.197311
X & Y on Lambert Conformal Conic: -589662.67 -278866.78
Tile: 11557
Elevation: 2784 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2021,1,33320.85,0.00,296.89,107.22,-1.53,-11.29,258.03
2021,2,33361.44,0.00,302.93,107.22,-2.57,-12.53,233.45
2021,3,33405.34,0.00,298.43,107.22,-1.16,-10.92,265.83
2021,4,33452.54,0.00,353.05,107.22,3.02,-9.82,290.00
2021,5,33502.99,4.79,230.73,112.01,-0.64,-11.21,259.60
2021,6,33556.66,0.00,364.64,112.01,-0.56,-13.76,211.16
2021,7,33613.52,0.00,360.18,112.01,1.47,-11.40,255.70
2021,8,33673.51,0.00,343.16,112.01,-0.98,-12.57,232.75
2021,9,33736.61,0.00,346.05,112.01,-0.65,-12.31,237.58
2021,10,33802.76,0.00,329.41,112.01,-3.71,-14.33,201.63
2021,11,33871.93,0.00,378.16,112.01,-1.61,-15.10,189.14
2021,12,33944.07,0.00,376.65,112.01,0.40,-12.94,225.73
2021,13,34019.13,0.00,373.85,112.01,2.69,-10.41,276.68
2021,14,34097.06,0.00,239.60,112.01,-4.11,-11.06,262.68
2021,15,34177.81,0.00,371.27,112.01,1.21,-11.34,256.98
2021,16,34261.34,0.00,248.77,112.01,-0.19,-7.41,350.11
2021,17,34347.59,0.00,243.16,111.85,1.40,-5.62,401.72
2021,18,34436.50,0.00,326.61,111.85,-1.21,-11.08,262.31
2021,19,34528.04,0.00,372.39,111.85,0.10,-11.93,245.10
2021,20,34622.13,0.00,328.92,111.85,1.03,-8.82,313.85
2021,21,34718.73,0.00,220.41,111.62,0.69,-5.45,407.08
2021,22,34817.79,6.68,176.43,111.10,1.99,-4.75,429.45
2021,23,34919.24,8.76,207.63,119.86,-1.13,-9.03,308.61
2021,24,35023.03,6.70,231.92,126.55,-2.32,-11.22,259.46
2021,25,35129.11,2.50,266.08,129.05,-2.44,-13.11,222.78
2021,26,35237.43,0.00,312.25,129.05,-5.48,-13.91,208.55
2021,27,35347.92,0.00,414.03,129.05,-2.41,-15.21,187.40
2021,28,35460.52,0.00,390.95,128.98,5.90,-5.83,395.40
2021,29,35575.20,5.31,233.16,128.50,3.82,-4.85,426.12
2021,30,35691.88,2.87,214.11,131.37,-2.20,-9.79,290.72
2021,31,35810.51,0.00,444.51,131.37,2.18,-12.18,240.21
2021,32,35931.05,0.00,426.65,131.37,4.57,-8.59,319.53
2021,33,36053.43,0.00,390.41,131.18,5.68,-5.56,403.54
2021,34,36177.60,10.37,313.18,141.55,3.55,-9.35,300.96
2021,35,36303.51,2.63,236.11,144.19,-5.74,-13.86,209.41
2021,36,36431.10,6.19,154.82,150.37,-6.28,-11.20,259.84
2021,37,36560.33,0.00,306.82,150.37,-2.88,-10.10,283.76
2021,38,36691.13,0.00,332.38,150.37,1.35,-6.50,375.55
2021,39,36823.47,0.00,305.59,149.74,2.51,-4.49,437.99
2021,40,36957.28,5.22,133.53,148.71,0.36,-3.54,470.16
2021,41,37092.53,3.00,187.32,147.97,1.14,-4.24,446.09
2021,42,37229.15,2.74,233.88,147.41,2.03,-4.68,431.66
2021,43,37367.11,11.97,169.90,146.68,0.29,-4.26,445.40
2021,44,37506.35,8.27,227.70,154.95,0.06,-6.07,388.37
2021,45,37646.83,0.00,465.42,154.95,-5.35,-15.56,182.07
2021,46,37788.51,6.04,355.11,160.99,-5.01,-16.05,174.80
2021,47,37931.33,1.61,360.60,162.60,-3.70,-10.70,270.35
2021,48,38075.25,1.21,513.14,163.81,-2.25,-14.27,202.50
2021,49,38220.24,0.00,516.46,163.81,-4.88,-16.78,164.38
2021,50,38366.24,0.00,513.14,163.81,-3.27,-14.90,192.26
2021,51,38513.22,0.00,523.93,163.81,1.69,-10.75,269.28
2021,52,38661.13,0.00,457.66,163.81,-3.61,-13.10,222.96
2021,53,38809.94,0.00,519.54,163.81,2.22,-9.85,289.22
2021,54,38959.60,0.00,525.17,163.81,3.33,-9.01,309.10
2021,55,39110.08,2.42,390.82,166.22,1.31,-11.29,258.05
2021,56,39261.35,0.00,512.84,166.22,-1.06,-12.43,235.42
2021,57,39413.35,3.65,346.31,169.87,-1.18,-10.85,267.13
2021,58,39566.06,0.00,520.88,169.87,-4.76,-15.86,177.54
2021,59,39719.44,0.00,568.49,169.87,-4.74,-18.09,147.16
2021,60,39873.46,0.00,621.33,169.87,3.25,-16.12,173.72
2021,61,40028.09,0.00,589.25,169.87,5.66,-9.68,293.32
2021,62,40183.28,2.60,427.78,172.47,8.20,-6.79,367.37
2021,63,40339.01,0.00,392.38,172.38,1.74,-5.77,397.32
2021,64,40495.24,0.00,591.17,172.38,7.77,-6.94,363.13
2021,65,40651.95,0.00,571.17,171.71,9.21,-4.42,440.27
2021,66,40809.10,0.00,537.53,169.89,10.62,-1.67,540.57
2021,67,40966.66,0.00,370.60,167.40,7.20,-0.06,607.89
2021,68,41124.60,9.02,392.92,166.43,8.27,-3.68,465.26
2021,69,41282.90,0.00,429.89,166.43,-1.17,-9.59,295.31
2021,70,41441.52,0.00,504.37,166.43,1.40,-9.20,304.61
2021,71,41600.44,0.00,585.77,166.43,6.25,-7.90,337.19
2021,72,41759.62,10.69,355.98,177.12,3.93,-6.18,385.09
2021,73,41919.05,3.75,272.67,180.87,-0.44,-7.61,344.74
2021,74,42078.68,2.29,391.00,183.16,3.37,-8.15,330.62
2021,75,42238.50,0.00,499.24,183.16,3.99,-6.47,376.58
2021,76,42398.48,0.00,522.20,183.16,3.50,-7.53,346.86
2021,77,42558.59,0.00,602.33,183.16,6.86,-7.46,348.80
2021,78,42718.81,0.00,592.70,181.96,10.96,-3.15,484.21
2021,79,42879.10,7.75,431.32,180.56,11.14,-2.65,502.53
2021,80,43039.45,4.06,343.70,184.61,2.62,-6.74,368.79
2021,81,43199.82,0.00,463.17,184.61,1.87,-7.28,353.71
2021,82,43360.20,0.00,470.44,184.61,1.03,-8.21,329.10
2021,83,43520.55,0.00,553.90,184.61,3.05,-8.46,322.75
2021,84,43680.84,3.77,303.14,188.38,0.67,-6.93,363.31
2021,85,43841.06,3.52,342.42,191.91,2.25,-6.40,378.56
2021,86,44001.17,0.00,525.01,191.91,2.42,-7.66,343.40
2021,87,44161.15,0.00,638.95,191.83,8.45,-5.81,394.34
2021,88,44320.97,0.00,671.98,191.83,9.68,-6.36,360.20
2021,89,44480.61,0.00,572.82,191.83,-0.59,-11.93,245.13
2021,90,44640.03,0.00,710.06,191.83,4.75,-12.99,212.34
2021,91,44799.21,0.00,711.19,191.81,12.32,-5.95,311.52
2021,92,44958.13,0.00,657.70,189.55,14.29,-0.64,468.11
2021,93,45116.75,0.00,673.53,186.63,17.22,0.96,502.39
2021,94,45275.05,0.00,634.36,183.10,16.64,2.39,576.69
2021,95,45433.00,0.00,617.71,179.76,15.43,1.97,572.97
2021,96,45590.56,0.00,559.97,179.07,6.70,-4.37,405.95
2021,97,45747.71,0.00,574.50,178.18,7.72,-3.87,411.84
2021,98,45904.42,0.00,587.69,175.98,11.33,-0.78,491.04
2021,99,46060.65,0.00,581.01,175.80,6.18,-5.56,366.49
2021,100,46216.38,0.00,650.34,174.78,10.86,-3.58,381.42
2021,101,46371.57,0.00,601.68,172.83,11.19,-1.37,463.55
