Latitude: 39.61559160700338  Longitude: -107.22640965626077
X & Y on Lambert Conformal Conic: -592159.5 -280028.36
Tile: 11557
Elevation: 2858 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2021,44,37506.35,8.67,233.87,168.79,-0.42,-6.54,374.46
2021,45,37646.83,0.00,460.37,168.79,-5.63,-15.94,176.39
2021,46,37788.51,6.41,353.57,175.21,-5.33,-16.31,171.01
2021,47,37931.33,1.82,349.58,177.03,-4.18,-10.86,266.97
2021,48,38075.25,1.57,500.99,178.60,-2.79,-14.71,195.39
2021,49,38220.24,0.00,501.35,178.60,-5.44,-17.05,160.65
2021,50,38366.24,0.00,496.63,178.60,-3.80,-15.05,189.98
2021,51,38513.22,0.00,509.21,178.60,1.10,-11.05,262.96
2021,52,38661.13,0.00,449.05,178.60,-4.17,-13.46,216.40
2021,53,38809.94,0.00,508.56,178.60,1.72,-10.21,281.22
2021,54,38959.60,0.00,507.24,178.60,2.77,-9.03,308.72
2021,55,39110.08,2.32,385.59,180.92,0.77,-11.43,255.15
2021,56,39261.35,0.00,502.29,180.92,-1.68,-12.82,228.05
2021,57,39413.35,3.79,344.59,184.71,-1.76,-11.20,259.94
2021,58,39566.06,0.00,512.88,184.71,-5.40,-16.38,169.99
2021,59,39719.44,0.00,556.58,184.71,-5.38,-18.57,141.18
2021,60,39873.46,0.00,605.74,184.71,3.02,-16.36,170.30
2021,61,40028.09,0.00,570.00,184.71,5.12,-9.47,298.09
2021,62,40183.28,2.60,423.07,187.31,7.91,-6.63,371.96
2021,63,40339.01,0.00,380.16,187.22,1.33,-5.78,396.98
2021,64,40495.24,0.00,581.75,187.22,7.48,-7.15,357.41
2021,65,40651.95,0.00,554.87,186.50,8.71,-4.29,444.39
2021,66,40809.10,0.00,518.32,184.58,10.09,-1.44,549.77
2021,67,40966.66,0.00,347.22,181.99,6.73,0.17,618.16
2021,68,41124.60,8.86,393.65,181.14,7.74,-3.97,455.30
2021,69,41282.90,0.00,428.82,181.14,-1.80,-10.02,285.48
2021,70,41441.52,0.00,495.45,181.14,0.83,-9.37,300.38
2021,71,41600.44,0.00,580.07,181.14,5.79,-8.18,329.98
2021,72,41759.62,10.67,358.83,191.81,3.38,-6.54,374.42
2021,73,41919.05,3.78,283.76,195.60,-0.79,-8.04,333.36
2021,74,42078.68,2.40,397.70,198.00,2.99,-8.54,320.61
2021,75,42238.50,0.00,501.41,198.00,3.67,-6.70,369.95
2021,76,42398.48,0.00,524.92,198.00,2.95,-8.02,333.94
2021,77,42558.59,0.00,594.37,198.00,6.31,-7.61,344.72
2021,78,42718.81,0.00,581.16,196.78,10.39,-3.10,485.85
2021,79,42879.10,9.08,428.57,195.42,10.48,-2.75,498.70
2021,80,43039.45,4.46,355.08,199.88,2.15,-7.27,353.90
2021,81,43199.82,0.00,469.34,199.88,1.29,-7.78,340.21
2021,82,43360.20,0.00,477.82,199.88,0.45,-8.75,315.51
2021,83,43520.55,0.00,559.91,199.88,2.54,-8.96,310.29
2021,84,43680.84,4.07,306.30,203.96,0.13,-7.29,353.57
2021,85,43841.06,3.96,340.34,207.91,1.58,-6.71,369.77
2021,86,44001.17,0.00,526.99,207.91,1.87,-8.03,333.75
2021,87,44161.15,0.00,632.65,207.87,7.89,-5.90,393.35
2021,88,44320.97,0.00,669.23,207.87,9.16,-6.64,364.49
2021,89,44480.61,0.00,577.58,207.87,-1.24,-12.47,234.62
2021,90,44640.03,0.00,706.15,207.87,4.15,-13.27,215.09
2021,91,44799.21,0.00,702.16,207.79,11.70,-5.80,332.35
2021,92,44958.13,0.00,644.50,205.45,13.64,-0.43,501.89
2021,93,45116.75,0.00,663.85,202.46,16.60,1.10,536.57
2021,94,45275.05,0.00,623.10,198.88,16.00,2.53,614.58
2021,95,45433.00,0.00,609.10,195.57,14.67,1.88,598.95
2021,96,45590.56,0.00,573.19,195.13,6.18,-4.95,398.11
2021,97,45747.71,0.00,581.18,194.44,7.12,-4.36,409.50
2021,98,45904.42,0.00,578.59,192.28,10.63,-0.86,511.03
2021,99,46060.65,0.00,589.65,192.28,5.54,-6.12,361.83
2021,100,46216.38,0.00,644.98,191.30,10.19,-3.66,397.50
2021,101,46371.57,0.00,594.15,189.41,10.43,-1.50,481.00
2021,102,46526.20,0.00,631.38,188.76,8.71,-4.44,383.61
2021,103,46680.22,2.01,388.43,186.82,8.55,-1.39,551.78
2021,104,46833.60,0.00,604.58,184.81,11.14,-1.22,484.50
2021,105,46986.32,2.87,381.88,184.67,3.82,-5.67,400.31
2021,106,47138.32,0.00,465.83,184.67,1.31,-7.00,361.51
2021,107,47289.59,0.00,620.33,184.67,3.75,-8.50,302.72
2021,108,47440.07,0.00,703.32,184.67,6.69,-9.09,264.97
2021,109,47589.74,0.00,719.45,184.67,8.28,-8.56,267.41
2021,110,47738.55,0.00,707.16,184.67,3.77,-12.26,213.93
2021,111,47886.46,0.00,623.68,184.58,6.94,-5.78,356.21
2021,112,48033.44,0.00,509.94,183.57,5.96,-3.59,456.52
2021,113,48179.45,0.00,576.12,182.97,6.61,-4.59,394.49
2021,114,48324.43,0.00,674.48,181.90,11.44,-3.44,363.36
2021,115,48468.36,0.00,498.25,177.75,13.52,3.88,682.65
2021,116,48611.18,0.00,469.36,174.43,10.76,1.90,618.71
2021,117,48752.86,4.43,386.81,172.62,8.17,-1.68,529.56
2021,118,48893.34,0.00,601.94,170.99,9.84,-2.12,420.13
2021,119,49032.59,0.00,716.47,168.85,16.24,-0.91,379.83
2021,120,49170.55,0.00,697.04,164.97,19.50,3.23,481.73
2021,121,49307.17,0.00,645.91,160.10,19.54,5.61,588.14
2021,122,49442.42,8.59,410.04,157.22,11.44,0.85,592.51
2021,123,49576.24,7.51,292.07,155.38,5.16,-1.61,542.84
2021,124,49708.58,2.30,405.03,153.92,7.46,-2.52,503.47
2021,125,49839.39,0.00,647.09,152.16,11.21,-1.83,395.04
2021,126,49968.62,0.00,725.95,149.29,18.24,0.84,396.07
2021,127,50096.21,0.00,650.88,144.58,19.12,5.23,558.12
2021,128,50222.13,0.00,646.96,142.31,12.87,-0.60,401.38
2021,129,50346.30,3.60,449.51,141.28,8.35,-3.56,420.53
2021,130,50468.68,10.28,356.98,140.02,5.58,-3.00,489.51
2021,131,50589.22,8.38,399.71,139.14,5.96,-3.89,449.54
2021,132,50707.86,0.00,709.15,138.07,12.58,-3.47,327.93
2021,133,50824.55,0.00,685.85,134.94,16.80,1.45,444.31
2021,134,50939.23,0.00,642.91,130.73,17.68,4.03,511.73
2021,135,51051.84,0.00,668.98,126.63,18.68,3.77,449.34
2021,136,51162.33,0.00,641.93,121.95,19.23,5.13,507.72
2021,137,51270.65,3.86,422.12,118.87,12.77,1.34,542.21
2021,138,51376.74,0.00,651.51,115.87,15.38,1.14,384.56
2021,139,51480.54,0.00,683.18,112.16,18.66,2.84,388.75
2021,140,51581.99,0.00,637.30,107.79,18.20,4.39,465.00
2021,141,51681.05,3.40,316.18,103.32,12.57,4.65,781.84
2021,142,51777.66,0.00,600.82,99.16,16.44,3.90,496.22
2021,143,51871.76,0.00,526.03,96.25,11.17,0.94,475.10
2021,144,51963.30,0.00,655.83,94.13,13.48,-0.96,340.60
2021,145,52052.22,0.00,674.36,91.34,16.30,0.63,355.86
2021,146,52138.48,0.00,552.10,86.79,16.21,4.84,555.70
2021,147,52222.01,0.00,633.63,82.95,17.45,3.15,432.56
2021,148,52302.77,0.00,646.37,78.51,19.68,4.57,438.42
2021,149,52380.71,0.00,622.33,73.64,19.70,5.59,487.33
2021,150,52455.77,2.38,440.44,69.78,16.07,3.20,568.04
2021,151,52527.91,0.00,605.59,66.34,15.47,2.19,425.75
2021,152,52597.09,0.00,589.27,62.14,16.88,3.98,483.89
2021,153,52663.25,0.00,576.18,57.08,18.82,6.05,542.67
2021,154,52726.35,0.00,611.04,51.51,21.68,7.27,538.22
2021,155,52786.36,0.00,627.13,45.18,24.57,9.06,571.26
2021,156,52843.22,0.00,610.17,38.84,23.86,9.11,593.52
2021,157,52896.89,0.00,599.21,32.87,22.53,8.19,576.57
2021,158,52947.35,0.00,584.27,26.47,23.18,9.25,629.46
2021,159,52994.56,0.00,588.39,20.61,22.05,7.96,530.55
2021,160,53038.47,0.00,642.15,15.17,24.08,6.93,436.48
2021,161,53079.06,0.00,599.19,9.45,22.86,7.62,502.84
2021,162,53116.31,0.00,634.51,5.06,21.48,4.45,386.36
2021,163,53150.17,0.00,569.74,0.00,24.97,7.60,452.84
2021,164,53180.64,0.00,570.86,0.00,27.05,9.37,468.19
2021,165,53207.68,0.00,561.95,0.00,27.38,10.22,484.22
2021,166,53231.27,0.00,552.48,0.00,27.92,11.18,524.19
2021,167,53251.40,0.00,520.45,0.00,27.96,12.74,626.78
2021,168,53268.05,0.00,521.60,0.00,27.93,12.63,620.40
2021,169,53281.22,0.42,495.41,0.00,25.42,11.50,629.50
2021,170,53290.88,0.00,459.57,0.00,22.24,9.99,566.36
2021,171,53297.04,0.00,514.64,0.00,24.47,9.83,443.52
2021,172,53299.68,0.00,512.07,0.00,22.77,8.27,402.72
2021,173,53298.81,0.00,490.36,0.00,25.65,11.82,519.50
2021,174,53294.42,0.00,442.02,0.00,21.23,9.43,537.44
2021,175,53286.53,8.73,341.74,0.00,18.63,6.35,553.35
2021,176,53275.13,2.73,293.32,0.00,15.49,5.42,641.39
2021,177,53260.24,6.57,260.48,0.00,14.21,5.53,720.58
2021,178,53241.86,3.14,353.25,0.00,16.65,4.02,553.45
2021,179,53220.01,0.00,520.91,0.00,18.96,4.38,401.64
2021,180,53194.70,4.06,356.75,0.00,19.34,6.34,645.71
2021,181,53165.96,0.37,481.49,0.00,19.84,6.82,535.45
2021,182,53133.81,0.00,448.25,0.00,20.92,9.06,660.47
2021,183,53098.27,0.00,498.90,0.00,23.34,9.43,593.88
2021,184,53059.36,0.00,479.77,0.00,23.91,10.76,671.54
2021,185,53017.12,0.00,506.76,0.00,26.58,12.17,676.87
2021,186,52971.57,7.20,390.78,0.00,25.74,10.28,774.25
2021,187,52922.75,0.00,500.77,0.00,23.91,9.83,657.81
2021,188,52870.69,0.00,527.64,0.00,26.50,10.96,655.45
2021,189,52815.43,0.00,493.15,0.00,27.78,13.66,829.20
2021,190,52757.01,0.00,512.78,0.00,28.66,13.66,791.77
2021,191,52695.46,0.00,473.72,0.00,25.45,12.39,811.52
2021,192,52630.84,0.00,496.33,0.00,24.86,11.02,714.93
2021,193,52563.18,0.00,516.29,0.00,27.03,12.22,729.42
2021,194,52492.53,2.01,371.29,0.00,24.45,10.51,870.01
2021,195,52418.93,3.22,267.31,0.00,17.08,8.35,968.48
2021,196,52342.43,0.00,553.32,0.00,23.88,7.83,527.93
2021,197,52263.09,0.00,487.48,0.00,22.86,9.95,697.83
2021,198,52180.95,0.00,491.12,0.00,24.74,11.62,760.57
2021,199,52096.06,0.00,549.37,0.00,27.27,11.14,643.33
2021,200,52008.48,0.00,494.99,0.00,27.14,13.53,839.81
2021,201,51918.25,6.23,386.65,0.00,26.67,11.74,925.87
2021,202,51825.44,0.00,505.49,0.00,24.89,10.94,755.78
2021,203,51730.09,11.01,342.25,0.00,24.06,11.79,1069.81
2021,204,51632.26,0.00,447.84,0.00,23.37,11.63,959.72
2021,205,51532.01,0.00,422.24,0.00,23.03,12.17,1037.19
2021,206,51429.38,2.91,329.13,0.00,23.73,11.97,1175.60
2021,207,51324.44,0.00,523.93,0.00,25.63,10.33,789.70
2021,208,51217.24,0.00,524.33,0.00,27.67,12.06,843.24
2021,209,51107.84,14.80,358.96,0.00,25.79,12.05,1112.81
2021,210,50996.29,12.16,385.22,0.00,27.10,11.33,1089.03
2021,211,50882.64,18.45,362.81,0.00,24.14,10.02,1093.02
2021,212,50766.97,14.31,306.54,0.00,20.77,9.72,1204.66
2021,213,50649.30,10.28,293.54,0.00,19.68,9.36,1175.85
2021,214,50529.72,8.20,300.88,0.00,20.00,9.37,1176.70
2021,215,50408.26,0.00,286.05,0.00,16.32,9.37,1176.36
2021,216,50284.98,0.00,465.00,0.00,20.37,7.85,955.19
2021,217,50159.93,0.00,510.94,0.00,24.07,9.14,979.21
2021,218,50033.18,0.00,457.49,0.00,23.44,10.92,1163.49
2021,219,49904.77,0.00,420.16,0.00,18.59,7.83,1005.27
2021,220,49774.75,0.00,509.50,0.00,23.26,8.61,943.99
2021,221,49643.18,0.00,487.13,0.00,24.71,10.90,1081.14
2021,222,49510.10,0.00,498.69,0.00,24.22,9.94,977.43
2021,223,49375.57,0.00,516.96,0.00,25.22,9.86,948.50
2021,224,49239.63,0.00,534.28,0.00,27.61,10.75,974.80
2021,225,49102.33,0.00,497.74,0.00,27.34,12.27,1126.01
2021,226,48963.73,0.00,505.88,0.00,27.25,11.74,1080.18
2021,227,48823.87,0.00,443.34,0.00,24.59,12.11,1203.00
2021,228,48682.79,0.00,490.20,0.00,24.01,9.58,959.39
2021,229,48540.54,0.00,495.75,0.00,25.07,10.24,991.11
2021,230,48397.16,14.57,350.85,0.00,22.47,8.82,1072.50
2021,231,48252.70,31.03,275.20,0.00,10.94,1.78,694.61
2021,232,48107.21,0.00,481.95,0.00,14.30,0.94,639.35
2021,233,47960.71,2.60,358.53,0.00,18.55,4.75,856.88
2021,234,47813.27,0.00,403.01,0.00,20.91,9.93,1221.30
2021,235,47664.90,0.00,445.70,0.00,22.15,9.39,1135.95
2021,236,47515.66,0.00,430.14,0.00,22.33,10.10,1205.19
2021,237,47365.59,0.00,485.35,0.00,23.03,8.28,1021.00
2021,238,47214.71,0.00,375.14,0.00,18.80,8.85,1135.68
2021,239,47063.08,0.00,469.02,0.00,23.06,9.10,1094.91
2021,240,46910.71,0.00,466.77,0.00,24.16,10.13,1170.56
2021,241,46757.66,0.00,473.73,0.00,24.42,9.95,1144.69
2021,242,46603.96,0.00,476.46,0.00,24.52,9.69,1123.93
2021,243,46449.64,0.00,446.33,0.00,24.35,10.80,1240.95
2021,244,46294.73,10.40,238.42,0.00,17.48,9.03,1150.11
2021,245,46139.26,0.00,367.00,0.00,18.41,8.31,1095.04
2021,246,45983.28,7.82,287.76,0.00,18.76,7.98,1071.04
2021,247,45826.81,0.00,448.77,0.00,20.22,6.75,984.64
2021,248,45669.87,0.00,477.33,0.00,21.60,6.34,945.86
2021,249,45512.52,0.00,459.30,0.00,23.08,8.36,1092.68
2021,250,45354.76,0.00,473.64,0.00,24.49,8.62,1096.17
2021,251,45196.64,0.00,467.87,0.00,25.24,9.40,1157.66
2021,252,45038.18,0.00,455.54,0.00,25.55,10.19,1230.72
2021,253,44879.40,0.00,446.61,0.00,26.15,11.07,1311.54
2021,254,44720.35,2.54,324.90,0.00,24.00,9.77,1208.19
2021,255,44561.04,0.00,433.38,0.00,21.34,7.55,1039.51
2021,256,44401.51,0.00,405.35,0.00,21.87,9.28,1169.76
2021,257,44241.78,0.00,407.30,0.00,21.26,8.56,1114.08
2021,258,44081.88,0.00,440.66,0.00,22.29,7.73,1052.50
2021,259,43921.83,0.00,415.41,0.00,21.66,8.39,1101.08
2021,260,43761.66,0.00,412.45,0.00,21.49,8.30,1094.10
2021,261,43601.40,5.97,335.27,0.00,22.20,6.54,970.15
2021,262,43441.08,6.65,291.42,0.00,16.00,3.94,809.70
2021,263,43280.71,0.00,362.50,0.00,10.93,0.32,624.99
2021,264,43120.34,0.00,456.52,0.00,14.34,-1.20,559.26
2021,265,42959.97,0.00,448.91,0.00,18.43,2.67,739.76
2021,266,42799.65,0.00,428.31,0.00,19.85,4.92,867.32
2021,267,42639.39,0.00,408.75,0.00,19.40,5.49,902.16
2021,268,42479.22,0.00,407.74,0.00,20.66,6.41,961.34
2021,269,42319.17,0.00,406.07,0.00,21.13,6.76,984.71
2021,270,42159.27,0.00,404.64,0.00,22.33,7.73,1052.65
2021,271,41999.54,11.49,247.10,0.00,15.44,4.85,862.61
2021,272,41840.00,13.93,216.50,0.00,11.01,2.22,716.44
2021,273,41680.69,0.00,328.24,0.00,12.03,1.81,696.10
2021,274,41521.64,4.40,232.42,0.00,12.51,2.77,745.08
2021,275,41362.87,0.00,345.17,0.00,13.60,2.38,724.91
2021,276,41204.40,0.00,373.87,0.00,15.47,2.63,737.85
2021,277,41046.28,0.00,387.12,0.00,17.32,3.47,783.26
2021,278,40888.52,0.00,389.52,0.00,18.88,4.60,848.05
2021,279,40731.16,0.00,260.90,0.00,12.40,4.21,825.20
2021,280,40574.22,0.00,349.85,0.00,14.60,2.78,745.77
2021,281,40417.75,6.99,176.01,0.00,11.08,3.88,806.27
2021,282,40261.76,9.83,213.30,0.00,8.06,-0.70,580.48
2021,283,40106.29,0.00,284.86,0.00,7.09,-1.52,546.48
2021,284,39951.38,0.00,392.35,0.00,11.90,-1.94,529.83
2021,285,39797.05,10.02,218.15,0.00,4.64,-4.24,446.22
2021,286,39643.34,0.00,181.63,0.00,0.15,-4.97,422.35
2021,287,39490.29,6.59,191.06,6.59,-0.45,-6.97,362.19
2021,288,39337.92,0.00,394.37,6.59,1.99,-9.18,305.09
2021,289,39186.28,0.00,465.02,6.10,11.41,-4.84,426.43
2021,290,39035.40,0.00,423.48,3.50,14.03,0.19,619.17
2021,291,38885.32,7.24,283.77,0.25,13.43,1.73,692.07
2021,292,38736.07,0.00,280.38,0.00,3.88,-4.63,433.10
2021,293,38587.71,0.00,354.96,0.00,7.06,-5.05,419.64
2021,294,38440.25,0.00,358.01,0.00,11.06,-1.56,544.73
2021,295,38293.75,0.00,352.22,0.00,12.79,0.31,624.70
2021,296,38148.25,5.47,219.27,0.00,9.26,-0.16,603.54
2021,297,38003.78,0.00,311.13,0.00,9.27,-0.86,573.71
2021,298,37860.40,0.00,345.41,0.00,16.19,3.63,791.97
2021,299,37718.14,18.29,273.45,0.00,8.82,-4.96,422.62
2021,300,37577.06,0.00,185.83,0.00,0.05,-5.31,411.60
2021,301,37437.18,0.00,248.42,0.00,5.16,-2.34,514.11
2021,302,37298.57,0.00,366.75,0.00,11.69,-2.67,501.66
2021,303,37161.27,0.00,315.31,0.00,10.75,-0.24,600.34
2021,304,37025.32,3.94,207.14,0.00,10.30,0.97,655.38
2021,305,36890.78,2.80,182.93,0.00,8.74,0.82,648.14
2021,306,36757.69,10.59,105.80,0.00,3.48,-0.71,579.81
2021,307,36626.11,0.00,274.09,0.00,7.00,-1.83,533.99
2021,308,36496.08,0.00,325.43,0.00,9.26,-2.42,511.21
2021,309,36367.66,0.00,302.87,0.00,10.57,-0.07,607.40
2021,310,36240.89,0.00,327.90,0.00,12.66,0.02,611.81
2021,311,36115.84,0.00,295.62,0.00,12.61,1.81,696.04
2021,312,35992.55,0.00,215.79,0.00,9.08,2.01,706.02
2021,313,35871.08,15.08,218.60,0.00,9.29,-1.56,544.72
2021,314,35751.47,6.95,141.84,0.00,1.41,-4.58,435.00
2021,315,35633.80,0.00,243.99,0.00,0.71,-7.30,353.26
2021,316,35518.11,0.00,203.64,0.00,4.87,-1.78,536.08
2021,317,35404.45,0.00,236.02,0.00,7.52,-0.59,584.93
2021,318,35292.89,0.00,259.04,0.00,7.88,-1.34,553.62
2021,319,35183.47,0.00,269.13,0.00,10.94,1.09,660.84
2021,320,35076.26,0.00,217.02,0.00,7.34,0.12,616.04
2021,321,34971.30,0.00,274.36,0.00,1.20,-8.48,322.19
2021,322,34868.66,0.00,330.91,0.00,6.31,-8.76,315.25
2021,323,34768.39,0.00,212.72,0.00,5.15,-2.02,526.68
2021,324,34670.54,0.00,218.95,0.00,1.88,-5.40,408.62
2021,325,34575.18,0.00,292.62,0.00,2.52,-8.70,316.72
2021,326,34482.35,0.00,314.97,0.00,8.74,-5.43,407.70
2021,327,34392.10,3.42,205.38,0.00,6.22,-4.60,434.11
2021,328,34304.50,0.00,266.93,0.00,-1.36,-11.21,259.65
2021,329,34219.60,0.00,317.72,0.00,1.38,-13.22,220.72
2021,330,34137.44,0.00,306.99,0.00,7.08,-7.22,355.44
2021,331,34058.08,0.00,260.56,0.00,5.54,-4.85,426.13
2021,332,33981.56,0.00,280.14,0.00,7.98,-4.01,453.82
2021,333,33907.95,0.00,282.13,0.00,10.08,-2.44,510.35
2021,334,33837.28,0.00,264.86,0.00,7.31,-3.80,461.28
2021,335,33769.59,0.00,256.33,0.00,8.93,-1.86,532.86
2021,336,33704.95,0.00,274.86,0.00,10.51,-2.22,518.69
2021,337,33643.39,0.00,257.32,0.00,9.90,-1.54,545.60
2021,338,33584.94,0.00,234.18,0.00,7.53,-2.28,516.73
2021,339,33529.66,0.00,219.49,0.00,4.69,-4.18,448.13
2021,340,33477.58,2.03,140.14,0.00,1.26,-5.96,391.57
2021,341,33428.74,0.00,146.75,0.00,0.01,-5.37,409.73
2021,342,33383.17,9.82,154.56,9.82,-0.14,-7.16,356.91
2021,343,33340.91,26.56,73.26,8.94,-0.85,-3.89,457.98
2021,344,33301.98,0.00,299.43,8.94,-4.00,-15.64,180.86
2021,345,33266.41,0.00,310.73,8.94,-5.21,-17.97,148.66
2021,346,33234.24,0.00,310.65,8.94,2.37,-11.05,263.00
2021,347,33205.47,0.00,294.11,8.94,5.05,-7.28,353.86
2021,348,33180.15,11.50,179.86,7.94,5.58,-3.63,467.10
2021,349,33158.28,10.32,220.32,18.26,1.82,-10.69,270.58
2021,350,33139.87,4.07,201.09,22.33,-1.96,-12.56,232.83
2021,351,33124.96,0.00,239.28,22.33,-5.51,-14.27,202.54
2021,352,33113.53,0.00,309.66,22.33,-3.81,-17.05,160.70
2021,353,33105.62,0.00,294.48,22.33,0.48,-11.84,246.75
2021,354,33101.21,0.00,309.27,22.33,3.59,-10.44,276.17
2021,355,33100.31,0.00,269.18,22.33,2.35,-8.51,321.43
2021,356,33102.93,0.00,289.92,22.33,4.12,-8.17,330.06
2021,357,33109.07,23.87,118.87,21.67,1.23,-4.44,439.51
2021,358,33118.71,21.14,99.87,21.15,-0.13,-4.75,429.24
2021,359,33131.85,7.89,122.13,29.04,-0.85,-6.38,379.20
2021,360,33148.48,12.74,143.78,41.78,-2.98,-9.33,301.38
2021,361,33168.59,16.44,115.19,58.21,-4.93,-9.74,291.75
2021,362,33192.16,11.62,106.84,69.83,-7.72,-12.00,243.77
2021,363,33219.17,9.99,103.35,79.82,-6.02,-10.02,285.54
2021,364,33249.62,11.92,130.47,91.74,-4.15,-9.14,305.92
2021,365,33283.46,23.29,188.79,115.03,-3.72,-11.13,261.25
