date,source,precipitation_mm,intensity_mm_per_hour,probability
2021-07-30,Daymet,17.0,37.38158341438613,0.7099071740889858
2021-07-31,Daymet,13.2,24.752922425115713,0.34056972785871026
2021-08-01,Daymet,11.7,11.872013378525713,0.09556362517219383
2021-08-02,Daymet,8.1,14.138446321450036,0.12256900539002354
2021-07-30,GridMET,11.4,10.36363636363637,0.0806659890470863
2021-07-31,GridMET,7.1,9.837867806297972,0.07599145389876913
2021-08-01,GridMET,22.9,14.466822145575172,0.1269862571360797
2021-08-02,GridMET,1.5,2.142857142857143,0.030887552161719456
