sim_day_index,year,month,day_of_month,julian,disturbed_class,area_m2,peakro_area_weighted_mean,peakro_max,runvol_sum_m3,runoff_area_weighted_mean,date,classification,landuse_group,severity_group,flash_index,teff_proxy
8759,2003,12,24,358,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2003-12-24,"('shrub', 'low')",shrub,low,,
8760,2003,12,25,359,shrub low sev fire,9598.499999999998,0.0014491940000000002,0.025013,860.8210000000001,0.0003775660000000001,2003-12-25,"('shrub', 'low')",shrub,low,3.838253444430907,0.2605351664442442
8768,2004,1,2,2,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2004-01-02,"('shrub', 'low')",shrub,low,,
8799,2004,2,2,33,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2004-02-02,"('shrub', 'low')",shrub,low,,
8800,2004,2,3,34,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2004-02-03,"('shrub', 'low')",shrub,low,,
8815,2004,2,18,49,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2004-02-18,"('shrub', 'low')",shrub,low,,
8818,2004,2,21,52,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2004-02-21,"('shrub', 'low')",shrub,low,,
8819,2004,2,22,53,shrub low sev fire,9598.499999999998,0.011118020000000003,0.084686,4681.9228,0.0020099000000000007,2004-02-22,"('shrub', 'low')",shrub,low,5.531628439225831,0.18077859187157427
8820,2004,2,23,54,shrub low sev fire,9598.499999999998,0.0021669840000000003,0.016291,1716.2710000000002,0.0006350020000000001,2004-02-23,"('shrub', 'low')",shrub,low,3.412562480118173,0.2930349278074965
8822,2004,2,25,56,shrub low sev fire,9598.499999999998,0.00047882200000000017,0.015442,258.57,0.00010195000000000001,2004-02-25,"('shrub', 'low')",shrub,low,4.696635605689065,0.21291837050093768
8823,2004,2,26,57,shrub low sev fire,9598.499999999998,0.5286176800000001,1.6631,131402.54,0.06392025999999999,2004-02-26,"('shrub', 'low')",shrub,low,8.269955097178894,0.12091964082623945
8827,2004,3,1,61,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2004-03-01,"('shrub', 'low')",shrub,low,,
8828,2004,3,2,62,shrub low sev fire,9598.499999999998,0.0013355360000000002,0.020996,961.594,0.00038209,2004-03-02,"('shrub', 'low')",shrub,low,3.4953440288937165,0.28609487127265754
9056,2004,10,16,290,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2004-10-16,"('shrub', 'low')",shrub,low,,
9057,2004,10,17,291,shrub low sev fire,9598.499999999998,0.03361198000000001,0.52445,1588.839,0.0008299000000000002,2004-10-17,"('shrub', 'low')",shrub,low,40.50124111338715,0.024690601386767458
9058,2004,10,18,292,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2004-10-18,"('shrub', 'low')",shrub,low,,
9059,2004,10,19,293,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2004-10-19,"('shrub', 'low')",shrub,low,,
9060,2004,10,20,294,shrub low sev fire,9598.499999999998,0.9506322200000002,5.1348,75260.961,0.03746134,2004-10-20,"('shrub', 'low')",shrub,low,25.376353862408557,0.039406764479327235
9066,2004,10,26,300,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2004-10-26,"('shrub', 'low')",shrub,low,,
9067,2004,10,27,301,shrub low sev fire,9598.499999999998,0.2452127,1.6368,19228.460000000003,0.010522582,2004-10-27,"('shrub', 'low')",shrub,low,23.303472474721506,0.04291205961192059
9092,2004,11,21,326,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2004-11-21,"('shrub', 'low')",shrub,low,,
9093,2004,11,22,327,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2004-11-22,"('shrub', 'low')",shrub,low,,
9098,2004,11,27,332,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2004-11-27,"('shrub', 'low')",shrub,low,,
9106,2004,12,5,340,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2004-12-05,"('shrub', 'low')",shrub,low,,
9128,2004,12,27,362,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2004-12-27,"('shrub', 'low')",shrub,low,,
9129,2004,12,28,363,shrub low sev fire,9598.499999999998,0.5816068580000001,1.9992,99577.99399999999,0.05016942000000003,2004-12-28,"('shrub', 'low')",shrub,low,11.592855926977027,0.08626002136996813
9130,2004,12,29,364,shrub low sev fire,9598.499999999998,0.5490200799999998,2.3107,129179.158,0.06504934000000001,2004-12-29,"('shrub', 'low')",shrub,low,8.44005611740257,0.1184826245335144
9132,2004,12,31,366,shrub low sev fire,9598.499999999998,0.33005621400000007,1.6088,65808.757,0.030760724000000007,2004-12-31,"('shrub', 'low')",shrub,low,10.7297934209871,0.09319843922102312
9134,2005,1,2,2,shrub low sev fire,9598.499999999998,0.037957686000000004,0.393,8496.486,0.0032902940000000005,2005-01-02,"('shrub', 'low')",shrub,low,11.536259677706612,0.08668320824404312
9135,2005,1,3,3,shrub low sev fire,9598.499999999998,0.4907824620000001,1.2487,246565.06000000008,0.12326138,2005-01-03,"('shrub', 'low')",shrub,low,3.981640169856934,0.2511527805979342
9136,2005,1,4,4,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2005-01-04,"('shrub', 'low')",shrub,low,,
9139,2005,1,7,7,shrub low sev fire,9598.499999999998,0.034894036,0.49765,30661.047,0.012370754000000005,2005-01-07,"('shrub', 'low')",shrub,low,2.820687890164172,0.3545234492220964
9140,2005,1,8,8,shrub low sev fire,9598.499999999998,0.5727148800000001,2.1183,77320.697,0.03703166000000001,2005-01-08,"('shrub', 'low')",shrub,low,15.465547048120447,0.06465985308431309
9141,2005,1,9,9,shrub low sev fire,9598.499999999998,90834.45976346004,1513100.0,119247.09600000002,0.05980444400000002,2005-01-09,"('shrub', 'low')",shrub,low,1518858.0260600701,6.583893838939035e-07
9142,2005,1,10,10,shrub low sev fire,9598.499999999998,0.57503252,2.0,128587.246,0.06354212000000001,2005-01-10,"('shrub', 'low')",shrub,low,9.049627554132597,0.11050178518599262
9143,2005,1,11,11,shrub low sev fire,9598.499999999998,5544.870082346001,277220.0,96062.40200000002,0.04668302,2005-01-11,"('shrub', 'low')",shrub,low,118777.02175964626,8.419136843013046e-06
9160,2005,1,28,28,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2005-01-28,"('shrub', 'low')",shrub,low,,
9174,2005,2,11,42,shrub low sev fire,9598.499999999998,0.34532396420000006,3.0253,29490.5983,0.014418036000000002,2005-02-11,"('shrub', 'low')",shrub,low,23.950832429604144,0.041752202264333904
9175,2005,2,12,43,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2005-02-12,"('shrub', 'low')",shrub,low,,
9180,2005,2,17,48,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2005-02-17,"('shrub', 'low')",shrub,low,,
9181,2005,2,18,49,shrub low sev fire,9598.499999999998,0.007383332,0.070853,7575.263,0.002925682000000001,2005-02-18,"('shrub', 'low')",shrub,low,2.5236276533129702,0.39625496997832427
9182,2005,2,19,50,shrub low sev fire,9598.499999999998,0.55984032,2.3612,90999.37499999999,0.04422508000000003,2005-02-19,"('shrub', 'low')",shrub,low,12.6588876718821,0.07899588225442575
9183,2005,2,20,51,shrub low sev fire,9598.499999999998,0.5055827200000002,1.7914,69012.68099999998,0.032262822000000003,2005-02-20,"('shrub', 'low')",shrub,low,15.670753165981578,0.06381314218966976
9184,2005,2,21,52,shrub low sev fire,9598.499999999998,0.5378914000000001,1.6222,88197.31999999999,0.04291282,2005-02-21,"('shrub', 'low')",shrub,low,12.5345153266553,0.07977971017941538
9185,2005,2,22,53,shrub low sev fire,9598.499999999998,21311.989242657997,686440.0,54172.924000000006,0.026326996000000002,2005-02-22,"('shrub', 'low')",shrub,low,809510.8626391707,1.235313874281805e-06
9186,2005,2,23,54,shrub low sev fire,9598.499999999998,0.012703922000000003,0.051972,9604.092,0.003916716000000001,2005-02-23,"('shrub', 'low')",shrub,low,3.2435136987210718,0.30830762342526974
9195,2005,3,4,63,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2005-03-04,"('shrub', 'low')",shrub,low,,
9209,2005,3,18,77,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2005-03-18,"('shrub', 'low')",shrub,low,,
9210,2005,3,19,78,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2005-03-19,"('shrub', 'low')",shrub,low,,
9213,2005,3,22,81,shrub low sev fire,9598.499999999998,0.09004027199999999,1.3313,7645.5466,0.0040005019999999995,2005-03-22,"('shrub', 'low')",shrub,low,22.50724334096071,0.0444301412150332
9214,2005,3,23,82,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2005-03-23,"('shrub', 'low')",shrub,low,,
9250,2005,4,28,118,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2005-04-28,"('shrub', 'low')",shrub,low,,
9257,2005,5,5,125,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2005-05-05,"('shrub', 'low')",shrub,low,,
9259,2005,5,7,127,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2005-05-07,"('shrub', 'low')",shrub,low,,
9261,2005,5,9,129,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2005-05-09,"('shrub', 'low')",shrub,low,,
9395,2005,9,20,263,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2005-09-20,"('shrub', 'low')",shrub,low,,
9422,2005,10,17,290,shrub low sev fire,9598.499999999998,0.0008180200000000001,0.02788,23.5612,9.468200000000001e-05,2005-10-17,"('shrub', 'low')",shrub,low,8.63965695697176,0.11574533629984597
9423,2005,10,18,291,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2005-10-18,"('shrub', 'low')",shrub,low,,
9445,2005,11,9,313,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2005-11-09,"('shrub', 'low')",shrub,low,,
9446,2005,11,10,314,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2005-11-10,"('shrub', 'low')",shrub,low,,
9497,2005,12,31,365,shrub low sev fire,9598.499999999998,0.0004301200000000001,0.014615,16.2284,6.873000000000001e-05,2005-12-31,"('shrub', 'low')",shrub,low,6.258111450603812,0.15979261601413558
9498,2006,1,1,1,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2006-01-01,"('shrub', 'low')",shrub,low,,
9499,2006,1,2,2,shrub low sev fire,9598.499999999998,0.20660275200000006,0.74116,95887.09700000004,0.04703038000000001,2006-01-02,"('shrub', 'low')",shrub,low,4.392963697082609,0.22763675480953902
9511,2006,1,14,14,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2006-01-14,"('shrub', 'low')",shrub,low,,
9545,2006,2,17,48,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2006-02-17,"('shrub', 'low')",shrub,low,,
9546,2006,2,18,49,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2006-02-18,"('shrub', 'low')",shrub,low,,
9547,2006,2,19,50,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2006-02-19,"('shrub', 'low')",shrub,low,,
9555,2006,2,27,58,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2006-02-27,"('shrub', 'low')",shrub,low,,
9556,2006,2,28,59,shrub low sev fire,9598.499999999998,0.339582153,1.6556,32515.950000000008,0.016025732000000008,2006-02-28,"('shrub', 'low')",shrub,low,21.189806056908967,0.047192503664937914
9559,2006,3,3,62,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2006-03-03,"('shrub', 'low')",shrub,low,,
9562,2006,3,6,65,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2006-03-06,"('shrub', 'low')",shrub,low,,
9563,2006,3,7,66,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2006-03-07,"('shrub', 'low')",shrub,low,,
9567,2006,3,11,70,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2006-03-11,"('shrub', 'low')",shrub,low,,
9576,2006,3,20,79,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2006-03-20,"('shrub', 'low')",shrub,low,,
9577,2006,3,21,80,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2006-03-21,"('shrub', 'low')",shrub,low,,
9584,2006,3,28,87,shrub low sev fire,9598.499999999998,0.130818808,1.054,19573.832000000002,0.009632008000000003,2006-03-28,"('shrub', 'low')",shrub,low,13.58167559661495,0.07362861768316986
9585,2006,3,29,88,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2006-03-29,"('shrub', 'low')",shrub,low,,
9588,2006,4,1,91,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2006-04-01,"('shrub', 'low')",shrub,low,,
9590,2006,4,3,93,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2006-04-03,"('shrub', 'low')",shrub,low,,
9591,2006,4,4,94,shrub low sev fire,9598.499999999998,0.11072106400000001,1.0036,10453.081999999999,0.004057960000000001,2006-04-04,"('shrub', 'low')",shrub,low,27.284907687606577,0.03665029808600828
9592,2006,4,5,95,shrub low sev fire,9598.499999999998,0.016589180000000002,0.14412,2876.5500000000006,0.001046576,2006-04-05,"('shrub', 'low')",shrub,low,15.850908104141507,0.06308786811644698
9601,2006,4,14,104,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2006-04-14,"('shrub', 'low')",shrub,low,,
9638,2006,5,21,141,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2006-05-21,"('shrub', 'low')",shrub,low,,
9639,2006,5,22,142,shrub low sev fire,9598.499999999998,0.0003758560000000001,0.014795,18.0399,6.188800000000001e-05,2006-05-22,"('shrub', 'low')",shrub,low,6.0731644260599795,0.16465880549997872
9784,2006,10,14,287,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2006-10-14,"('shrub', 'low')",shrub,low,,
9828,2006,11,27,331,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2006-11-27,"('shrub', 'low')",shrub,low,,
9840,2006,12,9,343,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2006-12-09,"('shrub', 'low')",shrub,low,,
9841,2006,12,10,344,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2006-12-10,"('shrub', 'low')",shrub,low,,
9858,2006,12,27,361,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2006-12-27,"('shrub', 'low')",shrub,low,,
9879,2007,1,17,17,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2007-01-17,"('shrub', 'low')",shrub,low,,
9889,2007,1,27,27,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2007-01-27,"('shrub', 'low')",shrub,low,,
9890,2007,1,28,28,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2007-01-28,"('shrub', 'low')",shrub,low,,
9892,2007,1,30,30,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2007-01-30,"('shrub', 'low')",shrub,low,,
9904,2007,2,11,42,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2007-02-11,"('shrub', 'low')",shrub,low,,
9912,2007,2,19,50,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2007-02-19,"('shrub', 'low')",shrub,low,,
9915,2007,2,22,53,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2007-02-22,"('shrub', 'low')",shrub,low,,
9920,2007,2,27,58,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2007-02-27,"('shrub', 'low')",shrub,low,,
9972,2007,4,20,110,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2007-04-20,"('shrub', 'low')",shrub,low,,
10126,2007,9,21,264,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2007-09-21,"('shrub', 'low')",shrub,low,,
10127,2007,9,22,265,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2007-09-22,"('shrub', 'low')",shrub,low,,
10147,2007,10,12,285,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2007-10-12,"('shrub', 'low')",shrub,low,,
10148,2007,10,13,286,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2007-10-13,"('shrub', 'low')",shrub,low,,
10175,2007,11,9,313,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2007-11-09,"('shrub', 'low')",shrub,low,,
10181,2007,11,15,319,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2007-11-15,"('shrub', 'low')",shrub,low,,
10182,2007,11,16,320,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2007-11-16,"('shrub', 'low')",shrub,low,,
10200,2007,12,4,338,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2007-12-04,"('shrub', 'low')",shrub,low,,
10203,2007,12,7,341,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2007-12-07,"('shrub', 'low')",shrub,low,,
10206,2007,12,10,344,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2007-12-10,"('shrub', 'low')",shrub,low,,
10207,2007,12,11,345,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2007-12-11,"('shrub', 'low')",shrub,low,,
10218,2007,12,22,356,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2007-12-22,"('shrub', 'low')",shrub,low,,
10219,2007,12,23,357,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2007-12-23,"('shrub', 'low')",shrub,low,,
10220,2007,12,24,358,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2007-12-24,"('shrub', 'low')",shrub,low,,
10231,2008,1,4,4,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2008-01-04,"('shrub', 'low')",shrub,low,,
10232,2008,1,5,5,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2008-01-05,"('shrub', 'low')",shrub,low,,
10233,2008,1,6,6,shrub low sev fire,9598.499999999998,0.016941841000000006,0.11473,12807.9217,0.005448304000000001,2008-01-06,"('shrub', 'low')",shrub,low,3.109562351880512,0.3215886632391367
10234,2008,1,7,7,shrub low sev fire,9598.499999999998,0.028981470000000002,0.60893,11709.96,0.004399396000000001,2008-01-07,"('shrub', 'low')",shrub,low,6.587602025368937,0.15180030550555235
10249,2008,1,22,22,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2008-01-22,"('shrub', 'low')",shrub,low,,
10250,2008,1,23,23,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2008-01-23,"('shrub', 'low')",shrub,low,,
10251,2008,1,24,24,shrub low sev fire,9598.499999999998,0.0013055220000000004,0.036138,563.982,0.00022627000000000001,2008-01-24,"('shrub', 'low')",shrub,low,5.769752950015469,0.17331764612162795
10252,2008,1,25,25,shrub low sev fire,9598.499999999998,0.8117827900000004,4.8281,101498.12,0.04823546000000002,2008-01-25,"('shrub', 'low')",shrub,low,16.829585329962647,0.05941917049017508
10253,2008,1,26,26,shrub low sev fire,9598.499999999998,0.017556213999999997,0.080985,9480.356,0.003686622000000001,2008-01-26,"('shrub', 'low')",shrub,low,4.762141060298559,0.2099895797579137
10254,2008,1,27,27,shrub low sev fire,9598.499999999998,65754.6250072036,1250700.0,70328.63570000001,0.03186098200000001,2008-01-27,"('shrub', 'low')",shrub,low,2063797.8141164507,4.845435890860841e-07
10255,2008,1,28,28,shrub low sev fire,9598.499999999998,0.08103397200000002,0.68753,46943.887,0.02246816,2008-01-28,"('shrub', 'low')",shrub,low,3.6066136256818546,0.27726840293599325
10261,2008,2,3,34,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2008-02-03,"('shrub', 'low')",shrub,low,,
10278,2008,2,20,51,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2008-02-20,"('shrub', 'low')",shrub,low,,
10279,2008,2,21,52,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2008-02-21,"('shrub', 'low')",shrub,low,,
10280,2008,2,22,53,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2008-02-22,"('shrub', 'low')",shrub,low,,
10282,2008,2,24,55,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2008-02-24,"('shrub', 'low')",shrub,low,,
10302,2008,3,15,75,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2008-03-15,"('shrub', 'low')",shrub,low,,
10303,2008,3,16,76,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2008-03-16,"('shrub', 'low')",shrub,low,,
10372,2008,5,24,145,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2008-05-24,"('shrub', 'low')",shrub,low,,
10505,2008,10,4,278,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2008-10-04,"('shrub', 'low')",shrub,low,,
10533,2008,11,1,306,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2008-11-01,"('shrub', 'low')",shrub,low,,
10536,2008,11,4,309,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2008-11-04,"('shrub', 'low')",shrub,low,,
10558,2008,11,26,331,shrub low sev fire,9598.499999999998,0.004942856000000001,0.089973,584.1829999999999,0.0004074580000000001,2008-11-26,"('shrub', 'low')",shrub,low,12.130958282816879,0.08243371848178463
10577,2008,12,15,350,shrub low sev fire,9598.499999999998,0.42374051800000007,3.303,34702.72149999999,0.016941252000000007,2008-12-15,"('shrub', 'low')",shrub,low,25.01234961855239,0.039980250366333875
10579,2008,12,17,352,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2008-12-17,"('shrub', 'low')",shrub,low,,
10584,2008,12,22,357,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2008-12-22,"('shrub', 'low')",shrub,low,,
10587,2008,12,25,360,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2008-12-25,"('shrub', 'low')",shrub,low,,
10615,2009,1,22,22,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2009-01-22,"('shrub', 'low')",shrub,low,,
10616,2009,1,23,23,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2009-01-23,"('shrub', 'low')",shrub,low,,
10617,2009,1,24,24,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2009-01-24,"('shrub', 'low')",shrub,low,,
10629,2009,2,5,36,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2009-02-05,"('shrub', 'low')",shrub,low,,
10630,2009,2,6,37,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2009-02-06,"('shrub', 'low')",shrub,low,,
10631,2009,2,7,38,shrub low sev fire,9598.499999999998,0.00040614200000000007,0.0057428,358.214,0.00013283000000000004,2009-02-07,"('shrub', 'low')",shrub,low,3.057607468192426,0.32705309965480056
10633,2009,2,9,40,shrub low sev fire,9598.499999999998,0.000136488,0.0047156,191.635,7.561800000000001e-05,2009-02-09,"('shrub', 'low')",shrub,low,1.8049670713322226,0.5540267276244065
10637,2009,2,13,44,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2009-02-13,"('shrub', 'low')",shrub,low,,
10640,2009,2,16,47,shrub low sev fire,9598.499999999998,0.3738993146000001,1.9289,39445.1025,0.018168792000000007,2009-02-16,"('shrub', 'low')",shrub,low,20.579206069396356,0.04859273951715343
10641,2009,2,17,48,shrub low sev fire,9598.499999999998,0.007104242000000002,0.034205,7161.018999999999,0.002793800000000001,2009-02-17,"('shrub', 'low')",shrub,low,2.542859904073305,0.3932579999386282
10656,2009,3,4,63,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2009-03-04,"('shrub', 'low')",shrub,low,,
10749,2009,6,5,156,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2009-06-05,"('shrub', 'low')",shrub,low,,
10879,2009,10,13,286,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2009-10-13,"('shrub', 'low')",shrub,low,,
10880,2009,10,14,287,shrub low sev fire,9598.499999999998,0.4904118980000001,4.4006,35844.3169,0.01762330800000001,2009-10-14,"('shrub', 'low')",shrub,low,27.827459975164697,0.03593572682855261
10934,2009,12,7,341,shrub low sev fire,9598.499999999998,0.0005006100000000001,0.016139,18.0813,7.469600000000002e-05,2009-12-07,"('shrub', 'low')",shrub,low,6.701965299346685,0.1492099638441102
10938,2009,12,11,345,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2009-12-11,"('shrub', 'low')",shrub,low,,
10939,2009,12,12,346,shrub low sev fire,9598.499999999998,0.18915007800000003,0.96347,19738.5014,0.009495300000000003,2009-12-12,"('shrub', 'low')",shrub,low,19.920389877097087,0.050199820694760706
10940,2009,12,13,347,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2009-12-13,"('shrub', 'low')",shrub,low,,
10957,2009,12,30,364,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2009-12-30,"('shrub', 'low')",shrub,low,,
10970,2010,1,12,12,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2010-01-12,"('shrub', 'low')",shrub,low,,
10971,2010,1,13,13,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2010-01-13,"('shrub', 'low')",shrub,low,,
10975,2010,1,17,17,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2010-01-17,"('shrub', 'low')",shrub,low,,
10976,2010,1,18,18,shrub low sev fire,9598.499999999998,0.003584804,0.035623,4710.418000000001,0.0019468100000000004,2010-01-18,"('shrub', 'low')",shrub,low,1.8413733235395335,0.54307292672068
10977,2010,1,19,19,shrub low sev fire,9598.499999999998,0.00266721,0.027536,1440.288,0.0005212860000000001,2010-01-19,"('shrub', 'low')",shrub,low,5.116596263855157,0.19544242860517175
10978,2010,1,20,20,shrub low sev fire,9598.499999999998,0.31306868800000004,1.1902,36671.12009999999,0.01647522800000001,2010-01-20,"('shrub', 'low')",shrub,low,19.002388798504025,0.05262496260884451
10979,2010,1,21,21,shrub low sev fire,9598.499999999998,0.27210101020000005,2.2447,25454.247600000006,0.010919548000000001,2010-01-21,"('shrub', 'low')",shrub,low,24.91870636037316,0.040130494157202504
10980,2010,1,22,22,shrub low sev fire,9598.499999999998,0.019706472000000003,0.27091,8333.506000000001,0.003302356,2010-01-22,"('shrub', 'low')",shrub,low,5.967397821434152,0.16757723046519943
10994,2010,2,5,36,shrub low sev fire,9598.499999999998,0.0026079600000000007,0.02757,2534.952,0.0010433019999999999,2010-02-05,"('shrub', 'low')",shrub,low,2.4997172439044504,0.4000452460927313
10995,2010,2,6,37,shrub low sev fire,9598.499999999998,0.39793015960000006,1.6204,43389.802,0.020996138,2010-02-06,"('shrub', 'low')",shrub,low,18.952540681529147,0.05276337440998528
10998,2010,2,9,40,shrub low sev fire,9598.499999999998,0.000387078,0.0071293,404.105,0.00015808800000000005,2010-02-09,"('shrub', 'low')",shrub,low,2.4484970396235,0.4084138080696915
11008,2010,2,19,50,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2010-02-19,"('shrub', 'low')",shrub,low,,
11015,2010,2,26,57,shrub low sev fire,9598.499999999998,0.0,0.0,0.0,0.0,2010-02-26,"('shrub', 'low')",shrub,low,,
11016,2010,2,27,58,shrub low sev fire,9598.499999999998,0.0038236760000000007,0.03577,3578.996,0.001474936,2010-02-27,"('shrub', 'low')",shrub,low,2.5924351971882174,0.3857377037175743
