sim_day_index,year,month,day_of_month,julian,disturbed_class,area_m2,peakro_area_weighted_mean,peakro_max,runvol_sum_m3,runoff_area_weighted_mean,date,classification,landuse_group,severity_group,flash_index,teff_proxy
1172,1983,3,17,76,forest,27705.06,0.0,0.0,0.0,0.0,1983-03-17,"('forest', 'undisturbed')",forest,undisturbed,,
1173,1983,3,18,77,forest,27705.06,0.0,0.0,0.0,0.0,1983-03-18,"('forest', 'undisturbed')",forest,undisturbed,,
1176,1983,3,21,80,forest,27705.06,0.0038599333221801357,0.30552,2681.691,0.00045742652760903603,1983-03-21,"('forest', 'undisturbed')",forest,undisturbed,8.438367889059625,0.11850632884784552
1177,1983,3,22,81,forest,27705.06,0.00013452035532137446,0.010667,274.6004,4.134398214622166e-05,1983-03-22,"('forest', 'undisturbed')",forest,undisturbed,3.253686469910301,0.3073436882280696
1178,1983,3,23,82,forest,27705.06,0.0006883758416549178,0.026546,1414.861,0.0002508588352813529,1983-03-23,"('forest', 'undisturbed')",forest,undisturbed,2.7440765276728802,0.36442132350006
1179,1983,3,24,83,forest,27705.06,0.03392428122600167,0.7193,49864.118599999994,0.011328074782187796,1983-03-24,"('forest', 'undisturbed')",forest,undisturbed,2.9947084458997417,0.3339223226785792
1205,1983,4,19,109,forest,27705.06,0.0,0.0,0.0,0.0,1983-04-19,"('forest', 'undisturbed')",forest,undisturbed,,
1206,1983,4,20,110,forest,27705.06,0.0,0.0,0.0,0.0,1983-04-20,"('forest', 'undisturbed')",forest,undisturbed,,
1207,1983,4,21,111,forest,27705.06,0.0,0.0,0.0,0.0,1983-04-21,"('forest', 'undisturbed')",forest,undisturbed,,
1215,1983,4,29,119,forest,27705.06,0.0,0.0,0.0,0.0,1983-04-29,"('forest', 'undisturbed')",forest,undisturbed,,
1216,1983,4,30,120,forest,27705.06,0.0,0.0,0.0,0.0,1983-04-30,"('forest', 'undisturbed')",forest,undisturbed,,
1424,1983,11,24,328,forest,27705.06,0.0,0.0,0.0,0.0,1983-11-24,"('forest', 'undisturbed')",forest,undisturbed,,
1425,1983,11,25,329,forest,27705.06,0.0,0.0,0.0,0.0,1983-11-25,"('forest', 'undisturbed')",forest,undisturbed,,
1432,1983,12,2,336,forest,27705.06,0.0,0.0,0.0,0.0,1983-12-02,"('forest', 'undisturbed')",forest,undisturbed,,
1433,1983,12,3,337,forest,27705.06,0.0,0.0,0.0,0.0,1983-12-03,"('forest', 'undisturbed')",forest,undisturbed,,
1438,1983,12,8,342,forest,27705.06,0.0,0.0,0.0,0.0,1983-12-08,"('forest', 'undisturbed')",forest,undisturbed,,
1439,1983,12,9,343,forest,27705.06,0.0,0.0,0.0,0.0,1983-12-09,"('forest', 'undisturbed')",forest,undisturbed,,
1454,1983,12,24,358,forest,27705.06,0.026116743758129373,0.66897,17335.253599999996,0.006190728885698133,1983-12-24,"('forest', 'undisturbed')",forest,undisturbed,4.218686400314584,0.23704061053825448
1455,1983,12,25,359,forest,27705.06,0.1308660188377502,0.51211,102205.29699999999,0.02974815893858379,1983-12-25,"('forest', 'undisturbed')",forest,undisturbed,4.399130013656579,0.22731767347080403
1789,1984,11,23,328,forest,27705.06,0.0,0.0,0.0,0.0,1984-11-23,"('forest', 'undisturbed')",forest,undisturbed,,
1804,1984,12,8,343,forest,27705.06,0.0,0.0,0.0,0.0,1984-12-08,"('forest', 'undisturbed')",forest,undisturbed,,
1806,1984,12,10,345,forest,27705.06,0.0,0.0,0.0,0.0,1984-12-10,"('forest', 'undisturbed')",forest,undisturbed,,
1807,1984,12,11,346,forest,27705.06,0.0,0.0,0.0,0.0,1984-12-11,"('forest', 'undisturbed')",forest,undisturbed,,
1811,1984,12,15,350,forest,27705.06,0.0,0.0,0.0,0.0,1984-12-15,"('forest', 'undisturbed')",forest,undisturbed,,
1812,1984,12,16,351,forest,27705.06,0.0,0.0,0.0,0.0,1984-12-16,"('forest', 'undisturbed')",forest,undisturbed,,
1813,1984,12,17,352,forest,27705.06,0.0,0.0,0.0,0.0,1984-12-17,"('forest', 'undisturbed')",forest,undisturbed,,
1814,1984,12,18,353,forest,27705.06,0.0,0.0,0.0,0.0,1984-12-18,"('forest', 'undisturbed')",forest,undisturbed,,
1815,1984,12,19,354,forest,27705.06,0.0020320306005834313,0.061619,3827.654,0.000719708143349987,1984-12-19,"('forest', 'undisturbed')",forest,undisturbed,2.8234092101904626,0.35418174467616104
1823,1984,12,27,362,forest,27705.06,0.0,0.0,0.0,0.0,1984-12-27,"('forest', 'undisturbed')",forest,undisturbed,,
1867,1985,2,9,40,forest,27705.06,0.0019816280877680823,0.041413,1802.7468000000001,0.0004254586117842733,1985-02-09,"('forest', 'undisturbed')",forest,undisturbed,4.657628340057804,0.21470154486126075
2155,1985,11,24,328,forest,27705.06,0.09311174121377103,0.68556,13894.5127,0.005511198611264513,1985-11-24,"('forest', 'undisturbed')",forest,undisturbed,16.89500738069156,0.059189083346767216
2156,1985,11,25,329,forest,27705.06,0.3358805871697083,1.67,59847.61179999997,0.018932696956151695,1985-11-25,"('forest', 'undisturbed')",forest,undisturbed,17.740768150866774,0.056367345060599434
2160,1985,11,29,333,forest,27705.06,0.008409921618209812,0.067729,7389.767199999999,0.002636483180220508,1985-11-29,"('forest', 'undisturbed')",forest,undisturbed,3.1898256288160467,0.31349676012577704
2163,1985,12,2,336,forest,27705.06,0.0,0.0,0.0,0.0,1985-12-02,"('forest', 'undisturbed')",forest,undisturbed,,
2222,1986,1,30,30,forest,27705.06,0.060289618795194774,0.82821,45378.17530000001,0.014268106418069474,1986-01-30,"('forest', 'undisturbed')",forest,undisturbed,4.2254814359137765,0.23665942335012202
2223,1986,1,31,31,forest,27705.06,5.174284581950011e-05,0.0050136,90.244,1.1247278078444873e-05,1986-01-31,"('forest', 'undisturbed')",forest,undisturbed,4.600477151770968,0.21736875698101163
2235,1986,2,12,43,forest,27705.06,0.0,0.0,0.0,0.0,1986-02-12,"('forest', 'undisturbed')",forest,undisturbed,,
2236,1986,2,13,44,forest,27705.06,0.06806766568972236,1.1259,60659.56900000002,0.019227375446182027,1986-02-13,"('forest', 'undisturbed')",forest,undisturbed,3.540143369033683,0.2824744355686814
2237,1986,2,14,45,forest,27705.06,0.5649776412858876,3.5199,124858.07429999998,0.03612539176959009,1986-02-14,"('forest', 'undisturbed')",forest,undisturbed,15.639349875825534,0.06394127683950253
2238,1986,2,15,46,forest,27705.06,0.09781154229695224,4.4712,111765.268,0.03100413515433642,1986-02-15,"('forest', 'undisturbed')",forest,undisturbed,3.154790217822662,0.3169782872885186
2239,1986,2,16,47,forest,27705.06,0.0014732190118700334,0.025522,2775.009,0.0006029884778809357,1986-02-16,"('forest', 'undisturbed')",forest,undisturbed,2.4431959579846745,0.4092999567766446
2240,1986,2,17,48,forest,27705.06,0.0,0.0,0.0,0.0,1986-02-17,"('forest', 'undisturbed')",forest,undisturbed,,
2241,1986,2,18,49,forest,27705.06,0.00035994695615169215,0.012663,464.557,0.00010859743400663993,1986-02-18,"('forest', 'undisturbed')",forest,undisturbed,3.314507008790687,0.3017039931874679
2242,1986,2,19,50,forest,27705.06,0.028528133217903158,0.27458,20605.958000000006,0.004260953600966754,1986-02-19,"('forest', 'undisturbed')",forest,undisturbed,6.69524615603195,0.14935970637899096
2259,1986,3,8,67,forest,27705.06,0.0,0.0,0.0,0.0,1986-03-08,"('forest', 'undisturbed')",forest,undisturbed,,
2260,1986,3,9,68,forest,27705.06,0.0,0.0,0.0,0.0,1986-03-09,"('forest', 'undisturbed')",forest,undisturbed,,
2261,1986,3,10,69,forest,27705.06,0.0,0.0,0.0,0.0,1986-03-10,"('forest', 'undisturbed')",forest,undisturbed,,
2263,1986,3,12,71,forest,27705.06,0.0,0.0,0.0,0.0,1986-03-12,"('forest', 'undisturbed')",forest,undisturbed,,
2264,1986,3,13,72,forest,27705.06,0.0,0.0,0.0,0.0,1986-03-13,"('forest', 'undisturbed')",forest,undisturbed,,
2265,1986,3,14,73,forest,27705.06,0.0,0.0,0.0,0.0,1986-03-14,"('forest', 'undisturbed')",forest,undisturbed,,
2266,1986,3,15,74,forest,27705.06,0.01617202776658848,0.29187,9624.7006,0.0020950439288707546,1986-03-15,"('forest', 'undisturbed')",forest,undisturbed,7.719183136797199,0.1295473863332791
2267,1986,3,16,75,forest,27705.06,0.02740378574225068,0.43687,10348.6684,0.002237636060993912,1986-03-16,"('forest', 'undisturbed')",forest,undisturbed,12.24675728995826,0.08165426784606492
2514,1986,11,18,322,forest,27705.06,0.0,0.0,0.0,0.0,1986-11-18,"('forest', 'undisturbed')",forest,undisturbed,,
2861,1987,10,31,304,forest,27705.06,0.5408848882920665,2.6023,85071.87700000001,0.027088111326234263,1987-10-31,"('forest', 'undisturbed')",forest,undisturbed,19.96761168683735,0.050081102120951196
2865,1987,11,4,308,forest,27705.06,0.0,0.0,0.0,0.0,1987-11-04,"('forest', 'undisturbed')",forest,undisturbed,,
2866,1987,11,5,309,forest,27705.06,0.0,0.0,0.0,0.0,1987-11-05,"('forest', 'undisturbed')",forest,undisturbed,,
2895,1987,12,4,338,forest,27705.06,0.0,0.0,0.0,0.0,1987-12-04,"('forest', 'undisturbed')",forest,undisturbed,,
2896,1987,12,5,339,forest,27705.06,0.0,0.0,0.0,0.0,1987-12-05,"('forest', 'undisturbed')",forest,undisturbed,,
2897,1987,12,6,340,forest,27705.06,0.0,0.0,0.0,0.0,1987-12-06,"('forest', 'undisturbed')",forest,undisturbed,,
2906,1987,12,15,349,forest,27705.06,0.0,0.0,0.0,0.0,1987-12-15,"('forest', 'undisturbed')",forest,undisturbed,,
2907,1987,12,16,350,forest,27705.06,0.0,0.0,0.0,0.0,1987-12-16,"('forest', 'undisturbed')",forest,undisturbed,,
2927,1988,1,5,5,forest,27705.06,0.0,0.0,0.0,0.0,1988-01-05,"('forest', 'undisturbed')",forest,undisturbed,,
2939,1988,1,17,17,forest,27705.06,0.04279053794129301,0.24292,50222.64270000002,0.01631596860580703,1988-01-17,"('forest', 'undisturbed')",forest,undisturbed,2.6226170799362407,0.38129851576514223
2982,1988,2,29,60,forest,27705.06,0.0,0.0,0.0,0.0,1988-02-29,"('forest', 'undisturbed')",forest,undisturbed,,
2983,1988,3,1,61,forest,27705.06,0.0,0.0,0.0,0.0,1988-03-01,"('forest', 'undisturbed')",forest,undisturbed,,
3033,1988,4,20,111,forest,27705.06,0.0038236839913719724,0.17371,1235.4623000000001,0.0004077942212361206,1988-04-20,"('forest', 'undisturbed')",forest,undisturbed,9.376503619353613,0.10664956156321911
3036,1988,4,23,114,forest,27705.06,0.0,0.0,0.0,0.0,1988-04-23,"('forest', 'undisturbed')",forest,undisturbed,,
3273,1988,12,16,351,forest,27705.06,0.0,0.0,0.0,0.0,1988-12-16,"('forest', 'undisturbed')",forest,undisturbed,,
3278,1988,12,21,356,forest,27705.06,0.0,0.0,0.0,0.0,1988-12-21,"('forest', 'undisturbed')",forest,undisturbed,,
3279,1988,12,22,357,forest,27705.06,0.0,0.0,0.0,0.0,1988-12-22,"('forest', 'undisturbed')",forest,undisturbed,,
3280,1988,12,23,358,forest,27705.06,0.0,0.0,0.0,0.0,1988-12-23,"('forest', 'undisturbed')",forest,undisturbed,,
3281,1988,12,24,359,forest,27705.06,0.0,0.0,0.0,0.0,1988-12-24,"('forest', 'undisturbed')",forest,undisturbed,,
3288,1988,12,31,366,forest,27705.06,0.0,0.0,0.0,0.0,1988-12-31,"('forest', 'undisturbed')",forest,undisturbed,,
3293,1989,1,5,5,forest,27705.06,0.0,0.0,0.0,0.0,1989-01-05,"('forest', 'undisturbed')",forest,undisturbed,,
3323,1989,2,4,35,forest,27705.06,0.0,0.0,0.0,0.0,1989-02-04,"('forest', 'undisturbed')",forest,undisturbed,,
3327,1989,2,8,39,forest,27705.06,0.005329480589343605,0.049663,10291.510099999998,0.003630321520689721,1989-02-08,"('forest', 'undisturbed')",forest,undisturbed,1.4680464413331253,0.6811773605008743
3328,1989,2,9,40,forest,27705.06,0.0,0.0,0.0,0.0,1989-02-09,"('forest', 'undisturbed')",forest,undisturbed,,
3331,1989,2,12,43,forest,27705.06,0.0,0.0,0.0,0.0,1989-02-12,"('forest', 'undisturbed')",forest,undisturbed,,
3700,1990,2,16,47,forest,27705.06,0.037695030103659766,0.35548,58980.73870000002,0.018625444945977374,1990-02-16,"('forest', 'undisturbed')",forest,undisturbed,2.0238458846482987,0.49410876963775263
3701,1990,2,17,48,forest,27705.06,0.06825071208703391,0.31505,132609.69799999997,0.038758985020498064,1990-02-17,"('forest', 'undisturbed')",forest,undisturbed,1.7609003964097323,0.5678912913182834
4076,1991,2,27,58,forest,27705.06,0.0636313425591065,0.73755,48839.777399999984,0.01525041211919411,1991-02-27,"('forest', 'undisturbed')",forest,undisturbed,4.1724342963178245,0.23966824375940454
4077,1991,2,28,59,forest,27705.06,0.10687443392607701,0.52892,149366.14599999995,0.04375002227174384,1991-02-28,"('forest', 'undisturbed')",forest,undisturbed,2.442842960450385,0.40935910174742907
4078,1991,3,1,60,forest,27705.06,0.0035752966267371374,0.039273,5527.28919,0.0015085835648433888,1991-03-01,"('forest', 'undisturbed')",forest,undisturbed,2.3699692281271147,0.4219464067853139
4095,1991,3,18,77,forest,27705.06,0.001724429241474301,0.01702,10593.151600000001,0.0036768373418790638,1991-03-18,"('forest', 'undisturbed')",forest,undisturbed,0.46899796785490216,2.1322054007478735
4096,1991,3,19,78,forest,27705.06,0.04671221573715053,0.52908,45942.31569999999,0.013912940927577845,1991-03-19,"('forest', 'undisturbed')",forest,undisturbed,3.357465253414458,0.2978437376181407
4097,1991,3,20,79,forest,27705.06,0.002231468427139302,0.044573,1422.7845,0.0002726974424527505,1991-03-20,"('forest', 'undisturbed')",forest,undisturbed,8.182945931097032,0.12220537791894424
4101,1991,3,24,83,forest,27705.06,0.0,0.0,0.0,0.0,1991-03-24,"('forest', 'undisturbed')",forest,undisturbed,,
