AFFGEOID,par,cli,lng,lat
0500000US18125,in127125.par,0500000US18125.cli,-87.2329005949019,38.3989409032782
0500000US21055,ky155067.par,0500000US21055.cli,-88.0977885763856,37.3534553028259
0500000US22017,la168440.par,0500000US22017.cli,-93.8829078448966,32.5799326064144
0500000US22115,la165266.par,0500000US22115.cli,-93.1846049872426,31.1090671800159
0500000US30005,mt241722.par,0500000US30005.cli,-108.960781874924,48.431259926523
0500000US36063,ny301012.par,0500000US36063.cli,-78.74580880057,43.2005518587194
0500000US40089,ar031948.par,0500000US40089.cli,-94.7721421451788,34.1152458051307
0500000US44005,ri376698.par,0500000US44005.cli,-71.2451486243302,41.5566157167981
0500000US46117,sd396597.par,0500000US46117.cli,-100.735887300102,44.4128449020579
0500000US47091,nc314496.par,0500000US47091.cli,-81.8520769984483,36.454922598106
0500000US48129,tx411761.par,0500000US48129.cli,-100.814340311686,34.9659380340969
0500000US51117,va444414.par,0500000US51117.cli,-78.3630869633174,36.6807645088416
0500000US53027,wa450008.par,0500000US53027.cli,-123.772486410601,47.1503835057217
0500000US54059,wv465563.par,0500000US54059.cli,-82.1347770848754,37.7264237950501
0500000US02170,ak508976.par,0500000US02170.cli,-149.591471713267,62.3188385544304
0500000US06093,ca049866.par,0500000US06093.cli,-122.540821211322,41.5943009100131
0500000US10001,de072730.par,0500000US10001.cli,-75.5691159794869,39.0863534208637
0500000US22043,la160098.par,0500000US22043.cli,-92.5598236564861,31.5997814136782
0500000US23003,me176937.par,0500000US23003.cli,-68.5955081833731,46.6574293652318
0500000US13163,ga095314.par,0500000US13163.cli,-82.4189624789508,33.0552421279957
0500000US13251,ga091266.par,0500000US13251.cli,-81.6127244301188,32.7512710465374
0500000US13303,ga097777.par,0500000US13303.cli,-82.7962450242683,32.9702348325267
0500000US19039,ia130536.par,0500000US19039.cli,-93.7859254429777,41.0297275642119
0500000US27021,mn216547.par,0500000US27021.cli,-94.3277492865366,46.9488402303941
0500000US28089,ms224776.par,0500000US28089.cli,-90.0343227329141,32.6348577167776
0500000US30007,mt248324.par,0500000US30007.cli,-111.495679411428,46.3323313670018
0500000US30093,mt241318.par,0500000US30093.cli,-112.657092157758,45.9025155883762
0500000US34011,nj285581.par,0500000US34011.cli,-75.1111101879814,39.3741168811931
0500000US42031,pa361485.par,0500000US42031.cli,-79.421381873105,41.1928962389513
0500000US51191,tn401094.par,0500000US51191.cli,-81.9599979414173,36.7251813935323
0500000US45069,sc385633.par,0500000US45069.cli,-79.6792795637311,34.602100911555
0500000US47055,tn407459.par,0500000US47055.cli,-87.0352898506391,35.2028118334919
0500000US47127,tn409155.par,0500000US47127.cli,-86.3590614392396,35.2851556437402
0500000US48345,tx415658.par,0500000US48345.cli,-100.780636973251,34.0746904283097
0500000US51081,nc314456.par,0500000US51081.cli,-77.5602125724377,36.6762434895075
0500000US01009,al016121.par,0500000US01009.cli,-86.5676442753381,33.9815273858418
0500000US01025,al018178.par,0500000US01025.cli,-87.8309706679424,31.6767384431481
0500000US01085,al015550.par,0500000US01085.cli,-86.6508492731081,32.1549235767056
0500000US05073,ar034548.par,0500000US05073.cli,-93.6078689104367,33.2412904428608
0500000US06053,ca044555.par,0500000US06053.cli,-121.237379910062,36.2172732278503
0500000US06099,ca045738.par,0500000US06099.cli,-120.998701956354,37.5590725483437
0500000US08067,co053016.par,0500000US08067.cli,-107.843893811288,37.2867697686197
0500000US12045,fl080211.par,0500000US12045.cli,-85.227020999272,29.9557689883259
0500000US12121,fl085099.par,0500000US12121.cli,-82.9916945148055,30.1962547272854
0500000US16041,ut427271.par,0500000US16041.cli,-111.81415268938,42.1816230955473
0500000US16079,id109498.par,0500000US16079.cli,-115.891130844053,47.3522031965862
0500000US18021,in128290.par,0500000US18021.cli,-87.1165306061586,39.3933476017176
0500000US19035,ia131442.par,0500000US19035.cli,-95.6246158683241,42.736009384323
0500000US20033,ks141704.par,0500000US20033.cli,-99.2721692003871,37.1919268122669
0500000US21147,tn406829.par,0500000US21147.cli,-84.4847148944565,36.7374851680524
0500000US21175,ky158551.par,0500000US21175.cli,-83.2590163546595,37.9228172262658
0500000US22005,la162534.par,0500000US22005.cli,-90.9117711774909,30.2041136514678
0500000US22025,ms226177.par,0500000US22025.cli,-91.8480535131666,31.6662976022609
0500000US22037,la160549.par,0500000US22037.cli,-91.0464623823187,30.8456410457421
0500000US22091,la160549.par,0500000US22091.cli,-90.7110244511636,30.821976840418
0500000US22109,la166394.par,0500000US22109.cli,-90.8516544188665,29.4255413429335
0500000US24047,md188380.par,0500000US24047.cli,-75.3352298123738,38.2132709814759
0500000US26055,mi208251.par,0500000US26055.cli,-85.5605852590704,44.6693997547458
0500000US27015,mn217907.par,0500000US27015.cli,-94.7282033736702,44.242505606965
0500000US27087,mn214106.par,0500000US27087.cli,-95.8090467651914,47.3257675420704
0500000US28109,ms227128.par,0500000US28109.cli,-89.5898567829688,30.7686870321529
0500000US29003,mo231822.par,0500000US29003.cli,-94.8024110919495,39.9842104199597
0500000US29027,mo233079.par,0500000US29027.cli,-91.9265691846317,38.8360588490507
0500000US30009,mt241102.par,0500000US30009.cli,-109.027876897144,45.2276517218046
0500000US30033,mt244522.par,0500000US30033.cli,-106.993307801149,47.2775633863561
0500000US30063,mt245745.par,0500000US30063.cli,-113.924818961069,47.0363058761251
0500000US31057,ne250760.par,0500000US31057.cli,-101.688450996795,40.1768004022023
0500000US36009,ny304808.par,0500000US36009.cli,-78.6791030920246,42.2490066585745
0500000US36071,ny309292.par,0500000US36071.cli,-74.3066040980807,41.4023227907764
0500000US36111,ny305426.par,0500000US36111.cli,-74.2588283056718,41.888324817825
0500000US37015,nc314962.par,0500000US37015.cli,-76.9792385648505,36.0667581563859
0500000US37101,nc317994.par,0500000US37101.cli,-78.3664309251717,35.5182129064121
0500000US37131,nc314456.par,0500000US37131.cli,-77.3973815577395,36.4178901723139
0500000US40113,ok346935.par,0500000US40113.cli,-96.3983893392088,36.6292993172422
0500000US41015,or353356.par,0500000US41015.cli,-124.160181011065,42.4608365306519
0500000US42101,pa366889.par,0500000US42101.cli,-75.1345204532223,40.0077503376262
0500000US42129,pa367782.par,0500000US42129.cli,-79.4674886043294,40.3108707732509
0500000US45009,sc380448.par,0500000US45009.cli,-81.0544751841855,33.2149492098196
0500000US45057,nc315771.par,0500000US45057.cli,-80.7059404491476,34.6866108511749
0500000US45087,sc388786.par,0500000US45087.cli,-81.620307413482,34.6896689114815
0500000US47025,ky150381.par,0500000US47025.cli,-83.6605520252092,36.4859618642563
0500000US47053,tn406012.par,0500000US47053.cli,-88.9333380271738,35.9965404270454
0500000US47163,tn401094.par,0500000US47163.cli,-82.3045568057084,36.5131220824779
0500000US48003,tx418201.par,0500000US48003.cli,-102.637823587189,32.3057018915669
0500000US48089,tx411911.par,0500000US48089.cli,-96.5264981043379,29.6211603640019
0500000US48135,tx415890.par,0500000US48135.cli,-102.54317294667,31.8696330215116
0500000US48203,tx415618.par,0500000US48203.cli,-94.3723149267258,32.5488771959463
0500000US48351,la162367.par,0500000US48351.cli,-93.7450405498384,30.786142937517
0500000US48379,tx419800.par,0500000US48379.cli,-95.7937882260748,32.8708971595811
0500000US48409,tx412015.par,0500000US48409.cli,-97.5165301135999,28.0100875990547
0500000US49007,ut421214.par,0500000US49007.cli,-110.589194159422,39.6489688315319
0500000US49019,ut425733.par,0500000US49019.cli,-109.570669262006,38.9815190249853
0500000US51005,wv469522.par,0500000US51005.cli,-80.0064431255056,37.7882976807696
0500000US51029,va442941.par,0500000US51029.cli,-78.5297563866783,37.5727650771273
0500000US51061,va445851.par,0500000US51061.cli,-77.8091920998809,38.7388978088128
0500000US51141,va446692.par,0500000US51141.cli,-80.285232347517,36.6790155272673
0500000US51167,va443640.par,0500000US51167.cli,-82.0958910399596,36.9341400579662
0500000US51193,va448894.par,0500000US51193.cli,-76.8040584909597,38.1123175687526
0500000US53011,wa450482.par,0500000US53011.cli,-122.482985512898,45.7791655573844
0500000US53033,wa451233.par,0500000US53033.cli,-121.805875351108,47.4902314962977
0500000US55001,wi473405.par,0500000US55001.cli,-89.7703635700384,43.9699213068235
0500000US55029,wi478267.par,0500000US55029.cli,-87.3271738968551,44.9733755414238
0500000US72097,pr662801.par,0500000US72097.cli,-67.4899529325865,18.2354788659425
0500000US05017,ar035866.par,0500000US05017.cli,-91.2940959236879,33.2677472417814
0500000US05041,ar032148.par,0500000US05041.cli,-91.2549430498629,33.8334371441497
0500000US08051,co053662.par,0500000US08051.cli,-107.031999666178,38.6669019315454
0500000US22107,la168163.par,0500000US22107.cli,-91.3411010037939,32.0019717424776
0500000US22123,la165090.par,0500000US22123.cli,-91.4570591211261,32.78874868837
0500000US18179,in120676.par,0500000US18179.cli,-85.2212661013568,40.7298177640268
0500000US13215,ga092166.par,0500000US13215.cli,-84.8776900012912,32.5107286596477
0500000US13263,ga098535.par,0500000US13263.cli,-84.5334515535268,32.6995621778138
0500000US13301,ga099141.par,0500000US13301.cli,-82.6767863640361,33.4089571351362
0500000US16031,id106542.par,0500000US16031.cli,-113.601221638986,42.2841995806575
0500000US17125,il115413.par,0500000US17125.cli,-89.9173971463765,40.2398667816231
0500000US18051,in127125.par,0500000US18051.cli,-87.5846615885659,38.3121982676977
0500000US20083,ks142164.par,0500000US20083.cli,-99.8982792231477,38.0875564951084
0500000US21079,ky152040.par,0500000US21079.cli,-84.5380854513788,37.6395819482843
0500000US21123,ky153929.par,0500000US21123.cli,-85.6979709687083,37.5462724126506
0500000US21209,ky154746.par,0500000US21209.cli,-84.5843496024536,38.2920106473341
0500000US22065,la168923.par,0500000US22065.cli,-91.2429838943993,32.3651990628419
0500000US22105,la167767.par,0500000US22105.cli,-90.4057556906558,30.6264993677659
0500000US24037,va448894.par,0500000US24037.cli,-76.6076447935513,38.3033605439202
0500000US26047,mi206438.par,0500000US26047.cli,-84.8914477270592,45.5207914438176
0500000US28061,ms226308.par,0500000US28061.cli,-89.1189132675869,32.0197570749492
0500000US27051,mn218907.par,0500000US27051.cli,-96.0124944048838,45.9342710567925
0500000US27137,mn218311.par,0500000US27137.cli,-92.4705396181693,47.5999876315251
0500000US28021,ms227132.par,0500000US28021.cli,-90.9124578672815,31.973946946738
0500000US28053,ms220660.par,0500000US28053.cli,-90.5267657524821,33.1288503138778
0500000US28137,ms223975.par,0500000US28137.cli,-89.9448495736936,34.6511810409473
0500000US30035,mt242301.par,0500000US30035.cli,-112.994881031759,48.7061488749793
0500000US30061,mt248043.par,0500000US30061.cli,-114.997322811441,47.1473614180016
0500000US31009,ne256970.par,0500000US31009.cli,-99.9772686025377,41.9133302433818
0500000US32033,nv264950.par,0500000US32033.cli,-114.900868295449,39.4414694378423
0500000US34009,nj281351.par,0500000US34009.cli,-74.8004941158075,39.1491121062097
0500000US41003,or351877.par,0500000US41003.cli,-123.430035344304,44.4918362995144
0500000US42023,pa368469.par,0500000US42023.cli,-78.204078327936,41.4372744114351
0500000US42055,pa361354.par,0500000US42055.cli,-77.7214737081202,39.9277433385062
0500000US44007,ri376698.par,0500000US44007.cli,-71.5804791033455,41.8727021817158
0500000US51149,va444101.par,0500000US51149.cli,-77.2249887912865,37.1872166415985
0500000US53067,wa456114.par,0500000US53067.cli,-122.833122987948,46.9262619789833
0500000US54023,wv466163.par,0500000US54023.cli,-79.1965487956872,39.1055145392416
0500000US54109,wv467029.par,0500000US54109.cli,-81.5495371018425,37.6097756675979
0500000US13107,ga095314.par,0500000US13107.cli,-82.3026963294696,32.5898729484299
0500000US16007,id105275.par,0500000US16007.cli,-111.33027695479,42.2848454871798
0500000US45073,sc388887.par,0500000US45073.cli,-83.0668074010532,34.7534808554232
0500000US47003,tn408246.par,0500000US47003.cli,-86.4596434777106,35.514217377741
0500000US47031,tn409155.par,0500000US47031.cli,-86.0756000835017,35.4912617525377
0500000US47089,tn408179.par,0500000US47089.cli,-83.4466883509222,36.0516366327212
0500000US47147,tn408562.par,0500000US47147.cli,-86.8715656239773,36.5260883348261
0500000US48015,tx411048.par,0500000US48015.cli,-96.2783932415849,29.8874949988345
0500000US48105,tx416734.par,0500000US48105.cli,-101.412016718938,30.7231222733346
0500000US48277,tx416794.par,0500000US48277.cli,-95.5720801166088,33.6674939353173
0500000US48391,tx417704.par,0500000US48391.cli,-97.1658217646588,28.3255205976826
0500000US48469,tx419364.par,0500000US48469.cli,-96.9720385240694,28.7967794092432
0500000US51003,va441593.par,0500000US51003.cli,-78.5567355649137,38.0235093871834
0500000US51031,va445120.par,0500000US51031.cli,-79.0966884046436,37.2060622481925
0500000US51059,md182325.par,0500000US51059.cli,-77.2771908621824,38.8371577506866
0500000US35029,nm293157.par,0500000US35029.cli,-107.750623481852,32.1828142982824
0500000US08027,co058931.par,0500000US08027.cli,-105.368097808194,38.1087179949105
0500000US13265,ga098064.par,0500000US13265.cli,-82.8790768506516,33.5665873088885
0500000US02050,ak500754.par,0500000US02050.cli,-161.386655286439,60.7520712989462
0500000US05039,ar036768.par,0500000US05039.cli,-92.6547374409975,33.9700295486673
0500000US06015,ca042147.par,0500000US06015.cli,-123.89732035303,41.7434235771376
0500000US06039,ca046252.par,0500000US06039.cli,-119.764632942338,37.2182350667972
0500000US06105,ca040738.par,0500000US06105.cli,-123.11464050433,40.6499524330478
0500000US08043,co058931.par,0500000US08043.cli,-105.440135134615,38.4734185188698
0500000US08107,co057936.par,0500000US08107.cli,-106.991289343984,40.4846386694254
0500000US12069,fl081641.par,0500000US12069.cli,-81.7120955459943,28.7614881126103
0500000US12103,fl088788.par,0500000US12103.cli,-82.7174745187865,27.9371679671172
0500000US13033,ga099194.par,0500000US13033.cli,-82.0010877328398,33.0614617320053
0500000US13219,ga090435.par,0500000US13219.cli,-83.4372985705357,33.8350311701819
0500000US16035,id102892.par,0500000US16035.cli,-115.657840762627,46.6749092744676
0500000US16069,id105241.par,0500000US16069.cli,-116.751357815309,46.3263981437915
0500000US18071,in127935.par,0500000US18071.cli,-86.0377530685418,38.906754535874
0500000US19087,ia135796.par,0500000US19087.cli,-91.5453012745593,40.9883451434815
0500000US21003,ky157215.par,0500000US21003.cli,-86.1909236342944,36.751587227697
0500000US21107,ky155067.par,0500000US21107.cli,-87.5410212805901,37.3094237947918
0500000US21165,ky152791.par,0500000US21165.cli,-83.5997977542161,37.9418384405095
0500000US30043,mt241008.par,0500000US30043.cli,-112.094730484105,46.1483614571107
0500000US30081,mt243885.par,0500000US30081.cli,-114.121903764476,46.0809411217302
0500000US33009,nh273850.par,0500000US33009.cli,-71.8214883498319,43.9406921306054
0500000US34027,nj281335.par,0500000US34027.cli,-74.545375665984,40.8626233921512
0500000US36075,ny306314.par,0500000US36075.cli,-76.1418646314466,43.427396546382
0500000US37021,nc310301.par,0500000US37021.cli,-82.530594092491,35.611732298495
0500000US37145,nc317516.par,0500000US37145.cli,-78.972245636986,36.3905811209909
0500000US37193,nc316256.par,0500000US37193.cli,-81.1638498883212,36.2065231010802
0500000US39021,oh338552.par,0500000US39021.cli,-83.7701985915745,40.1378915941843
0500000US40141,ok349629.par,0500000US40141.cli,-98.924950770761,34.3734074198829
0500000US41031,or355139.par,0500000US41031.cli,-121.17736066663,44.6302244720166
0500000US41047,or357809.par,0500000US41047.cli,-122.584420732731,44.9042052167231
0500000US42125,pa369367.par,0500000US42125.cli,-80.2487346483454,40.1899299910639
0500000US45029,sc389469.par,0500000US45029.cli,-80.6672920263516,32.8642420074671
0500000US45071,sc385200.par,0500000US45071.cli,-81.6006591640703,34.2899073817442
0500000US46085,sd394516.par,0500000US46085.cli,-99.8477837523531,43.8959723903919
0500000US47057,tn408179.par,0500000US47057.cli,-83.5102211791447,36.2763523776488
0500000US47145,tn406750.par,0500000US47145.cli,-84.5239079121902,35.8482171778946
0500000US47183,tn402600.par,0500000US47183.cli,-88.718701028227,36.298714072471
0500000US48041,tx411889.par,0500000US48041.cli,-96.3025387801127,30.6609356440507
0500000US48079,tx416074.par,0500000US48079.cli,-102.829120563319,33.6046552300094
0500000US48341,tx412617.par,0500000US48341.cli,-101.893885999809,35.8376832148903
0500000US48419,tx411578.par,0500000US48419.cli,-94.1452944064395,31.7929400553526
0500000US49005,ut425186.par,0500000US49005.cli,-111.743675736755,41.7222559503045
0500000US49023,ut422090.par,0500000US49023.cli,-112.783309841814,39.705124028782
0500000US51103,va448894.par,0500000US51103.cli,-76.463932757859,37.7349960707527
0500000US51157,va445096.par,0500000US51157.cli,-78.1598223272589,38.685552065382
0500000US53019,wa456974.par,0500000US53019.cli,-118.51746649436,48.4691232999601
0500000US53075,wa454338.par,0500000US53075.cli,-117.524273637696,46.901348463782
0500000US54083,wv462718.par,0500000US54083.cli,-79.8764762297997,38.775334206253
0500000US55011,wi470124.par,0500000US55011.cli,-91.7547990648049,44.3798069371451
0500000US56033,wy488160.par,0500000US56033.cli,-106.878968708967,44.7916140925484
0500000US56039,wy486440.par,0500000US56039.cli,-110.590333330934,43.9331299068942
0500000US78030,vi678905.par,0500000US78030.cli,-64.9563613421365,18.344469343599
0500000US01073,al010831.par,0500000US01073.cli,-86.8976828586393,33.5546605539953
0500000US01129,al011566.par,0500000US01129.cli,-88.2083536574087,31.4076154831224
0500000US02122,ak504546.par,0500000US02122.cli,-151.673263746276,60.2503306876796
0500000US04025,az026796.par,0500000US04025.cli,-112.553638934705,34.5997714735381
0500000US05085,ar033862.par,0500000US05085.cli,-91.8891821380387,34.7541522655077
0500000US06063,ca041497.par,0500000US06063.cli,-120.838475064646,40.0048220100463
0500000US06089,ca048135.par,0500000US06089.cli,-122.041834262626,40.7638459856894
0500000US08033,co051886.par,0500000US08033.cli,-108.517360505144,37.7523431209815
0500000US08069,co053005.par,0500000US08069.cli,-105.461550845944,40.6662518531697
0500000US12029,fl082008.par,0500000US12029.cli,-83.1588428263943,29.6087255088884
0500000US12089,fl084358.par,0500000US12089.cli,-81.8018943056127,30.6106280276428
0500000US20161,ks144972.par,0500000US20161.cli,-96.7348537626052,39.2969459757578
0500000US21063,ky158551.par,0500000US21063.cli,-83.0978784332804,38.1185460131321
0500000US21097,ky154746.par,0500000US21097.cli,-84.3319391903797,38.4420911722991
0500000US21133,va449215.par,0500000US21133.cli,-82.8559040217187,37.1217375584407
0500000US21187,in125237.par,0500000US21187.cli,-84.8282276618932,38.520023780739
0500000US22045,la164674.par,0500000US22045.cli,-91.7308851038276,29.896936581581
0500000US22073,la166303.par,0500000US22073.cli,-92.1553601439269,32.4782888947246
0500000US24011,de072730.par,0500000US24011.cli,-75.831723188172,38.8719726838505
0500000US13153,ga095443.par,0500000US13153.cli,-83.6663223429803,32.4592539806004
0500000US13185,fl085275.par,0500000US13185.cli,-83.2680177907632,30.8339978153609
0500000US13213,ga094648.par,0500000US13213.cli,-84.7487129121719,34.7889492719918
0500000US13237,ga095988.par,0500000US13237.cli,-83.3731505772068,33.3223838762001
0500000US17171,il114442.par,0500000US17171.cli,-90.4748567155889,39.6444685696228
0500000US19063,ia132724.par,0500000US19063.cli,-94.6793783479305,43.3784436633203
0500000US36017,ny306085.par,0500000US36017.cli,-75.6121681241893,42.4936510312262
0500000US37019,nc318113.par,0500000US37019.cli,-78.2382512781823,34.0714182519929
0500000US37047,nc319357.par,0500000US37047.cli,-78.6554136189956,34.265832298698
0500000US37079,nc314684.par,0500000US37079.cli,-77.6761880554464,35.4855771970688
0500000US37147,nc313638.par,0500000US37147.cli,-77.3746706227645,35.5940056569066
0500000US37173,tn403420.par,0500000US37173.cli,-83.4934948604227,35.4868871028938
0500000US39167,wv466849.par,0500000US39167.cli,-81.496124871325,39.4556556751323
0500000US40023,ok340256.par,0500000US40023.cli,-95.5521955853172,34.0272360865815
0500000US35023,nm290417.par,0500000US35023.cli,-108.714438792542,31.9131429222116
0500000US42017,nj283029.par,0500000US42017.cli,-75.106551311892,40.337297838368
0500000US51101,va448829.par,0500000US51101.cli,-77.0889216082668,37.7072695338203
0500000US51147,va442941.par,0500000US51147.cli,-78.441533259612,37.2248712787214
0500000US51195,va449215.par,0500000US51195.cli,-82.6221761597385,36.9756834123441
0500000US54033,wv461677.par,0500000US54033.cli,-80.3799870543728,39.2836480135667
0500000US55037,mi204090.par,0500000US55037.cli,-88.3985623040455,45.8486460598375
0500000US55075,wi471897.par,0500000US55075.cli,-88.0330391624647,45.3823708197718
0500000US01071,al017304.par,0500000US01071.cli,-86.000301867502,34.7797489862985
0500000US13019,ga098703.par,0500000US13019.cli,-83.2298639982355,31.2762885790729
0500000US45083,nc318744.par,0500000US45083.cli,-81.9906916927975,34.9314863004677
0500000US48061,tx413943.par,0500000US48061.cli,-97.5165761599256,26.1318868385288
0500000US48201,tx414307.par,0500000US48201.cli,-95.3939768099129,29.8578561500266
0500000US48401,tx414081.par,0500000US48401.cli,-94.7627531513976,32.1075749099326
0500000US48459,tx412225.par,0500000US48459.cli,-94.9423045110854,32.7368201991725
0500000US51027,va443640.par,0500000US51027.cli,-82.0366269531937,37.2668363267485
0500000US31073,ne255388.par,0500000US31073.cli,-99.8316952307544,40.5152633953284
0500000US06009,ca041277.par,0500000US06009.cli,-120.555311799899,38.2048036823901
0500000US26003,mi205073.par,0500000US26003.cli,-86.6090025658473,46.411192119564
0500000US41023,or354291.par,0500000US41023.cli,-119.007623888396,44.491028247715
0500000US17017,il114442.par,0500000US17017.cli,-90.248366588693,39.9738890542245
0500000US37139,nc312719.par,0500000US37139.cli,-76.2839242623198,36.2956316777888
0500000US06011,ca041948.par,0500000US06011.cli,-122.237161498717,39.1777638122179
0500000US16029,id103732.par,0500000US16029.cli,-111.563326627369,42.7706279387408
0500000US21089,oh336781.par,0500000US21089.cli,-82.9233224606795,38.5463866886738
0500000US26089,mi208251.par,0500000US26089.cli,-85.8321871656895,45.0763374537407
0500000US26141,mi206184.par,0500000US26141.cli,-83.91727542286,45.3404678726735
0500000US32031,ca044374.par,0500000US32031.cli,-119.665423472913,40.6575939521921
0500000US38097,mn210018.par,0500000US38097.cli,-97.1625931470872,47.4540980041471
0500000US47105,tn404950.par,0500000US47105.cli,-84.3153149693701,35.7336219297933
0500000US48175,tx413618.par,0500000US48175.cli,-97.4273268140593,28.6578090335283
0500000US48503,tx413668.par,0500000US48503.cli,-98.6881622337376,33.1770344883544
0500000US01013,al013519.par,0500000US01013.cli,-86.6808129987886,31.7531149176983
0500000US01015,al010272.par,0500000US01015.cli,-85.826438965607,33.7716263713514
0500000US21235,ky150381.par,0500000US21235.cli,-84.1459760052676,36.758620298226
0500000US22057,la163433.par,0500000US22057.cli,-90.4349099181622,29.5519163618012
0500000US24023,md186620.par,0500000US24023.cli,-79.2732183182478,39.5293687226243
0500000US26013,mi207812.par,0500000US26013.cli,-88.3654183960932,46.6626842491258
0500000US26071,mi207812.par,0500000US26071.cli,-88.5308478519167,46.2092945365255
0500000US27119,mn211891.par,0500000US27119.cli,-96.4002398507522,47.7740484757099
0500000US27167,mn217149.par,0500000US27167.cli,-96.4686880101779,46.3568400357749
0500000US28051,ms220660.par,0500000US28051.cli,-90.0924818171639,33.1235988383728
0500000US29013,mo231145.par,0500000US29013.cli,-94.340450251302,38.2574181742731
0500000US29095,ks144559.par,0500000US29095.cli,-94.3470210587395,39.0088761580854
0500000US30053,mt245015.par,0500000US30053.cli,-115.405613149131,48.5416345951178
0500000US35033,nm299330.par,0500000US35033.cli,-104.94543713745,36.010765933737
0500000US36059,ny305803.par,0500000US36059.cli,-73.587230639768,40.7335379941914
0500000US38003,nd328937.par,0500000US38003.cli,-98.0725111196695,46.9361211671583
0500000US38055,nd323376.par,0500000US38055.cli,-101.320496797372,47.6078257700643
0500000US40055,ok345509.par,0500000US40055.cli,-99.5615458141623,34.936257481648
0500000US40117,ok347390.par,0500000US40117.cli,-96.6997730349693,36.3176046903046
0500000US42043,pa364896.par,0500000US42043.cli,-76.7796759279933,40.4155160371233
0500000US42097,pa369728.par,0500000US42097.cli,-76.7101982558251,40.8519649209727
0500000US45015,sc381544.par,0500000US45015.cli,-79.9513781059458,33.1976171953943
0500000US47009,tn404950.par,0500000US47009.cli,-83.9261916873389,35.6873633693821
0500000US47129,tn400081.par,0500000US47129.cli,-84.6498209925005,36.1353654127849
0500000US47187,tn403280.par,0500000US47187.cli,-86.8992188421831,35.8945445424346
0500000US48065,tx416785.par,0500000US48065.cli,-101.354275517958,35.4035204830592
0500000US48157,tx418996.par,0500000US48157.cli,-95.7713375569245,29.5277249452714
0500000US48207,tx413992.par,0500000US48207.cli,-99.730664231437,33.1786454170005
0500000US51093,va448192.par,0500000US51093.cli,-76.7269467671867,36.8914572831251
0500000US51171,va449263.par,0500000US51171.cli,-78.5718071264104,38.8589910052328
0500000US53021,wa453546.par,0500000US53021.cli,-118.900061495964,46.5351517545549
0500000US53055,wa456096.par,0500000US53055.cli,-122.980762665514,48.5896868265281
0500000US66010,pi914690.par,0500000US66010.cli,144.771378198737,13.4428044298333
0500000US01059,al017131.par,0500000US01059.cli,-87.843837908456,34.4424482791017
0500000US02020,ak505733.par,0500000US02020.cli,-149.108742358888,61.1509548127671
0500000US04021,az021314.par,0500000US04021.cli,-111.344642177308,32.9049190025733
0500000US05069,ar035754.par,0500000US05069.cli,-91.9316203894958,34.2690092650604
0500000US05107,ar033242.par,0500000US05107.cli,-90.8486240756433,34.4286875843634
0500000US06041,ca046826.par,0500000US06041.cli,-122.72373028745,38.0737697070452
0500000US08001,co051179.par,0500000US08001.cli,-104.338417855099,39.8748339787139
0500000US27069,nd326947.par,0500000US27069.cli,-96.7837378585764,48.7773239863215
0500000US12007,fl083470.par,0500000US12007.cli,-82.1692320372053,29.9502366218694
0500000US13031,ga091266.par,0500000US13031.cli,-81.7438207162225,32.3973052739019
0500000US20195,ks148495.par,0500000US20195.cli,-99.8736738893225,38.9143261049396
0500000US21101,ky153762.par,0500000US21101.cli,-87.5737912319787,37.7963978578526
0500000US21183,ky154703.par,0500000US21183.cli,-86.8492607434734,37.4786407850224
0500000US22059,la160098.par,0500000US22059.cli,-92.1610427651935,31.6765559419089
0500000US24027,md180700.par,0500000US24027.cli,-76.9318102909524,39.2512434737544
0500000US25015,ma190120.par,0500000US25015.cli,-72.6639587661887,42.3406032956029
0500000US26029,mi206507.par,0500000US26029.cli,-85.1977393167827,45.3828381637918
0500000US13077,ga091640.par,0500000US13077.cli,-84.763995026567,33.3536272250272
0500000US13157,ga090435.par,0500000US13157.cli,-83.5671986192494,34.1344896705324
0500000US13241,ga091982.par,0500000US13241.cli,-83.4024890873778,34.8823270430485
0500000US17003,il111166.par,0500000US17003.cli,-89.3375598306937,37.1915813791208
0500000US17189,il116011.par,0500000US17189.cli,-89.4110410698537,38.3525631816236
0500000US20003,ks143008.par,0500000US20003.cli,-95.2942181206754,38.2147130539378
0500000US36113,ny303284.par,0500000US36113.cli,-73.8469218451161,43.5612595552357
0500000US37031,nc315830.par,0500000US37031.cli,-76.5884503457861,34.8548773973421
0500000US37113,nc313228.par,0500000US37113.cli,-83.4226331094005,35.150890201448
0500000US38035,nd323621.par,0500000US38035.cli,-97.4574900952341,47.9221165719728
0500000US39123,oh337447.par,0500000US39123.cli,-83.0818126444904,41.552283084818
0500000US39161,oh338609.par,0500000US39161.cli,-84.5860816537586,40.8554770316582
0500000US40101,ok346130.par,0500000US40101.cli,-95.3801500933084,35.6161908614321
0500000US27107,mn210018.par,0500000US27107.cli,-96.4557865390644,47.3267202769515
0500000US28049,ms226476.par,0500000US28049.cli,-90.4434529244832,32.2672999184672
0500000US29171,mo234544.par,0500000US29171.cli,-93.0169769136382,40.4790614438995
0500000US30075,mt241127.par,0500000US30075.cli,-105.631155980007,45.395515979811
0500000US32011,nv262708.par,0500000US32011.cli,-116.267922478325,39.9804595034974
0500000US34033,de079595.par,0500000US34033.cli,-75.3498619520042,39.5878452485671
