trial_id,scenario,hillslope_id,family,direction,year,day,ofe,ordinal,runoff_post_m_baseline,surdra_raw_m_baseline,surdra_realized_m_baseline,added_rate_m_s_baseline,forcing_mode_baseline,solver_baseline,peak_m_s_baseline,runoff_post_m_mutant,surdra_raw_m_mutant,surdra_realized_m_mutant,added_rate_m_s_mutant,forcing_mode_mutant,solver_mutant,peak_m_s_mutant,baseline_event_present,mutant_event_present,event_presence_changed,solver_changed,forcing_mode_changed,surplus_depth_changed,peak_gt25pct_runoff_lt5pct,peak_twofold,surplus_rate_twofold,expected_response_reversal,candidate
burned-h106-ksat-minus,burned,106,ksat,minus,1996,344,1,1,0.011986048892140388,0.00018510036170482635,0.00018510036170482635,6.06746937137359e-08,1.0,APPMTH,7.91014917922439e-06,0.012015091255307198,3.969110548496246e-05,3.969110912294127e-05,1.3010487798226222e-08,1.0,APPMTH,7.95766754890792e-06,True,True,False,False,False,True,False,False,True,False,True
burned-h106-ksat-minus,burned,106,ksat,minus,1996,346,1,1,0.009759037755429745,0.00975903682410717,0.009759037755429745,1.1786277127612266e-06,2.0,APPMTH,1.1786277127612266e-06,0.009774171747267246,0.009770737960934639,0.009770737960934639,1.9239247194491327e-05,1.0,HDRIVE,1.0898243999690749e-05,True,True,False,True,True,True,True,True,True,False,True
burned-h106-ksat-minus,burned,106,ksat,minus,1998,54,1,1,0.02509220689535141,0.018783701583743095,0.018783703446388245,8.543648618797306e-06,1.0,HDRIVE,1.25744145407225e-05,0.02512187510728836,0.01857370138168335,0.01857370138168335,7.51363313611364e-06,1.0,APPMTH,1.016257101582596e-05,True,True,False,True,False,True,False,False,False,True,True
burned-h106-ksat-minus,burned,106,ksat,minus,2000,52,1,1,0.022833144292235374,0.02275756746530533,0.02275756746530533,2.093507100653369e-05,1.0,HDRIVE,2.1654639567714185e-05,0.02284710295498371,0.022727571427822113,0.022727571427822113,1.6613725165370852e-05,1.0,APPMTH,1.670110214035958e-05,True,True,False,True,False,True,False,False,False,True,True
burned-h106-ksat-minus,burned,106,ksat,minus,2001,44,1,1,0.06150142848491669,0.05858369171619415,0.05858369171619415,1.61953030328732e-05,1.0,HDRIVE,1.747815804264974e-05,0.06152195483446121,0.058352090418338776,0.058352090418338776,1.600870928086806e-05,1.0,HDRIVE,1.7359323464916088e-05,True,True,False,False,False,True,False,False,False,True,True
burned-h106-ksat-minus,burned,106,ksat,minus,2001,65,1,1,0.00984850712120533,0.0016089249402284622,0.0016089249402284622,8.017409527383279e-07,1.0,APPMTH,6.791164196329191e-06,0.009863326326012611,0.0015641096979379654,0.0015641096979379654,7.63087200539303e-07,1.0,HDRIVE,6.905195732542779e-06,True,True,False,True,False,True,False,False,False,False,True
burned-h106-ksat-minus,burned,106,ksat,minus,2004,57,1,1,0.07345354557037354,0.04025980830192566,0.04025980830192566,6.470096195698716e-06,1.0,HDRIVE,1.6992189557640813e-05,0.07348284125328064,0.03970274329185486,0.03970274701714516,5.819432317366591e-06,1.0,HDRIVE,1.6412173863500357e-05,True,True,False,False,False,True,False,False,False,True,True
burned-h106-ksat-minus,burned,106,ksat,minus,2004,366,1,1,0.040495045483112335,0.028500191867351532,0.028500191867351532,4.547434400592465e-06,1.0,HDRIVE,7.957018169690855e-06,0.04052485525608063,0.02805207669734955,0.02805207669734955,4.295457074476872e-06,1.0,APPMTH,6.205343197507318e-06,True,True,False,True,False,True,False,False,False,True,True
burned-h106-ksat-minus,burned,106,ksat,minus,2005,3,1,1,0.1332625150680542,0.11576610803604126,0.11576610058546066,1.0341055713070091e-05,1.0,HDRIVE,1.3204848983150441e-05,0.13329561054706573,0.11506959050893784,0.11506959050893784,1.0083209417643957e-05,1.0,APPMTH,1.1680302122840658e-05,True,True,False,True,False,True,False,False,False,True,True
burned-h106-ksat-minus,burned,106,ksat,minus,2005,11,1,1,0.05078200250864029,0.04520557075738907,0.04520557075738907,9.523352673568297e-06,1.0,HDRIVE,1.145496207755059e-05,0.05080482363700867,0.04493090882897377,0.04493090882897377,8.980190614238381e-06,1.0,HDRIVE,1.0964619832520839e-05,True,True,False,False,False,True,False,False,False,True,True
burned-h106-ksat-minus,burned,106,ksat,minus,2005,51,1,1,0.0335298627614975,0.018741078674793243,0.018741078674793243,5.894202786294045e-06,1.0,HDRIVE,1.4383118468686007e-05,0.033563800156116486,0.018477663397789,0.01847766526043415,5.280770892568398e-06,1.0,APPMTH,9.763200068846345e-06,True,True,False,True,False,True,True,False,False,True,True
burned-h106-ksat-minus,burned,106,ksat,minus,2010,354,1,1,0.017912983894348145,0.009690666571259499,0.009690666571259499,5.858668373548426e-06,1.0,APPMTH,1.0829619895957876e-05,0.017931418493390083,0.009605202823877335,0.009605202823877335,4.885431735601742e-06,1.0,HDRIVE,1.1299975085421465e-05,True,True,False,True,False,True,False,False,False,False,True
burned-h106-ksat-minus,burned,106,ksat,minus,2016,6,1,1,0.015968939289450645,0.01564388908445835,0.01564388908445835,1.293684726988431e-05,1.0,HDRIVE,1.4215845112630632e-05,0.015988878905773163,0.015507087111473083,0.015507086180150509,1.0222574019280728e-05,1.0,APPMTH,1.0540181392570958e-05,True,True,False,True,False,True,True,False,False,True,True
burned-h106-ksat-minus,burned,106,ksat,minus,2019,14,1,1,0.011590402573347092,0.011411741375923157,0.011411741375923157,1.1238283150305506e-05,1.0,HDRIVE,1.1303141945973039e-05,0.011611968278884888,0.011267812922596931,0.011267812922596931,7.373582320724381e-06,1.0,APPMTH,7.598795036756201e-06,True,True,False,True,False,True,True,False,False,True,True
burned-h106-ksat-minus,burned,106,ksat,minus,2019,17,1,1,0.013589490205049515,0.013512857258319855,0.013512857258319855,1.3940787539468147e-05,1.0,HDRIVE,1.2458593118935823e-05,0.013603294268250465,0.013460291549563408,0.013460292480885983,1.0407673471490853e-05,1.0,HDRIVE,1.1338347576383967e-05,True,True,False,False,False,True,False,False,False,True,True
burned-h106-ksat-minus,burned,106,ksat,minus,2019,359,1,1,0.008528408594429493,0.007179269567131996,0.007179269567131996,4.642014118871884e-06,1.0,APPMTH,5.514348686119774e-06,0.008549310266971588,0.007069490849971771,0.007069490849971771,4.509304744715337e-06,1.0,HDRIVE,6.662347459496232e-06,True,True,False,True,False,True,False,False,False,False,True
burned-h106-ksat-minus,burned,106,ksat,minus,2020,72,1,1,0.007563598919659853,0.007563598453998566,0.007563598919659853,4.668888209380384e-07,2.0,APPMTH,4.668888209380384e-07,0.0075689624063670635,0.007566612213850021,0.007566612213850021,2.2683219867758453e-05,1.0,HDRIVE,7.469749107258394e-06,True,True,False,True,True,False,True,True,True,False,True
burned-h106-ksat-minus,burned,106,ksat,minus,2023,5,1,1,0.0203196220099926,0.01567716896533966,0.01567716896533966,8.062374035944231e-06,1.0,HDRIVE,1.1115223060187418e-05,0.02034205012023449,0.015584873035550117,0.015584873035550117,7.434164672304178e-06,1.0,HDRIVE,1.0567691788310185e-05,True,True,False,False,False,True,False,False,False,True,True
burned-h106-ksat-minus,burned,106,ksat,minus,2023,9,1,1,0.07738067209720612,0.0652848333120346,0.0652848333120346,1.1645556696748827e-05,1.0,HDRIVE,1.5317058569053188e-05,0.07741063833236694,0.06482565402984619,0.06482565402984619,1.0804275916598272e-05,1.0,APPMTH,1.2901772606710438e-05,True,True,False,True,False,True,False,False,False,True,True
burned-h106-ksat-minus,burned,106,ksat,minus,2023,57,1,1,0.07005409896373749,0.06472153961658478,0.06472153961658478,1.4138847291178536e-05,1.0,HDRIVE,1.6178972146008164e-05,0.07008294016122818,0.06434667855501175,0.06434667855501175,1.3587862667918671e-05,1.0,HDRIVE,1.5717667338321917e-05,True,True,False,False,False,True,False,False,False,True,True
burned-h106-ksat-minus,burned,106,ksat,minus,2023,73,1,1,0.036095283925533295,0.016998106613755226,0.016998106613755226,5.6618000598973595e-06,1.0,HDRIVE,1.7492762708570808e-05,0.03613753244280815,0.01666887104511261,0.01666887104511261,4.613210421666736e-06,1.0,APPMTH,1.302694818150485e-05,True,True,False,True,False,True,True,False,False,True,True
burned-h106-ksat-plus,burned,106,ksat,plus,1980,47,1,1,0.03367956727743149,0.026732975617051125,0.026732975617051125,9.044581929629203e-06,1.0,HDRIVE,1.2932593563164119e-05,0.03365419805049896,0.026865651831030846,0.026865651831030846,9.790034710022155e-06,1.0,HDRIVE,1.3609612324216869e-05,True,True,False,False,False,True,False,False,False,True,True
burned-h106-ksat-plus,burned,106,ksat,plus,1980,49,1,1,0.03339748829603195,0.02800843119621277,0.02800843119621277,8.05641229817411e-06,1.0,HDRIVE,1.0992000170517713e-05,0.03338330239057541,0.028190357610583305,0.028190357610583305,8.709143003216013e-06,1.0,HDRIVE,1.1607984561123885e-05,True,True,False,False,False,True,False,False,False,True,True
burned-h106-ksat-plus,burned,106,ksat,plus,1981,64,1,1,0.005903972778469324,0.00583927147090435,0.00583927147090435,7.232599273265805e-06,1.0,HDRIVE,5.106548996991478e-06,0.005891246721148491,0.00583820603787899,0.00583820603787899,7.851230293454137e-06,1.0,HDRIVE,5.642893938784255e-06,True,True,False,False,False,False,False,False,False,True,True
burned-h106-ksat-plus,burned,106,ksat,plus,1982,356,1,1,0.0254187174141407,0.013477977365255356,0.013477977365255356,4.394923507788917e-06,1.0,HDRIVE,1.0812443179020192e-05,0.02539755403995514,0.013635717332363129,0.013635717332363129,4.123138296563411e-06,1.0,APPMTH,7.679656846448779e-06,True,True,False,True,False,True,True,False,False,False,True
burned-h106-ksat-plus,burned,106,ksat,plus,1983,27,1,1,0.048136577010154724,0.0466323085129261,0.0466323122382164,8.322304893226828e-06,1.0,HDRIVE,7.954038665047847e-06,0.04808366298675537,0.047931939363479614,0.047931939363479614,1.5127662663871888e-05,1.0,HDRIVE,1.061167313309852e-05,True,True,False,False,False,True,True,False,False,True,True
burned-h106-ksat-plus,burned,106,ksat,plus,1983,59,1,1,0.040075838565826416,0.029086530208587646,0.029086532071232796,7.255018772411859e-06,1.0,HDRIVE,1.2752670045301784e-05,0.04004655033349991,0.029283573850989342,0.029283573850989342,7.4593467616068665e-06,1.0,HDRIVE,1.2903435163025279e-05,True,True,False,False,False,True,False,False,False,True,True
burned-h106-ksat-plus,burned,106,ksat,plus,1986,30,1,1,0.019967570900917053,0.01236758753657341,0.012367588467895985,4.321929282014025e-06,1.0,HDRIVE,8.9277209553984e-06,0.01992163062095642,0.012630393728613853,0.012630394659936428,4.556931344268378e-06,1.0,HDRIVE,9.098580449062865e-06,True,True,False,False,False,True,False,False,False,True,True
burned-h106-ksat-plus,burned,106,ksat,plus,1986,44,1,1,0.015721352770924568,0.015115607529878616,0.015115607529878616,8.298216926050372e-06,1.0,APPMTH,8.630760930827819e-06,0.015696994960308075,0.015332940965890884,0.01533294003456831,1.1163339877384715e-05,1.0,HDRIVE,1.238364893652033e-05,True,True,False,True,False,True,True,False,False,True,True
burned-h106-ksat-plus,burned,106,ksat,plus,1991,58,1,1,0.019982751458883286,0.01161850243806839,0.01161850243806839,4.521168648352614e-06,1.0,APPMTH,7.775992344249971e-06,0.019942890852689743,0.011893006041646004,0.011893005110323429,5.211420102568809e-06,1.0,HDRIVE,1.042285111907404e-05,True,True,False,True,False,True,True,False,False,True,True
burned-h106-ksat-plus,burned,106,ksat,plus,1991,85,1,1,0.00953087117522955,0.008140267804265022,0.008140267804265022,5.624956429528538e-06,1.0,HDRIVE,8.48505715111969e-06,0.009507948532700539,0.008237212896347046,0.008237212896347046,6.132095677457983e-06,1.0,HDRIVE,9.074402441910934e-06,True,True,False,False,False,True,False,False,False,True,True
burned-h106-ksat-plus,burned,106,ksat,plus,1993,17,1,1,0.03905608505010605,0.03682483360171318,0.03682483360171318,1.2469562534533907e-05,1.0,HDRIVE,1.3950775610283017e-05,0.03903651610016823,0.036997485905885696,0.036997485905885696,1.2893742677988485e-05,1.0,HDRIVE,1.4320087757369038e-05,True,True,False,False,False,True,False,False,False,True,True
burned-h106-ksat-plus,burned,106,ksat,plus,1993,50,1,1,0.005919022019952536,0.005809497088193893,0.005809497088193893,6.799462880735518e-06,1.0,HDRIVE,6.001825113344239e-06,0.00590867642313242,0.005819560959935188,0.005819560959935188,7.830300091882236e-06,1.0,APPMTH,5.014628186472692e-06,True,True,False,True,False,True,False,False,False,False,True
burned-h106-ksat-plus,burned,106,ksat,plus,1995,10,1,1,0.11427435278892517,0.07345893234014511,0.07345893234014511,5.028553005104186e-06,1.0,HDRIVE,1.2110742318327539e-05,0.1142435297369957,0.07411209493875504,0.07411209493875504,6.101236976974178e-06,1.0,HDRIVE,1.3125728401064407e-05,True,True,False,False,False,True,False,False,False,True,True
burned-h106-ksat-plus,burned,106,ksat,plus,1995,64,1,1,0.01265566237270832,0.012635396793484688,0.012635396793484688,1.418985084455926e-05,1.0,HDRIVE,1.1697178706526756e-05,0.012646126560866833,0.012633441016077995,0.012633441016077995,1.6235646398854442e-05,1.0,HDRIVE,1.346216413367074e-05,True,True,False,False,False,False,False,False,False,True,True
burned-h106-ksat-plus,burned,106,ksat,plus,1996,51,1,1,0.08384168893098831,0.04961582273244858,0.04961582273244858,8.18668650026666e-06,1.0,HDRIVE,1.9961418729508296e-05,0.0838179886341095,0.049989279359579086,0.049989279359579086,8.9042259787675e-06,1.0,HDRIVE,2.0607945771189407e-05,True,True,False,False,False,True,False,False,False,True,True
burned-h106-ksat-plus,burned,106,ksat,plus,2001,44,1,1,0.06150142848491669,0.05858369171619415,0.05858369171619415,1.61953030328732e-05,1.0,HDRIVE,1.747815804264974e-05,0.06148106977343559,0.058813199400901794,0.05881320312619209,1.6387366486014798e-05,1.0,HDRIVE,1.760778650350403e-05,True,True,False,False,False,True,False,False,False,True,True
burned-h106-ksat-plus,burned,106,ksat,plus,2004,364,1,1,0.07189026474952698,0.036291737109422684,0.036291737109422684,4.83653275296092e-06,1.0,HDRIVE,1.6045050870161504e-05,0.07186487317085266,0.03672381490468979,0.03672381490468979,5.158328804100165e-06,1.0,HDRIVE,1.632227395020891e-05,True,True,False,False,False,True,False,False,False,True,True
burned-h106-ksat-plus,burned,106,ksat,plus,2004,366,1,1,0.040495045483112335,0.028500191867351532,0.028500191867351532,4.547434400592465e-06,1.0,HDRIVE,7.957018169690855e-06,0.0404655896127224,0.028938643634319305,0.028938643634319305,4.849527158512501e-06,1.0,HDRIVE,8.208144208765589e-06,True,True,False,False,False,True,False,False,False,True,True
burned-h106-ksat-plus,burned,106,ksat,plus,2006,2,1,1,0.05957251787185669,0.04995358735322952,0.04995358735322952,4.635714958567405e-06,1.0,HDRIVE,6.071304596844129e-06,0.05953892320394516,0.05072470009326935,0.05072470009326935,4.99310226587113e-06,1.0,HDRIVE,6.373790711222682e-06,True,True,False,False,False,True,False,False,False,True,True
burned-h106-ksat-plus,burned,106,ksat,plus,2010,355,1,1,0.008797156624495983,0.008791085332632065,0.008791085332632065,1.7389527783961967e-05,1.0,HDRIVE,9.388309990754351e-06,0.008781475946307182,0.008781475946307182,0.008781475946307182,1.2838414704674506e-06,2.0,APPMTH,1.2838414704674506e-06,True,True,False,True,True,False,True,True,True,False,True
burned-h106-ksat-plus,burned,106,ksat,plus,2019,331,1,1,8.700901162228547e-06,0.0,0.0,0.0,0.0,HDRIVE,1.0926891746976253e-07,6.575118732143892e-06,0.0,0.0,0.0,0.0,APPMTH,3.630000122711863e-08,True,True,False,True,False,False,False,False,False,False,True
burned-h106-ksat-plus,burned,106,ksat,plus,2021,348,1,1,0.01162907388061285,0.011125413700938225,0.011125413700938225,8.30747012514621e-06,1.0,HDRIVE,9.866840628092177e-06,0.011611191555857658,0.011230310425162315,0.011230310425162315,9.328957276011351e-06,1.0,HDRIVE,1.004872774501564e-05,True,True,False,False,False,True,False,False,False,True,True
burned-h106-ksat-plus,burned,106,ksat,plus,2021,363,1,1,0.06373079121112823,0.037192583084106445,0.037192583084106445,6.5474878283566795e-06,1.0,HDRIVE,1.606405021448154e-05,0.06369663774967194,0.037643298506736755,0.037643298506736755,6.996329375397181e-06,1.0,HDRIVE,1.6459660400869325e-05,True,True,False,False,False,True,False,False,False,True,True
burned-h106-ksat-plus,burned,106,ksat,plus,2023,5,1,1,0.0203196220099926,0.01567716896533966,0.01567716896533966,8.062374035944231e-06,1.0,HDRIVE,1.1115223060187418e-05,0.02029193751513958,0.01584945246577263,0.01584945246577263,9.286746717407368e-06,1.0,HDRIVE,1.2253609384060837e-05,True,True,False,False,False,True,False,False,False,True,True
burned-h106-ksat-plus,burned,106,ksat,plus,2023,57,1,1,0.07005409896373749,0.06472153961658478,0.06472153961658478,1.4138847291178536e-05,1.0,HDRIVE,1.6178972146008164e-05,0.07002229243516922,0.06515539437532425,0.06515539437532425,1.6457799574709497e-05,1.0,HDRIVE,1.8445318346493877e-05,True,True,False,False,False,True,False,False,False,True,True
burned-h106-ksat-plus,burned,106,ksat,plus,2024,50,1,1,0.040686145424842834,0.03306524083018303,0.03306524083018303,8.596865882282145e-06,1.0,HDRIVE,1.200813494506292e-05,0.04066070541739464,0.03338714689016342,0.03338714689016342,9.414915439265314e-06,1.0,HDRIVE,1.2749461347993929e-05,True,True,False,False,False,True,False,False,False,True,True
burned-h106-cover-plus,burned,106,cover,plus,2001,65,1,1,0.00984850712120533,0.0016089249402284622,0.0016089249402284622,8.017409527383279e-07,1.0,APPMTH,6.791164196329191e-06,0.009867552667856216,0.0016568191349506378,0.0016568191349506378,9.673653948993888e-07,1.0,HDRIVE,7.120998816390056e-06,True,True,False,True,False,True,False,False,False,True,True
burned-h106-cover-plus,burned,106,cover,plus,2004,364,1,1,0.07189026474952698,0.036291737109422684,0.036291737109422684,4.83653275296092e-06,1.0,HDRIVE,1.6045050870161504e-05,0.07189114391803741,0.03631444647908211,0.03631444647908211,5.041315489506815e-06,1.0,HDRIVE,1.625395998416934e-05,True,True,False,False,False,True,False,False,False,True,True
burned-h106-cover-plus,burned,106,cover,plus,2010,355,1,1,0.008797156624495983,0.008791085332632065,0.008791085332632065,1.7389527783961967e-05,1.0,HDRIVE,9.388309990754351e-06,0.008776424452662468,0.008776424452662468,0.008776424452662468,1.283102960769611e-06,2.0,APPMTH,1.283102960769611e-06,True,True,False,True,True,True,True,True,True,False,True
burned-h106-cover-plus,burned,106,cover,plus,2023,5,1,1,0.0203196220099926,0.01567716896533966,0.01567716896533966,8.062374035944231e-06,1.0,HDRIVE,1.1115223060187418e-05,0.02029293403029442,0.01575225032866001,0.01575225032866001,8.43013640405843e-06,1.0,HDRIVE,1.1470246136013884e-05,True,True,False,False,False,True,False,False,False,True,True
burned-h084-ksat-minus,burned,84,ksat,minus,1981,29,1,1,0.00027560372836887836,0.0,0.0,0.0,0.0,APPMTH,3.7711053835209896e-08,0.00031093123834580183,0.0,0.0,0.0,0.0,HDRIVE,5.935947342550207e-07,True,True,False,True,False,False,False,True,False,False,True
burned-h084-ksat-minus,burned,84,ksat,minus,1982,75,1,1,0.00847899541258812,0.0,0.0,0.0,0.0,APPMTH,4.772968623001361e-06,0.008653048425912857,0.0,0.0,0.0,0.0,HDRIVE,4.086017270310549e-06,True,True,False,True,False,False,False,False,False,True,True
burned-h084-ksat-minus,burned,84,ksat,minus,1983,60,1,1,0.08591178804636002,0.04631473124027252,0.04631473124027252,4.601206001098035e-06,1.0,HDRIVE,1.3022838174947537e-05,0.08574755489826202,0.04548714682459831,0.04548714682459831,4.264773906470509e-06,1.0,HDRIVE,1.2701612831733655e-05,True,True,False,False,False,True,False,False,False,True,True
burned-h084-ksat-minus,burned,84,ksat,minus,1987,308,1,1,0.0005490420735441148,0.0,0.0,0.0,0.0,HDRIVE,1.1335431508996408e-06,0.0007320432923734188,0.0,0.0,0.0,0.0,APPMTH,1.6509635258898925e-07,True,True,False,True,False,False,False,True,False,True,True
burned-h084-ksat-minus,burned,84,ksat,minus,1991,59,1,1,0.027601853013038635,0.018407627940177917,0.018407627940177917,3.2203731734625762e-06,1.0,HDRIVE,5.806189165014075e-06,0.027466852217912674,0.017803236842155457,0.017803236842155457,2.893901410061517e-06,1.0,HDRIVE,5.52611436432926e-06,True,True,False,False,False,True,False,False,False,True,True
burned-h084-ksat-minus,burned,84,ksat,minus,1991,362,1,1,0.06380300223827362,0.03010876104235649,0.03010876290500164,3.564613962225849e-06,1.0,HDRIVE,1.1602855011005886e-05,0.06385496258735657,0.02954697236418724,0.02954697236418724,3.3920109672180843e-06,1.0,APPMTH,8.890385288395919e-06,True,True,False,True,False,True,False,False,False,True,True
burned-h084-ksat-minus,burned,84,ksat,minus,1992,5,1,1,7.218983228085563e-05,0.0,0.0,0.0,0.0,HDRIVE,2.1374829373144166e-07,0.00011758454638766125,0.0,0.0,0.0,0.0,APPMTH,3.630000122711863e-08,True,True,False,True,False,False,False,True,False,True,True
burned-h084-ksat-minus,burned,84,ksat,minus,1995,9,1,1,0.029538922011852264,0.00033709779381752014,0.00033709779381752014,6.25747205162952e-08,1.0,APPMTH,1.0413575182610657e-05,0.029517021030187607,6.932765245437622e-05,6.932765245437622e-05,1.2869139531801466e-08,1.0,APPMTH,1.0444758117955644e-05,True,True,False,False,False,True,False,False,True,False,True
burned-h084-ksat-minus,burned,84,ksat,minus,2000,43,1,1,0.00118133460637182,0.0,0.0,0.0,0.0,APPMTH,3.387592357739777e-07,0.0013738177949562669,0.0,0.0,0.0,0.0,HDRIVE,2.3818656700314023e-06,True,True,False,True,False,False,False,True,False,False,True
burned-h084-ksat-minus,burned,84,ksat,minus,2001,65,1,1,0.00947747752070427,0.0,0.0,0.0,0.0,HDRIVE,6.367083642544458e-06,0.009725809097290039,0.0,0.0,0.0,0.0,APPMTH,6.145492989162449e-06,True,True,False,True,False,False,False,False,False,True,True
burned-h084-ksat-minus,burned,84,ksat,minus,2005,3,1,1,0.09655769914388657,0.08204963803291321,0.08204963803291321,7.329260370170232e-06,1.0,HDRIVE,9.388620128447656e-06,0.09667450189590454,0.08137425780296326,0.08137425780296326,7.022034424153389e-06,1.0,HDRIVE,9.145633157459088e-06,True,True,False,False,False,True,False,False,False,True,True
burned-h084-ksat-minus,burned,84,ksat,minus,2005,9,1,1,0.04892660677433014,0.024257823824882507,0.024257823824882507,3.905344783561304e-06,1.0,APPMTH,7.87685075920308e-06,0.04877730458974838,0.023736856877803802,0.023736856877803802,3.318636800031527e-06,1.0,HDRIVE,1.0491186003491748e-05,True,True,False,True,False,True,True,False,False,False,True
burned-h084-ksat-minus,burned,84,ksat,minus,2010,18,1,1,,,,,,,,1.8857106169889448e-06,0.0,0.0,0.0,0.0,HDRIVE,3.630000122711863e-08,False,True,True,False,False,False,False,False,False,False,True
burned-h084-ksat-minus,burned,84,ksat,minus,2010,95,1,1,0.00015480064030271024,0.0,0.0,0.0,0.0,HDRIVE,6.204049327607208e-07,0.00019543516100384295,0.0,0.0,0.0,0.0,APPMTH,3.630000122711863e-08,True,True,False,True,False,False,False,True,False,True,True
burned-h084-ksat-minus,burned,84,ksat,minus,2010,324,1,1,0.0004159024392720312,0.0,0.0,0.0,0.0,HDRIVE,7.920821758489183e-07,0.0005520387785509229,0.0,0.0,0.0,0.0,APPMTH,1.0820541973544096e-07,True,True,False,True,False,False,False,True,False,True,True
burned-h084-ksat-minus,burned,84,ksat,minus,2021,348,1,1,0.008249476552009583,0.0,0.0,0.0,0.0,APPMTH,4.802112471224973e-06,0.008407171815633774,0.0,0.0,0.0,0.0,HDRIVE,4.144653757975902e-06,True,True,False,True,False,False,False,False,False,True,True
