year,julian,sim_day_index,month,day_of_month,water_year,n_ofe,audit_rain_melt_reported_mm,audit_precip_reported_mm,audit_runoff_reported_mm,audit_runoff_calc_mm,audit_runoff_consistency_mm,audit_sbrunv_calc_mm,audit_lateral_reported_mm,audit_lateral_calc_mm,audit_et_reported_mm,audit_et_calc_mm,audit_percolation_reported_mm,audit_percolation_calc_mm,audit_storage_delta_mm,audit_enriched_storage_delta_mm,audit_closure_reported_with_storage_mm,audit_closure_reconstructed_with_storage_mm,audit_closure_reported_with_enriched_storage_mm,audit_closure_reconstructed_with_enriched_storage_mm,audit_closure_reported_with_storage_rain_melt_mm,audit_closure_reconstructed_with_storage_rain_melt_mm,audit_closure_reported_with_enriched_storage_rain_melt_mm,audit_closure_reconstructed_with_enriched_storage_rain_melt_mm,audit_soilwatertotal_vs_legacy_storage_mm,audit_soilwater_to_porosity_fraction,audit_soilwater_minus_fc_mm,audit_soilwater_minus_wp_mm,audit_profile_order_fc_gt_porosity,audit_profile_order_wp_gt_fc,audit_soilwater_gt_porositycap,audit_soilwater_lt_wpstore,audit_runoff_to_precip_reported_pct,audit_runoff_to_precip_reconstructed_pct,TSMF,QRain,QSnow,abs_closure_reported_with_storage_mm,abs_runoff_consistency_mm
1,1,1,1,1,1,10,0.0,8.1,0.0,0.0,0.0,0.04592084952520526,0.04599999999999999,0.04599999999999999,0.71,0.71,0.23999999999999996,0.23999999999999996,0.0,,7.103999999999999,7.103999999999999,,,-0.996,-0.996,,,,,,,False,False,False,False,0.0,0.0,0.42329,0.0,0.0,7.103999999999999,0.0
36,314,13097,11,9,37,10,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.417,0.417,0.0,0.0,-0.6359999999999957,,0.2189999999999957,0.2189999999999957,,,2.5189999999999957,2.5189999999999957,,,,,,,False,False,False,False,0.0,0.0,0.16701000000000002,,,0.2189999999999957,0.0
40,166,14410,6,14,40,10,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,2.17,2.17,0.0,0.0,-0.08500000000000796,,0.21500000000000785,0.21500000000000785,,,0.21500000000000785,0.21500000000000785,,,,,,,False,False,False,False,0.0,0.0,0.16485,,,0.21500000000000785,0.0
30,109,10701,4,19,30,10,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,3.2539999999999996,3.2539999999999996,0.0,0.0,-1.1679999999999637,,0.213999999999964,0.213999999999964,,,0.213999999999964,0.213999999999964,,,,,,,False,False,False,False,0.0,0.0,0.17259,,,0.213999999999964,0.0
8,246,2802,9,2,8,10,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.5039999999999998,1.5039999999999998,0.0,0.0,0.5849999999999795,,0.2110000000000205,0.2110000000000205,,,0.2110000000000205,0.2110000000000205,,,,,,,False,False,False,False,0.0,0.0,0.16745,,,0.2110000000000205,0.0
46,86,16522,3,27,46,10,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.373,1.373,0.0,0.0,0.7160000000000224,,0.21099999999997743,0.21099999999997743,,,0.21099999999997743,0.21099999999997743,,,,,,,False,False,False,False,0.0,0.0,0.16894,,,0.21099999999997743,0.0
46,57,16493,2,26,46,10,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.5199999999999998,1.5199999999999998,0.052000000000000005,0.052000000000000005,0.5170000000000243,,0.21099999999997565,0.21099999999997565,,,0.21099999999997565,0.21099999999997565,,,,,,,False,False,False,False,0.0,0.0,0.20691999999999994,,,0.21099999999997565,0.0
14,33,4781,2,2,14,10,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4299999999999997,1.4299999999999997,0.0,0.0,-1.6400000000000716,,0.2100000000000719,0.2100000000000719,,,2.5100000000000717,2.5100000000000717,,,,,,,False,False,False,False,0.0,0.0,0.21179999999999996,,,0.2100000000000719,0.0
29,162,10389,6,11,29,10,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,2.2790000000000004,2.2790000000000004,0.0,0.0,-0.18900000000003558,,0.21000000000003505,0.21000000000003505,,,0.21000000000003505,0.21000000000003505,,,,,,,False,False,False,False,0.0,0.0,0.16530999999999996,,,0.21000000000003505,0.0
10,90,3377,3,31,10,10,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,2.334,2.334,0.0,0.0,-0.2440000000000282,,0.21000000000002794,0.21000000000002794,,,0.21000000000002794,0.21000000000002794,,,,,,,False,False,False,False,0.0,0.0,0.18012,,,0.21000000000002794,0.0
